Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q2,2023,Q2,2022-11-30,2022-11-30,582080324.0,369049497.0,15278329.0,8900437.0,213030827.0,0.0,-98076373.0
2022Q4,2022,Q4,2022-05-31,2022-05-31,620372322.0,385295481.0,8207712.0,7018873.0,235076841.0,0.0,-81830389.0
2022Q2,2022,Q2,2021-11-30,2021-11-30,668986173.0,416868406.0,10182896.0,29874990.0,252117767.0,0.0,-51246914.0
2021Q4,2021,Q4,2021-05-31,2021-05-31,938625814.0,580590291.0,0.0,0.0,358035523.0,0.0,-44146120.0
2021Q2,2021,Q2,2020-11-30,2020-11-30,931823660.0,565561080.0,0.0,0.0,366262580.0,0.0,-59225701.0
2020Q4,2020,Q4,2020-05-31,2020-05-31,810010420.0,519464583.0,0.0,0.0,290545837.0,0.0,-105322198.0
2020Q2,2020,Q2,2019-11-30,2019-11-30,933127080.0,592339314.0,0.0,0.0,340787766.0,0.0,-32463533.0
2019Q4,2019,Q4,2019-05-31,2019-05-31,945715559.0,606407521.0,0.0,0.0,339308038.0,0.0,-18395326.0
2019Q2,2019,Q2,2018-11-30,2018-11-30,958948549.0,611322230.0,0.0,0.0,347626319.0,0.0,-25237393.0
2018Q4,2018,Q4,2018-05-31,2018-05-31,987495997.0,622241426.0,0.0,0.0,365254571.0,0.0,3608617.0
2018Q2,2018,Q2,2017-11-30,2017-11-30,965495814.0,618070915.0,0.0,0.0,347424899.0,0.0,2284780.0
