Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,61989164.0,60817668.0,103384.0,1001088.0,1171496.0,0.0,-1785867.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,59826638.0,59265895.0,421851.0,387079.0,560743.0,0.0,-4566976.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,87860954.0,87186431.0,0.0,0.0,674523.0,0.0,21182607.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,74225630.0,74004436.0,0.0,0.0,221194.0,0.0,5684915.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,85001003.0,81253842.0,0.0,0.0,3747161.0,0.0,11955942.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,78855616.0,78681275.0,0.0,0.0,174341.0,0.0,8041606.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,70736867.0,70176685.0,0.0,0.0,560182.0,0.0,-780339.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,85007021.0,84380843.0,0.0,0.0,626178.0,0.0,846108.0
