Symbol,Year,Quarter,Quarters,FillingDate,Date,MarketCap,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
A,2018,Q2,2018Q2,2018-05-31,2018-04-30,21168280000.0,20272280000.0,14.326086956521738,0.2407786885245901,0.0288589470265626,17.55247097844113,25.814975609756093,4.588831562974203,0.2341463414634146,0.9461279461279462,0.0022675437021808,2.758241758241758,83.01286274509803,0.5339966832504146,1.6363636363636365,Diagnostics & Research,Healthcare,0.0233378870673952,0.0444396271406893,3.3150183150183152,0.1782752902155887,0.1699834162520729,0.9033167136353782,0.1372950819672131,0.0780925368492174,0.0852072248104578,0.0601279537493911,0.1152047753052183,0.0843056037765812,-0.0190822655234699,0.43422784234621,-0.0192839055596681,1.640625,-0.0041288191577208,-0.100418410041841,-0.0430906389301634
AA,2018,Q2,2018Q2,2018-08-02,2018-06-30,8738374993.92,9578374993.92,26.95296553007556,0.1167816926988739,0.0550245024958519,2.441568872288349,29.127916646400003,1.7393262328662422,0.0,1.577937649880096,0.0,0.7580484566876867,-16.644523797942856,0.2645990500139704,-0.5125,Aluminum,Basic Materials,0.0045405012713403,0.0149283439490445,1.4208430136077,0.1905560212349818,0.0209555741827326,1.8730095541401277,0.2166727206683618,0.012168415907788,0.0198092093758587,-0.0042334809467223,-0.0130150241582579,0.0266897878012484,0.0481611992285093,-0.0275881151376557,0.0885460668077877,-0.5,0.158252427184466,0.55,0.3356840620592383
AACG,2018,Q2,2018Q2,2018-06-30,2018-06-30,158945728.8079893,-113256196.1920107,10.164328304883544,0.0115744522710882,-0.0994955754271392,2062.1948311794763,-1.9629451307079864,0.6948149309410994,-1.3662486085515289,0.0,0.5353754549040697,0.3885409613487898,0.0,-25.07517255695677,-0.8,Education & Training Services,Consumer Defensive,-0.0156203190383104,-0.0884913847146731,1.1534541600852593,-275.09939540194097,-262.64040687114016,4.662310615878035,5.947416554975967e-05,-0.0653137075824389,-0.3781509180791397,0.002521537491235,-0.054566586029003,-1.006450029862338,-204.7887303645724,-211.91084746812228,3.793387975421165,-0.8262917888433412,-0.6472478134911372,-0.3801876739997435,-3.391747751514518
AADI,2018,Q2,2018Q2,2018-08-14,2018-06-30,113464818.0,44681608.0,26.282806869702995,0.0,-0.1260051682438808,85.09863477465869,-4.735600520935674,2.368468493818197,0.0,0.0,0.0,3.1796789811301007,8.65320801433324,0.0,0.202039952513529,Biotechnology,Healthcare,-0.0861391638235906,-0.1250352771178335,3.2093712110747887,-4.527342381835595,-4.492494373123593,0.4515496966501851,0.0191740170758853,0.546859306673031,-0.6197751630019073,0.417825276006959,0.5432289891895712,-0.8237033923557062,-4.527342381835595,-4.492494373123593,0.1255349751906744,0.1933250035148996,1.1502256688051344,0.1926254920654282,0.0
AAIC,2018,Q2,2018Q2,2018-08-03,2018-06-30,290845100.0,284591100.0,10.863771712158808,0.0173919747572852,0.0,45.83124803025528,-20.152792405764966,0.949025833123958,-4.359756097560975,0.0,0.0540837717396648,0.0,17.702075471698112,0.0,0.935,REIT—Mortgage,Real Estate,-0.0008480679657839,-0.0117728825615808,0.0,0.0,-0.5685471162937283,12.882003608871427,0.0014916406072241,0.0,0.0,0.0117923893442286,0.1649735634188896,0.0,0.0,1.2585105635507303,-0.1005954099527279,0.9360090807512904,-0.7943616331821127,0.0,0.0
AAL,2018,Q2,2018Q2,2018-07-26,2018-06-30,17595712680.0,41378712680.0,-1.8747316803765857,0.4575272699631333,0.0324984704413987,1.5112696624581294,7.771957897526502,-20.24823093210587,0.0812720848056537,5.750328515111695,0.002614273194645,0.396844441778151,123.9134695774648,0.24830370179507,2.0769230769230766,Airlines,Industrials,0.0107559575842803,-0.6513233601841196,0.5504829323894654,0.0882933951730653,0.0486129004552091,-27.705408515535098,0.2212572688229257,0.0201192135952138,-0.020606169698801,0.0072649665932893,-0.4686121617558289,-0.0182494288523031,0.0468550719349151,0.0307300045798125,-3.4038368063013067,2.043010752688172,0.1194115950389385,1.3851508120649652,0.2888987962550156
AAMC,2018,Q2,2018Q2,2018-08-09,2018-06-30,112463644.5,83197644.5,-124.06117160821692,0.0,0.0099812592834827,28.719010342185904,-26.35043216963449,-0.5622226446504094,0.0,0.0,0.0,13.218447870394565,-1041.3300416666666,-0.1552604698672114,0.7490909090909091,Asset Management,Financial Services,-0.0199655701508177,0.0053340932041552,13.576691925790437,-0.4897854954034729,-0.2724719101123595,0.0,0.0732757007597021,0.0022418676996423,-0.973816065896676,0.0625811981545523,-0.0164591011667685,-1.025128324493977,-0.129222810309692,0.8045271027208092,0.0,0.7554995417048579,-0.033563672260612,-0.3127994524298426,-2.753086419753086
AAME,2018,Q2,2018Q2,2018-08-14,2018-06-30,54772200.0,81023200.0,5.011682934043183,0.3553575378392896,0.0,1.1077847218008616,4.299230769230769,0.538741184455133,0.0,0.0,0.0,1.2573000484730974,199.8985401459854,1.0,1.588072,Insurance—Life,Financial Services,0.0335471503354715,0.0313277661384716,0.0362918080465341,0.0,0.0644176121999069,2.360529965475523,0.5207760609220463,0.0,-0.0823270523672388,0.0963612835154369,0.0807163076822568,-0.0080254188442221,0.0,0.1883445978930495,0.1576476564825619,1.6339570063694266,0.2196102614701529,0.0,0.2196102614701529
AAN,2018,Q2,2018Q2,2018-07-26,2018-06-30,3026075250.0,3204693250.0,25.0529542680738,0.1042177208423223,0.0205345345347739,3.26135247920212,19.64932891353472,1.7343264005942187,0.0,0.0450349384752265,0.0,1.2506878554948242,55.34862272053847,0.9447933360564482,-0.2602739726027396,Rental & Leasing Services,Industrials,0.0147009297619274,0.0220659749784074,6.266554800182606,0.057968937090657,0.0414944512043316,0.5009917968286572,0.3542866415930048,-0.0057725632088468,-0.230844155172829,-0.0045141592649937,-0.0076836195989508,0.1088176684247548,-0.0164731764629436,-0.0132243459582421,-0.047249511638754,-0.2630823412318646,-0.0282255403960373,-0.2432679591434761,-0.0271792988113773
AAOI,2018,Q2,2018Q2,2018-08-08,2018-06-30,879598363.6,864437363.6,17.489950569071294,0.1292428696072036,0.0172305452543879,10.015694969369862,27.3711215957182,2.567188501916056,0.0,0.5785309159527817,0.0,1.741273272435674,-1013.362170046083,0.3855867550272141,2.6363636363636367,Semiconductors,Technology,0.0170138330043794,0.0234479658874999,3.2157869046788927,0.1018309762929562,0.0914804946368791,0.3781706850810347,0.1859831767625856,0.0072099733277838,-0.2041596710648059,0.012556464996087,0.0172725011255175,-0.2458286351942802,0.0685686638724715,0.058984594944977,-0.0072802694943438,2.789622641509434,0.3461579729916154,3.1211981566820275,0.310690509366775
AAON,2018,Q2,2018Q2,2018-08-02,2018-06-30,1741762746.5,1725908746.5,4.551727992765403,0.0,0.0487661830671838,15.893736052304996,37.24580332093063,7.304918055922529,0.0,1.1637078348730612,0.0,1.1544793715904176,216.9609798829098,0.2517155162974048,1.7500000000000002,Building Products & Equipment,Industrials,0.0365034611313543,0.0490318197259653,2.157925578669792,0.1323411322407562,0.1066813884731904,0.3432101561418739,0.3421727224756534,0.0311977266113143,-0.3252560190400368,0.0226247532195135,0.0312530032275575,-0.5420499851087457,0.0800813877866677,0.0636866972073702,0.0621963462583544,1.7443661971830986,0.1060333864879594,1.8008883738895327,0.7923976608187134
AAP,2018,Q2,2018Q2,2018-08-14,2018-07-14,10318684360.0,10461512360.0,49.395697734085935,0.1182808416357725,0.0266576050869144,4.434992581615128,21.89204563970264,2.8208934460267217,0.0379171051291625,0.3161466682180397,0.0004330009373404,0.4353261629301401,39.285777116162905,0.4347702191818974,-0.1358695652173913,Specialty Retail,Consumer Cyclical,0.0133365687456454,0.0322136803984965,1.63353572060829,0.0720094797159179,0.0506461645316961,1.4154399090856653,0.2633283066736264,-0.0059550037749442,0.0734092969658783,-0.0025343245720546,-0.006337661850929,0.0193714587785183,0.0030284480120839,0.0030698835314484,-0.0136194688405353,-0.1381658341073818,-0.1904053380693759,-0.1548620113901766,-0.2049267301954595
AAPL,2018,Q2,2018Q2,2018-05-02,2018-03-31,843073863060.0,919854863060.0,6.312492823207414,0.331535610690554,0.0546311798630243,13.78991221453457,15.248767599840832,6.644760029792399,0.2307914918246274,4.9223440354998695,0.0037837728576018,1.235423197492163,76.02794328253223,0.3831067929404452,-0.2989690721649484,Consumer Electronics,Technology,0.0376106796697705,0.1089392960166459,1.456034482758621,0.2599735021345503,0.2260824050902072,1.8964989990384464,0.1663582783222948,-0.0196410129161153,0.1295054858121962,-0.0117140399671956,-0.0341787005453837,0.2140232207971049,-0.0376038822560582,-0.0011723036636011,-0.005048087602685,-0.3111387989035634,-0.3075668512792633,-0.3950673669787622,-0.3093300306676103
AAT,2018,Q2,2018Q2,2018-08-03,2018-06-30,1797311502.21,3036812502.21,17.337165589651466,0.5904864503851713,0.0078900312282714,21.139121204968067,146.2655844897461,2.208550169403426,5.66015625,0.0,0.0096744498539176,1.2080697837860184,63.89305020298614,0.6529174458675888,8.0,REIT—Diversified,Real Estate,0.0014052807816874,0.0037748971795177,1.402062921162512,0.2028745163073521,0.0361313997388941,1.6815065673626224,0.0388936158533238,0.0023711317602205,-0.0207671581568824,0.0016099279437779,0.0043252957020682,-0.016254764217829,0.0428388427206702,0.0417425576440619,-0.0003472915020743,7.781456953642384,0.0531511668235643,0.335061919504644,0.0723834176872851
AAU,2018,Q2,2018Q2,2018-06-30,2018-06-30,99482384.47244398,87206649.47244398,0.6936696345122966,0.0,-0.0161761013200465,0.0,-21.17178024960394,1.369907449773419,0.0,0.0,0.0,9.574658477097332,-11.1319436572934,0.0,-0.3023255813953488,Gold,Basic Materials,-0.0155892445950293,-0.0161761013200465,9.69567352997333,0.0,0.0,0.0376449751262689,0.0,-0.0024226494556552,-4.599713946610732,-0.0023167980823856,-0.0024226494556552,-4.6132220480707655,0.0,0.0,0.0014040792756477,-0.3312311597651912,0.2231094554728413,-0.3312311597651912,-0.0074268239405854
AB,2018,Q2,2018Q2,2018-07-26,2018-06-30,2808406400.0,2808406400.0,15.597613044892649,0.0,0.0,42.94987459472687,12.01056503070633,1.8304082757937463,1.2361735976871888,0.0,0.0257309625843325,0.0,38.59715785712322,0.0,-0.0166666666666666,Asset Management,Financial Services,0.0380843488486483,0.0380999618068364,0.0,0.0,0.8940019575457271,0.0004099573357596,0.0425998495050279,0.0,0.0,0.0008222184747584,0.0008348231646304,0.0,0.0,0.0087390880519829,0.0003292247451661,0.0051066024759284,-0.0047185606867788,0.0,0.0
ABB,2018,Q2,2018Q2,2018-06-30,2018-06-30,46370100000.0,53534100000.0,6.397183098591549,0.686242835962913,0.0214420831934896,5.216571042861964,17.022797356828193,3.4030603258476444,2.5212922173274595,1.0380856083586114,0.0370281711706466,0.7923136445705442,57.03579335793358,0.3070086623917201,0.1851851851851851,Electrical Equipment & Parts,Industrials,0.0150693722201323,0.0499779832672831,1.1525922104720143,0.1082236472044099,0.0766115423557205,2.275943050051372,0.1966984576574982,-8.520425100989881e-05,-0.0219543711222082,0.0019407716096064,0.0072754823340991,0.0008783967202077,0.004479587855853,0.0103080764927322,0.0642969134332309,0.1905594405594405,0.0303697693288512,0.0748603351955307,0.0077548005908419
ABBV,2018,Q2,2018Q2,2018-08-07,2018-06-30,140283950676.2,173845950676.2,-2.229005873392831,0.6020181372787593,0.080695733113031,16.946599501836193,17.685823332854262,-41.56561501517037,0.7720625315179022,1.2240506329113925,0.0109135791558495,0.5536460752438458,50.97527277478199,0.7663686880889103,-0.2758620689655172,Drug Manufacturers—General,Healthcare,0.0321701464934053,-0.5875555555555556,0.8038202508128193,0.3336554723363131,0.2395506160908432,-10.995259259259258,0.1342937330672766,0.0099692533986876,-0.3441731298212263,-0.0079642597827331,-1.3708372893016856,-0.3946789870814239,-0.0322381500483604,-0.1112182268635304,-29.51172421844868,-0.2874595759971254,0.0433577010335266,-0.0485704443678952,0.0561012152488763
ABC,2018,Q2,2018Q2,2018-05-02,2018-03-31,18897232000.0,21336268000.0,14.541742700729928,0.1179921507942601,0.0487092531795398,0.4605277914643073,16.434948078829727,5.928450377248984,0.2921431180532605,3.091372351744681,0.0044439312593505,0.4754104411682839,-103.40878720388744,0.0306011440601076,-0.6692307692307692,Medical Distribution,Healthcare,0.0074866394004416,0.0901805461875107,0.9395896421223244,0.0117322626597772,0.007005312539708,10.99030164232718,1.0687088346173477,-0.0917349664625258,-0.016937603959572,-0.0162157040940941,-0.2096380013439216,-0.0064147226020534,0.0013786432608161,-0.0142927136812007,-0.6590191980593545,-0.6664686437246259,0.0140246464641272,0.1490477906690884,0.1285496273767539
ABCB,2018,Q2,2018Q2,2018-08-09,2018-06-30,2103698320.35,3608004320.35,34.79141989704256,0.1489990301765832,0.0,19.79746398349348,56.02690743448386,1.533424049891537,0.4082241397677639,0.0,0.0018215539571103,1.8375124368389983,-19.86588904433637,1.0,-0.6571428571428571,Banks—Regional,Financial Services,0.000838821746313,0.0068423553972021,12.962801815743608,0.0,0.0883390896001355,7.157103016555191,0.0094954764658537,0.0,-0.1885917298276684,-0.0024841960224837,-0.0238385630509372,-1.2133648509230586,0.0,-0.1931339455787149,-1.075745130160823,-0.6478994748687171,0.1218907048439545,0.0,0.1218907048439545
ABCM,2018,Q2,2018Q2,2018-06-30,2018-06-30,2773424258.142933,2683224258.142933,1.7223310479921643,0.0,0.0442138185953938,47.57159962509319,44.588814439597,7.885767012064068,0.3553054662379421,0.5929054054054054,0.0019921221875009,2.585714285714286,428.3280707556653,0.6989708404802745,0.0,Biotechnology,Healthcare,0.0374879459980713,0.0442138185953938,3.263265306122449,0.29631217838765,0.2667238421955403,0.1794142735285755,0.140549662487946,0.0442138185953938,2.585714285714286,-0.0022666238600393,-0.0020246589544129,-0.5661244821714493,0.0,0.0,0.0163158495024083,0.0,0.0,0.0,0.0
ABEO,2018,Q2,2018Q2,2018-08-09,2018-06-30,756856400.0,706866400.0,85.04334507840589,0.0,-0.074660999042967,924.1225885225886,-16.1721452991453,4.703483848515356,0.0,0.0,0.0,20.731281341864083,-60.82587800369686,0.0,-0.3753867286483013,Biotechnology,Healthcare,-0.0701872259248816,-0.0727096461463887,21.06622860107211,-14.669108669108669,-14.285714285714286,0.035938451595262,0.0049131058147417,-0.0237387122682224,0.2697071243245723,-0.0220070069704658,-0.0226916200351233,0.2805143153578235,-11.352711440471255,-11.02820851204223,-0.0022059818824771,-0.3824884792626728,-0.684757505773672,-0.3943825441039926,0.0
ABEV,2018,Q2,2018Q2,2018-06-30,2018-06-30,276042086044.8,270280337044.8,3.383081019285744,0.0534330570256783,0.0594634712725679,23.98375314096257,29.782475,5.282015091608037,0.0201113263178246,0.8893132401512827,0.0001688184605025,0.6999977663918597,121.58607137547057,0.6188178594375364,-0.0625,Beverages—Brewers,Consumer Defensive,0.025485233634219,0.0443382819225739,0.9654274016487684,0.3171482452173392,0.2013243790262777,0.717207710344319,0.1265879162646892,0.0025168170863278,0.0357673470806443,-0.0050560897585484,-0.0071931621239705,0.0218710634341439,-0.0059700741201234,-0.0148194924936652,0.0492817608370077,-0.0790194764467825,-0.0112260774475119,-0.0294950930136595,-0.0079614500845535
ABG,2018,Q2,2018Q2,2018-07-25,2018-06-30,1391565000.0,3130365000.0,22.192118226600986,0.6907453687175216,0.0269570837131463,0.8073595961940125,8.053038194444444,3.0889345172031075,0.0,1.4945213975604714,0.0,0.2220701454234388,-89.20288461538462,0.1611742863773497,0.0932642487046631,Auto & Truck Dealerships,Consumer Cyclical,0.0171367368796858,0.0958934517203107,1.18562874251497,0.0461824089115804,0.0250638199118124,4.595782463928968,0.6837240668015392,0.0006752097825497,-0.0197789146074393,0.0006306036780722,0.0013848493163512,-0.0191664622802347,0.0006939674499845,0.0001446053952825,-0.1298833385692646,0.0773067331670823,0.0710912254536415,0.087431693989071,0.0467219291635267
ABIO,2018,Q2,2018Q2,2018-08-09,2018-06-30,7741528.271999999,-1893471.728000001,11.632326439432529,0.0,-0.2396088019559902,0.0,-0.914641809073724,0.8603609993331851,0.0,0.0,0.0,9.089622641509434,-3.434573323868677,0.0,0.2500000694450038,Biotechnology,Healthcare,-0.210191715506109,-0.2351633696376972,9.443396226415096,0.0,0.0,0.1188041787063792,0.0,0.0112506154494738,2.052973426849748,0.0035242682286422,0.0120774481658127,2.039673131592523,0.0,0.0,-0.0380621140383285,0.225759238931577,95.07871962452082,0.2225027046520014,0.0
ABM,2018,Q2,2018Q2,2018-06-07,2018-04-30,2054580000.0,3092180000.0,21.766666666666666,0.2952878743433158,0.013917092773966,1.299709008097166,19.30996240601504,1.430168453292496,0.4323308270676692,0.0,0.0055972510196731,1.5271229764271514,23.32099886492622,0.1107034412955465,-0.0476190476190475,Specialty Business Services,Industrials,0.0070935224939331,0.0185159404148684,1.7263561488213577,0.0286563765182186,0.016826923076923,1.610260336906585,0.4215579082108856,-0.0500269084263116,-0.0289090418690176,-0.0002280471663249,-0.0011071272776564,-0.014781644203228,0.0069979996372767,-0.0006760675419776,-0.0699118943350327,-0.0431654676258992,-0.0047220298432286,0.3168604651162791,0.10062893081761
ABR,2018,Q2,2018Q2,2018-08-03,2018-06-30,685074284.51,3645542284.51,11.722947060761804,0.729591467823572,0.0,10.025379525711944,8.98811708882183,0.889708018464959,0.9265809498819207,0.0,0.0257723876070293,0.4052941176470588,-313.678701698718,0.0,-0.4047619047619047,REIT—Mortgage,Real Estate,0.0045322430262206,0.0247467853854355,0.3701314878892733,0.0,0.2788509380396289,4.234821084183226,0.0162532823381664,0.0,0.0308508477386726,-0.0029574175769428,-0.014543396896829,0.0087925167828604,0.0,-0.114455966578859,0.2313590365653777,-0.3213306264914343,-0.0427668903301721,0.0,0.0
ABST,2018,Q2,2018Q2,2017-12-31,2017-12-31,220364846.2,187297366.2,-1.4156339436140064,0.0,0.0062192054430693,9.493443813175237,-157.75412645824147,-3.892249140292148,-7.17881175870936,0.0,0.011376583167556,0.5700068146527904,77.42023238909381,0.842638385247075,-1.4166666666666663,Software—Application,Technology,-0.0037849908598012,0.0061682208061328,0.5952613484401739,0.0521143535895745,-0.0150446838163821,0.0,0.2515832772557016,0.0046583090033252,-0.004516967632018,-0.0022482457189329,0.0035144066923445,-0.0105676980182477,0.0624062568198555,-0.0087650531230386,0.0,-1.418150217772146,0.0093326329731377,6.110883434027631,0.0064146382262486
