Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-10-31,2022-10-31,148847102.0,83858555.0,26292058.0,0.0,0.0,0.0,-12511249.0
2022Q2,2022,Q2,2022-04-30,2022-04-30,158404004.0,93483524.0,2246494.0,0.0,0.0,0.0,-3023352.0
2021Q4,2021,Q4,2021-10-31,2021-10-31,176972837.0,110482561.0,5562633.0,1625050.0,1625050.0,0.0,13975685.0
2021Q2,2021,Q2,2021-04-30,2021-04-30,177423335.0,112656128.0,2368959.0,0.0,0.0,0.0,16004479.0
2020Q4,2020,Q4,2020-10-31,2020-10-31,201113236.0,134501466.0,4184796.0,1452110.0,1452110.0,0.0,14334871.0
2020Q2,2020,Q2,2020-04-30,2020-04-30,193975134.0,127818162.0,0.0,0.0,66156972.0,0.0,7619443.0
2019Q4,2019,Q4,2019-10-31,2019-10-31,200353114.0,134204557.0,0.0,0.0,66148557.0,0.0,14005838.0
2019Q2,2019,Q2,2019-04-30,2019-04-30,195450775.0,130355101.0,0.0,0.0,65095674.0,0.0,10124346.0
2018Q4,2018,Q4,2018-10-31,2018-10-31,192373805.0,124549936.0,0.0,0.0,67823869.0,0.0,4319181.0
2018Q2,2018,Q2,2018-04-30,2018-04-30,193014946.0,127961351.0,0.0,0.0,65053595.0,0.0,1281134.0
