Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,343774708.0,270212941.0,1273960.0,740052.0,73561767.0,0.0,39031634.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,364517209.0,290287535.0,873115.0,604701.0,74229674.0,0.0,46637430.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,380382069.0,378629530.0,791865.0,623291.0,1752539.0,0.0,68047257.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,375585958.0,373980208.0,0.0,0.0,1605750.0,0.0,53387163.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,328879779.0,327592772.0,0.0,0.0,1287007.0,0.0,35247761.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,315306168.0,314596222.0,0.0,0.0,709946.0,0.0,7749628.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,388744975.0,374625340.0,0.0,0.0,14119635.0,0.0,54326665.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,372870295.0,372079448.0,0.0,0.0,790847.0,0.0,63331763.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,350719946.0,348448980.0,0.0,0.0,2270966.0,0.0,27066374.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,369584601.0,368721586.0,0.0,0.0,863015.0,0.0,-80367.0
