Year,Date,FillingDate,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Price,MarketCap,AvgVolume,Symbol,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
2008,2008-12-31,2009-05-19,783379938.52,-0.6521911963674574,0.9709879282245656,0.2523147762705929,1.813330237881776,3.053962625261092,-10.242395231959488,1.7551987652146197,15.04457527333894,0.5747283056761583,0.7001679296671042,2.141224267439877,0.9109039109039108,-0.5798969072164949,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.2471811098071253,-3.353805035870024,1.243046441725583,0.8151535074611997,0.5937630745323053,-13.174567449711631,0.4162958600984486,0.06406362950861572,0.49320822020093735,0.015907304186932508,5.055221425670371,0.3686452182033273,0.264479069723107,0.4111213160731404,18.64165721611532,-0.4368259187346759,0.0621445631718624,-0.298806351273768,0.1027205634074574
2009,2009-12-31,2010-02-23,837926742.12,1.783488407490457,0.6946386649785916,0.3163784057792086,2.9009437208850226,2.886843250831268,4.911722421748835,0.197726860528384,16.228915662650603,0.0684924131129906,1.1933761498680415,5.979073701793048,0.877252348031056,1.6625766871165646,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.2630884139940578,1.7014163898003476,1.6116916599289104,1.0796325771843067,1.0048843906054457,5.467089766403687,0.2618096334798735,0.06406362950861572,0.49320822020093735,0.015907304186932508,5.055221425670371,0.3686452182033273,0.264479069723107,0.4111213160731404,18.64165721611532,0.3875397404601924,-0.18013468013468015,0.08587315165587193,-0.21042300037182038
2010,2010-12-31,2011-03-04,955171128.76,3.856733061017276,0.6143049423123724,0.1472069128792394,3.5717878535218444,5.114979240289292,2.2972811080845275,0.3449250777495052,16.75229357798165,0.0674343064841055,1.91948360794972,-7.55129362416017,0.8488218061393453,-0.6013824884792627,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.1361445394178094,0.4491281391700426,1.9681029764264009,0.7764743344796842,0.6982995796713795,2.2989067434554116,0.19496580462196353,-0.16917149289996922,0.7261074580816784,-0.1269438745762484,-1.252288250630305,0.35641131649749047,-0.30315824270462255,-0.3065848109340662,-3.1681830229482753,-0.3371198839247929,-0.04608580489168074,-0.3139426269174066,-0.07700085179465516
2011,2011-12-31,2012-02-29,872253927.0699999,4.777241923275717,0.5520426413274804,0.1062537582099985,2.4633760808842684,4.63685924031025,1.2538615578196852,0.4656206120311141,10.574067093856012,0.1004172410461094,0.6520813577690476,-7.736778115842321,0.8339155042981978,-0.2543352601156069,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.10228766253529412,0.27041182249383744,0.7346002748050239,0.6449428091031805,0.531259620621877,1.6436406482603168,0.19253799567066504,-0.040953154669240904,-1.2674022501806723,-0.03385687688251529,-0.17871631667620513,-1.233502701621377,-0.1315315253765037,-0.16703995904950242,-0.6552660951950948,-0.1816100759710708,0.07571010062412431,-0.10651071996850445,0.05681937545955193
2012,2012-12-31,2013-02-28,766517042.4,5.642833731943535,0.5688958006457133,0.089784506315066,1.3759063810391976,2.638098651685393,0.5954455083408475,0.3897523928422804,10.039152542372882,0.1477398855396407,2.95464594782389,-7.97904475770925,0.6786094109476061,-0.0155038759689922,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.08881792325732249,0.22571009918845808,3.6179858084349275,0.6074521422060164,0.5215522854538351,1.5412674706943192,0.17029533899949548,-0.016469251894932493,2.302564590054842,-0.013469739277971626,-0.04470172330537936,2.8833855336299035,-0.03749066689716407,-0.009707335168041897,-0.10237317756599751,0.07116589029799185,0.09110284888815214,0.027676801057501654,-0.11210109687267047
2013,2013-12-31,2014-03-05,1249572301.6,7.46287868348304,0.4570110482136563,0.0756030348101683,4.31632382859989,9.680246725200282,1.3935641246610968,0.2130991988661614,5.782222222222222,0.0220138189568461,2.635819489040905,-44.04089079781421,0.609813572120972,-0.1732283464566928,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.07485686233609298,0.14395956675704089,3.022214854111406,0.4972445520321763,0.44588985705946305,0.9231311901731866,0.16788195818078502,-0.014181471504897708,-0.318826458782985,-0.013961060921229507,-0.0817505324314172,-0.5957709543235215,-0.11020759017384008,-0.0756624283943721,-0.6181362805211327,-0.13382230545151894,0.013158180318617875,-0.17065501871354433,-0.08955343221524807
2014,2014-12-31,2015-03-10,688534652.7,8.389747404848851,0.397155106573551,0.0039831514236739,2.1173936214258826,127.85174478840126,0.4660450203471224,10.154780564263325,8.317031738936075,0.0794262180861889,3.901838568145414,-3.181086232548163,0.3963035549729386,-0.9708571428571428,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.0021584516661606033,0.0036451987504624345,4.731945121526569,0.17337469336898256,0.016561319713940842,0.6888025836346002,0.1303308977450439,-0.07161988338649439,1.2660190791045092,-0.07269841066993238,-0.14031436800657845,1.7097302674151629,-0.32386985866319373,-0.42932853734552223,-0.23432860653858634,-0.9693479226971906,-0.17473663915681686,-0.7122547013333907,-0.4636806744829403
2015,2015-12-31,2016-03-04,583741505.16,7.59641548988067,0.4939299695868531,-0.0332958513393852,0.5311035066801764,-1.410364282496246,0.10662923862959,-0.3658226263974637,19.45132572092123,0.2593816582975168,1.3224372434405918,-0.6898509999081812,0.2105924581948993,-26.163398692810457,Marine Shipping,Industrials,3.3,374160600,689240,SB,-0.036608785222707774,-0.07560404070986808,2.2999262243913514,-0.25146681118782255,-0.37657186393019,1.0651884581784006,0.09721593334305617,-0.0372790027630591,-2.579401324704822,-0.03876723688886838,-0.07924923946033051,-2.4320188971352175,-0.42484150455680514,-0.39313318364413086,0.37638587454380035,-19.786833855799372,-0.17377055563487223,-2.198382991465788,-0.5609484509071855
2016,2016-12-31,2017-03-07,597545372.65,6.844440609219762,0.4958095953748361,-0.0389424934094905,0.8855206487082316,-1.736864750920201,0.1680195746677821,-0.2510274094986242,17.297448782373404,0.1445290483128455,4.315572564027082,-2.165171458959795,0.1847010166526983,-0.2337662337662336,Marine Shipping,Industrials,3.3,374160600,689240,SB,-0.04768124128330237,-0.0967372816903356,4.668320787249254,-0.2861476514958277,-0.5098385744998725,1.0288331236085568,0.09352223167906706,-0.005646642070105297,2.9931353205864903,-0.011072456060594593,-0.021133240980467524,2.3683945628579024,-0.03468084030800517,-0.13326671056968248,-0.036355334569843745,-0.1673202069080594,-0.13780563475419622,0.0188968015992004,-0.24380874235416977
2017,2017-12-31,2018-02-16,853274162.04,4.521301860059947,0.5481650511981003,-0.0799868181711461,2.243225532587549,-3.318833073878628,0.7276665221278499,-0.1230910690013592,21.29950319375444,0.0370886592550152,1.933528280941164,-33.740008335704125,0.3918004215304799,-0.0421052631578947,Marine Shipping,Industrials,3.3,374160600,689240,SB,-0.09666340449252582,-0.219253727418549,2.1413370156770366,-0.46815553393860787,-0.6759079118028535,1.2682185525081735,0.14301268383542798,-0.0410443247616556,-2.3820442830859183,-0.04898216320922345,-0.12251644572821341,-2.526983771572217,-0.18200788244278016,-0.166069337302981,0.23938542889961667,-0.7877997355537291,0.3485406114491856,-1.2062971570468943,1.860616522811344
2018,2018-12-31,2019-02-19,703669723.4200001,4.5847845139763175,0.5340025404223568,-0.0010069223037491,0.9361498383465068,-348.4696019653179,0.3882407111116835,-21.940269749518304,22.80526697269872,0.0629617895672344,1.7212394242390947,4.576656209226409,0.5114109870542624,0.9948484848484848,Marine Shipping,Industrials,3.3,374160600,689240,SB,-0.0004822528175551176,-0.0011141307847859967,1.8544116031205362,0.2892836622824045,-0.0026864605494044754,1.2737734901273845,0.17951233926067578,0.078979895867397,-0.21228885670206932,0.0961811516749707,0.218139596633763,-0.2869254125565004,0.7574391962210123,0.673221451253449,0.005554937619210998,0.994812904773327,0.3050624189364462,1.8064269429453697,0.7034776461663133
2019,2019-12-31,2019-12-31,694977730.4,4.649022967811046,0.5392300494418393,0.040358754464441,0.8741194188945243,10.778571542586358,0.3656682300282183,0.7167352537722909,14.311279007015653,0.0664963117738241,1.411008941740413,9.077228019323671,0.3295240214197946,8.84313725490196,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.014388463391417701,0.033925481552305486,1.5669823930678466,0.22274867137605495,0.08109789088849673,1.3214417166234436,0.17742093208318718,0.041365676768190106,-0.3102304824986817,0.014870716208972819,0.035039612337091484,-0.2874292100526896,-0.06653499090634954,0.08378435143790121,0.04766822649605906,31.90173410404624,0.023655346263542296,-0.21178449371052302,-0.340414979757085
2020,2020-12-31,2020-12-31,651032327.2,4.166396083710272,0.549612030798758,0.1397264199164768,0.6732169642406565,3.255565980916124,0.3120202625676241,0.2805720282109476,13.786723163841808,0.0861822582787875,1.0247529007305545,10.31575372718837,0.1626025696666296,9.0,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.03706216099613885,0.09584209455334736,1.2866733514778208,-0.22988726168007348,0.20678953158590618,1.5457528645973426,0.17922648555709011,0.09936766545203579,-0.38625604100985855,0.022673697604721148,0.06191661300104187,-0.2803090415900258,-0.4526359330561284,0.12569164069740946,0.22431114797389906,1.5549943883277217,0.0020074736677100137,-2.0341195432566797,-0.5055626313931898
2021,2021-12-31,2021-12-31,705359654.5799999,5.973107438882537,0.3451028949484611,0.1528465855481974,1.3029491281368624,1.7353966563174237,0.6311622616159237,0.0453288751978432,15.50514272506645,0.026120181246651,1.249616650881703,3.970646055200519,0.5922390291492291,4.425,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.22574658235251116,0.36369913432660034,1.399404681369233,0.3536931170619182,0.7508076746567952,0.6110947529591897,0.3006716499744133,0.01312016563172061,0.22486375015114857,0.1886844213563723,0.267857039773253,0.1127313298914121,0.5835803787419916,0.544018143070889,-0.9346581116381529,5.028723430216951,0.6604477235337458,3.554682355007244,5.047763880698923
2022,2022-12-31,2022-12-31,716277705.37,6.39779165308473,0.3325756590722664,0.1438032102523701,1.0039566318290738,2.0347352444452174,0.4548444459889418,0.1948723298213892,8.064307567973215,0.0957728187750157,1.3199732798931196,10.111211420631264,0.6005410073259025,-0.3732718894009216,Marine Shipping,Industrials,3.3,374160600,689240,SB,0.1384954708094754,0.2235398670321641,1.726962120963238,0.3790253861682842,0.4934089752314722,0.6140590426937647,0.2806910246099663,-0.0090433752958273,0.0703566290114166,-0.08725111154303575,-0.14015926729443623,0.3275574395940051,0.02533226910636599,-0.257398699425323,0.0029642897345749653,-0.3015110974380563,0.06287249529679574,0.1389977314910291,0.07777179072691351
