Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q2,2023,Q2,2022-12-31,2022-12-31,23100805.0,21264280.0,20328421.0,1678550.0,1836525.0,495642.0,-70403664.0
2022Q4,2022,Q4,2022-06-30,2022-06-30,24855824.0,23177401.0,23672152.0,1502976.0,1678423.0,326578.0,-68425281.0
2022Q2,2022,Q2,2021-12-31,2021-12-31,25377282.0,24177656.0,23916474.0,1006833.0,1199626.0,121972.0,-67527129.0
2021Q4,2021,Q4,2021-06-30,2021-06-30,27053106.0,25895057.0,25752778.0,1121853.0,1158049.0,292532.0,-65932888.0
2021Q2,2021,Q2,2020-12-31,2020-12-31,29063697.0,28540646.0,27285621.0,490420.0,523051.0,582704.0,-63287195.0
2020Q4,2020,Q4,2020-06-30,2020-06-30,6202163.0,5643913.0,4409041.0,516411.0,558250.0,797690.0,-57916423.0
2020Q2,2020,Q2,2019-12-31,2019-12-31,8371696.0,6850009.0,6463718.0,1462616.0,1521687.0,595698.0,-56265331.0
2019Q4,2019,Q4,2019-06-30,2019-06-30,8561647.0,7351136.0,6682444.0,1195531.0,1210511.0,544341.0,-56860523.0
2019Q2,2019,Q2,2018-12-31,2018-12-31,7697075.0,7175841.0,5603655.0,521234.0,521234.0,530495.0,-54022929.0
2018Q4,2018,Q4,2018-06-30,2018-06-30,9242688.0,8439350.0,7050437.0,803338.0,803338.0,497902.0,-52539415.0
2018Q2,2018,Q2,2017-12-31,2017-12-31,6157991.0,4984171.0,6139363.0,1173820.0,1173820.0,2261528.0,-51420430.0
2017Q4,2017,Q4,2017-06-30,2017-06-30,8286491.0,6574926.0,8267654.0,1711565.0,1711565.0,2199785.0,-49528486.0
2016Q4,2016,Q4,2016-06-30,2016-06-30,9627484.0,5740563.0,8809420.0,3886921.0,3886921.0,2056067.0,0.0
2015Q4,2015,Q4,2015-06-30,2015-06-30,4548649.0,3340839.0,4529134.0,1207810.0,1207810.0,1146267.0,0.0
2014Q4,2014,Q4,2014-06-30,2014-06-30,7632245.0,6786945.0,7612179.0,845300.0,845300.0,565957.0,0.0
2013Q4,2013,Q4,2013-06-30,2013-06-30,2526632.0,144986.0,1837890.0,1235482.0,2381646.0,291694.0,0.0
2012Q4,2012,Q4,2012-06-30,2012-06-30,3638286.0,2049981.0,2219211.0,1028731.0,1588305.0,214400.0,0.0
2011Q4,2011,Q4,2011-06-30,2011-06-30,2660215.0,1732379.0,1171435.0,927836.0,927836.0,290900.0,0.0
2010Q4,2010,Q4,2010-06-30,2010-06-30,3798394.0,3363291.0,2306484.0,433003.0,435103.0,22567.0,0.0
2009Q4,2009,Q4,2009-06-30,2009-06-30,493029.0,-184871.0,422115.0,675697.0,677900.0,96376.0,0.0
2008Q4,2008,Q4,2008-06-30,2008-06-30,1899952.0,1087316.0,1676614.0,789692.0,0.0,161263.0,0.0
2007Q4,2007,Q4,2007-06-30,2007-06-30,3295978.0,1920473.0,2653519.0,1311706.0,0.0,824047.0,0.0
