Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-10-31,2022-10-31,2228171780.0,1774707281.0,7062281.0,64537.0,453464499.0,0.0,348581787.0
2022Q2,2022,Q2,2022-04-30,2022-04-30,2353208290.0,1888704138.0,19502997.0,14680840.0,464504152.0,0.0,479779794.0
2021Q4,2021,Q4,2021-10-31,2021-10-31,2559970209.0,2106998598.0,0.0,0.0,452971611.0,0.0,703633632.0
2021Q2,2021,Q2,2021-04-30,2021-04-30,2502707444.0,2045314574.0,0.0,0.0,457392870.0,0.0,645795397.0
2020Q4,2020,Q4,2020-10-31,2020-10-31,2018942373.0,1544154284.0,0.0,0.0,474788089.0,0.0,144928268.0
2020Q2,2020,Q2,2020-04-30,2020-04-30,1916062448.0,1458069663.0,0.0,0.0,457992785.0,0.0,58843647.0
2019Q4,2019,Q4,2019-10-31,2019-10-31,2238753144.0,1784376401.0,0.0,0.0,454376743.0,0.0,390405390.0
2019Q2,2019,Q2,2019-04-30,2019-04-30,2211572954.0,1754431114.0,0.0,0.0,457141840.0,0.0,369003273.0
2018Q3,2018,Q3,2018-08-31,2018-08-31,2216086973.0,1767150332.0,0.0,0.0,448936641.0,0.0,19846767.0
2018Q1,2018,Q1,2018-02-28,2018-02-28,2153072332.0,1698908826.0,0.0,0.0,454163506.0,0.0,37590469.0
