Symbol,Year,Quarter,Quarters,FillingDate,Date,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,MarketCap,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector
A,2014.0,Q1,2014Q1,2014-03-05,2014-01-31,195000000.0,1679000000.0,218000000.0,0.58,883000000.0,0.5259082787,10638000000.0,5444000000.0,5073000000.0,1549000000.0,5191000000.0,1088000000.0,6289000000.0,13852800000.0,13805800000.0,16.34834834834835,3.275016139444803,0.2533370934386162,0.4950404114621601,0.02734555166804,16.34834834834835,0.0358192505510653,8.250625372245384,17.76,2.5445995591476853,0.2256410256410256,0.7316176470588235,0.0031762531762531,0.157830419251739,2.318269851517108,0.0183305132543711,92.9718120805369,0.5259082787373437,-0.0793650793650794,2.211570945945946,0.5178016781790368,1.2319215364722953,-0.027533039647577,-0.0758293838862559,-0.2350877192982456,0.0528404051720114,0.1518028891300781,0.7025440806953411,Diagnostics & Research,Healthcare
AACG,2014.0,Q1,2014Q1,2014-03-31,2014-03-31,-13390106.0,58659956.0,-2746550.0,-0.59,33598871.0,0.5727735459,491236724.0,411891872.0,398092847.0,77149470.0,79344852.0,0.0,-1372103.0,117667937.16405448,-194279160.83594552,18.22530407079646,5.160020503057247,0.0,0.0,0.159315068098377,18.22530407079646,-0.0325087891027866,2.0059329257603684,-2.1969194486596013,0.2856767641291413,0.0,0.0,0.0,0.1194128067672725,4.934963454706818,-0.0272579498759135,22.770017660580976,0.5727735458921926,-1.3757961783439492,-0.1221605498285789,0.9678744887627172,0.0784464971882668,-0.6369468582016433,-1.3763590487494943,-1.0699493437424417,-1.368625031218963,0.1663520900816657,0.1188600488989568,Education & Training Services,Consumer Defensive
AADI,2014.0,Q1,2014Q1,2014-05-15,2014-03-31,-5766.0,0.0,-4138.0,-0.003195045385603,0.0,0.0,6508.0,-130008.0,5883.0,136516.0,136516.0,0.0,0.0,162420210.0,162634327.0,-0.0720398034210151,0.043093849805151,33.80454824830977,-1.6922035567042029,-0.0459818650546715,-0.0720398034210151,0.0443511168543474,0.0,-7042.152705515088,-1249.3093501938342,0.0,0.0,0.0,0.0,0.043093849805151,-0.8859864781807006,-406050.525,0.0,0.3147135726170668,-0.0753450205147334,0.0,-0.7679023090103075,0.0,0.3147135726170668,0.4593676509014894,-0.0753450205147334,0.0,-0.7679023090103075,Biotechnology,Healthcare
AAIC,2014.0,Q1,2014Q1,2014-05-02,2014-03-31,7033000.0,15671000.0,0.0,0.41,0.0,0.0,2641279000.0,621747000.0,0.0,0.0,2019532000.0,0.0,-1239201000.0,445075840.0,308514840.0,36.9911351737268,0.0,0.0151441782560645,0.0643348500274227,0.0,36.9911351737268,0.0113116750060716,28.40124050794461,15.820981089151145,0.7158471854307299,2.0801933740935588,0.0,0.0328708024232454,0.0059331104362697,0.0,0.0026627251418725,54.62393716249387,0.0,-0.826271186440678,-0.9686170045783798,-0.856831551120316,1.315255105616903,0.0,-0.8241618121359102,0.0,-0.8379780011371649,-0.6932330680018294,0.2887883220817916,REIT—Mortgage,Real Estate
AAL,2014.0,Q1,2014Q1,2014-04-24,2014-03-31,480000000.0,9995000000.0,730000000.0,0.65,2035000000.0,0.2036018009,43737000000.0,1095000000.0,15193000000.0,15079000000.0,42642000000.0,1052000000.0,-10816000000.0,26497338600.0,41923338600.0,1.512491522450485,1.0075601830360104,0.3814847840501177,15.237442922374427,0.0399747191844427,1.512491522450485,0.4383561643835616,2.651059389694848,13.8006971875,24.19848273972603,0.0,7.566539923954372,0.0,0.2285250474426687,0.774056635055375,0.0109746896220591,126.78152440191388,0.2036018009004502,1.0750577367205545,1.184239865961482,-0.7026959566340846,1.0506952228479371,0.2758620689655172,1.24,3.5341614906832297,1.1891334818152977,-0.689661399133856,1.047636588845414,Airlines,Industrials
AAMC,2014.0,Q1,2014Q1,2014-04-29,2014-03-31,6828000.0,74520000.0,55107000.0,2.39,63083000.0,0.8465244229736983,2202410000.0,-26863000.0,302294000.0,711954000.0,960840000.0,0.0,1489000.0,2543913629.3,2263447629.3,-11.34799649544061,0.4245976565901729,0.0,0.0,-2.019668453529322,-11.34799649544061,-0.2541786099839928,34.13732728529254,93.14270757542472,-94.6995357666679,0.0,0.0,0.0,0.0338356618431627,0.4100714371995944,0.0031002401914266,-130.256714249872,0.8465244229736983,15.058823529411764,9.046197258559744,47.68965109253226,-7.12126448252092,0.8282807790401113,18.198992443324936,1.6339260108976197,9.046197258559744,47.68965109253226,-7.12126448252092,Asset Management,Financial Services
AAME,2014.0,Q1,2014Q1,2014-05-13,2014-03-31,820000.0,41160000.0,993000.0,0.03,41160000.0,1.0,82010000.0,101860000.0,27178000.0,168900000.0,210082000.0,0.0,19018000.0,76705720.0,90765720.0,4.833673420965217,0.1609117821195974,0.5028411169369589,0.404849793834675,0.0057303386490377,4.833673420965217,0.0080502650697035,1.8635986394557824,23.38589024390244,0.753050461417632,0.0,0.0,0.0,0.5018900134129984,0.2874363528715216,0.0099987806365077,-12.801355140186915,1.0,-0.5,2.389174684430313,0.70040330194187,0.4992685121895979,0.0082304526748971,-0.4383561643835616,-0.3118503118503118,0.846386968156283,0.5493402718861304,0.3132531841064574,Insurance—Life,Financial Services
AAN,2014.0,Q1,2014Q1,2014-05-09,2014-03-31,38339000.0,585423000.0,62243000.0,0.53,493503000.0,0.8429853286,1861230000.0,1179015000.0,1282755000.0,298620000.0,682215000.0,871861000.0,1239041000.0,2191402080.0,2042775080.0,16.2696813722108,4.295609805103476,0.0763221095727019,0.1204844722077327,0.0297540365329478,16.2696813722108,0.0325178220802958,3.743279782311252,14.289640314040533,1.858671925293571,0.0814053574688959,0.1054296499097906,0.0014242023535909,0.3145355490723876,1.1772252360859956,0.0205987438414381,54.479964200477326,0.8429853285572996,0.7666666666666668,0.2066439815998006,0.3746365268823853,0.639343378222498,0.1099108703132696,0.6908794213636764,0.7678652578959327,-0.0454514813818064,0.2146417588082575,0.2806206150007822,Rental & Leasing Services,Industrials
AAOI,2014.0,Q1,2014Q1,2014-05-12,2014-03-31,85000.0,24859000.0,220000.0,0.0061647809689585,8653000.0,0.3480831891870147,154654000.0,109148000.0,114403000.0,39922000.0,45506000.0,23933000.0,-83238000.0,315578640.0,285746640.0,8.532520325203253,2.8656630429337207,0.1459968704333544,0.2068659068420859,0.0012905478755304,8.532520325203253,0.0007787591160625,12.69474395591134,928.1724705882352,2.891291090995712,0.0,0.6771403501441524,0.0,0.1607394571107116,2.1077601322579027,0.0005496139770067,-32.59099865744088,0.3480831891870147,1.1541195242239628,1.0598286584736687,0.214809985061733,0.0,0.2963295880149812,1.163147792706334,1.7407407407407407,1.0598286584736687,0.214809985061733,0.0,Semiconductors,Technology
AAON,2014.0,Q1,2014Q1,2014-05-05,2014-03-31,9822000.0,76367000.0,14241000.0,0.26,21846000.0,0.2860659709036626,228719000.0,172055000.0,138396000.0,41950000.0,56664000.0,34891000.0,171908000.0,681784813.3199999,662114813.3199999,4.688842927481828,3.2990703218116804,0.0,0.0,0.0568946306047263,4.688842927481828,0.0570863967917235,8.927741214398889,17.353512861942576,3.9625980838685297,0.0,1.5626092688658966,0.0,0.3338900572317997,2.3198092967818837,0.0429435245869385,125.02930741243352,0.2860659709036626,0.2380952380952382,1.308004877483899,0.8874962660940496,1.6510721567821969,0.0821279968297998,0.2647437548287407,0.1955171255876427,3.082797845898257,0.9339065100355768,1.1773846120996183,Building Products & Equipment,Industrials
