Symbol,Year,Quarter,Quarters,FillingDate,Date,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,MarketCap,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector
A,2009.0,Q3,2009Q3,2009-09-04,2009-07-31,-19000000.0,1057000000.0,4000000.0,-0.0551,539000000.0,0.5099337748,6573000000.0,2489000000.0,2897000000.0,991000000.0,4084000000.0,571000000.0,2735000000.0,5730450000.0,6404450000.0,7.214492753623189,2.923309788092836,0.3275521071048227,0.8650060265166734,0.0003993232521726,7.214492753623189,-0.0076335877862595,5.421428571428572,-75.40065789473684,2.3023101647247888,0.0,0.9071803852889668,0.0,0.1608093716719914,2.061553985872856,-0.0028906131142552,520.95,0.5099337748344371,0.8099999999999999,-1.2671014492753625,-0.2117095298504594,0.0510750932734294,0.0169811320754716,0.8118811881188119,1.0851063829787233,-1.0999553086892675,-0.1312646498498858,-0.2161468843637252,Diagnostics & Research,Healthcare
AACG,2009.0,Q3,2009Q3,2009-09-30,2009-09-30,-16361800.0,41582006.0,-17220687.0,-0.73,15701496.0,0.3776031392,460120408.0,377082211.0,338276794.0,77634322.0,83038197.0,2480763.0,-95773574.0,167435022.1673759,-66284696.83262411,16.834027276785715,4.357309824899353,0.0,0.0,-0.0434830962192479,16.834027276785715,-0.0433905379853625,4.026622048185359,-2.558322161488588,0.4440278997074616,0.0,10.432479845918373,0.0,0.0903720097544554,3.131704273787565,-0.0355598224193524,0.0,0.3776031392040105,-2.3035714285714284,0.4054794502808603,0.1069309864811225,0.0,-0.6479833114251847,-2.289320642959803,-2.110308773449179,0.4054794502808603,0.1069309864811225,0.0,Education & Training Services,Consumer Defensive
AAIC,2009.0,Q3,2009Q3,2009-11-09,2009-09-30,42437000.0,23026000.0,0.0,107.6,0.0,0.0,283325000.0,136979000.0,0.0,0.0,146346000.0,0.0,-1369177000.0,3775450.000000001,7292450.0,355.55872809863723,0.0,0.0593523338921733,0.1227633432861971,0.0,355.55872809863723,0.3098066126924565,0.1639646486580387,0.0222414991634658,0.0275622540681418,0.0,0.0,0.0,0.0812706256066354,0.0,0.1497820524133062,-0.95291519434629,0.0,26.619047619047617,9.016990921560614,1.0555422345274927,0.9304995369921524,0.0,2.319681562334795,0.0,15.064420571412109,5.238145447968447,1.6290906647621892,REIT—Mortgage,Real Estate
AAL,2009.0,Q3,2009Q3,2009-10-21,2009-09-30,-359000000.0,5127000000.0,810000000.0,-3.37,3687000000.0,0.7191339965,25754000000.0,-2859000000.0,6453000000.0,7901000000.0,28613000000.0,546000000.0,-4792000000.0,500303250.0,15495303250.0,-26.858310434721343,0.8167320592330085,0.588879397375165,-5.30465197621546,0.0575600318530909,-26.858310434721343,0.1255683805526407,0.0975820655354008,-0.3484005919220056,-0.1749923924449108,0.0,2.6373626373626373,0.0,0.199075871709249,0.6234653841285913,-0.0139395822008231,-0.97525,0.719133996489175,0.0940860215053763,0.0528954039692684,-0.3921573140754474,-4.14045753926422,0.0293132328308207,0.0794871794871794,0.1172413793103448,-18.994987404432543,-0.3407068232796644,-3.182147962016679,Airlines,Industrials
AAME,2009.0,Q3,2009Q3,2009-11-13,2009-09-30,-2108000.0,25538000.0,171000.0,-0.1,25538000.0,1.0,31599000.0,79793000.0,29471000.0,142200000.0,183374000.0,0.0,2898000.0,23439150.0,35206150.0,3.574474756977109,0.2072503516174402,1.3050412987752775,0.5168122517012771,-0.0174170253901892,3.574474756977109,-0.0264183575000313,0.9178146291800454,-2.779785341555977,0.29374945170629,0.0,0.0,0.0,0.8081901325991329,0.2573980309423347,-0.0667109718661983,10.492009847806624,1.0,-186.9416666666667,-2.1272473481157075,-0.4947074484079428,-0.0911363995213491,-0.0065740848796047,-176.66666666666666,4.42,-1.7637470352695868,-0.4188299636035262,-0.142359914055313,Insurance—Life,Financial Services
AAN,2009.0,Q3,2009Q3,2009-11-05,2009-09-30,24655000.0,415259000.0,35990000.0,0.3,346473000.0,0.8343539815,1261023000.0,861660000.0,798676000.0,314082000.0,399363000.0,658093000.0,670601000.0,2148062400.0,2115315400.0,10.589926996534178,2.542890073292962,0.0438834184626291,0.0642225471763804,0.0276479432455113,10.589926996534178,0.0286133741847132,5.172825634122319,21.78120462380856,2.4929350323793606,0.0748326911377002,0.1045232208821549,0.0008589135958061,0.3293032720259662,0.4475996714233862,0.0195515862914475,73.14544897333742,0.8343539814910694,-0.1176470588235295,1.122162055915807,0.642824954474891,1.1876611444740546,-0.007240687679083,-0.1139581686192769,-0.2079316871341168,0.4116721693332113,0.3008975994801142,0.4632949249742366,Rental & Leasing Services,Industrials
AAON,2009.0,Q3,2009Q3,2009-11-02,2009-09-30,7741000.0,58492000.0,12415000.0,0.13,17728000.0,0.3030841824523012,154270000.0,114873000.0,92767000.0,35550000.0,39397000.0,31268000.0,113152000.0,344878079.0625,327083079.0625,1.9817434902151057,2.609479606188467,0.0006417320282621,0.0008618213157138,0.0679258050571279,1.9817434902151057,0.0673874626761728,5.896158091063735,11.138033815479265,3.002255352106239,0.4005942384704818,1.3036970704873994,0.0089915833689099,0.3791534322940299,1.508354430379747,0.0501782588967394,49.00924812597698,0.3030841824523012,0.0833333333333334,4.499295249618499,0.3293114557886816,0.7841511657367233,-0.0207688908528502,0.0907425672819501,0.0976041022013968,0.5431598302061955,-0.019052507310208,0.3804802308788232,Building Products & Equipment,Industrials
AAP,2009.0,Q3,2009Q3,2009-09-30,2009-09-30,61979000.0,1262576000.0,104855000.0,0.65,621459000.0,0.4922151220995805,3165898000.0,1292556000.0,2012656000.0,1472958000.0,1873342000.0,1657067000.0,1258407000.0,3718087680.0,3781328680.0,13.655299188640974,1.3664042016133522,0.0882706897063645,0.2162041721983419,0.0413394623362124,13.655299188640974,0.047950727086486,2.944842670857041,14.997368786201775,2.8765389507301813,0.0912244469901095,0.3868986588955063,0.0015206741977639,0.3988050151963203,0.2099231614207601,0.0195770678651049,24.32332432733006,0.4922151220995805,-0.216867469879518,0.4136034036963464,0.6625547417610186,0.9868035657938236,-0.0477913123419903,-0.2284451636997385,-0.2219996290113151,0.1675809731121502,0.2751814239163746,0.449169581137973,Specialty Retail,Consumer Cyclical
AAPL,2009.0,Q3,2009Q3,2009-07-22,2009-06-27,1229000000.0,8337000000.0,1672000000.0,0.0482,3023000000.0,0.3626004558,48140000000.0,25888000000.0,35170000000.0,16661000000.0,22252000000.0,380000000.0,17878000000.0,127299264825.6,121694264825.6,1.0345295000754475,2.110917712022088,0.0,0.0,0.0458291464100463,1.0345295000754475,0.0474737330037082,15.269193334005038,25.89488706786005,4.917307819283066,0.0,13.98421052631579,0.0,0.1731823847112588,1.615029109897365,0.0255297050270045,63.71334575855856,0.3626004557994482,-0.245696400625978,15.908783282075394,2.4740866415087943,3.5150565202785744,0.017502524402558,0.0199170124481327,0.002999400119976,1.4804654844824696,0.8174047906391727,1.6432616814092775,Consumer Electronics,Technology
AAT,2009.0,Q3,2009Q3,2009-09-30,2009-09-30,2482000.0,30473000.0,13985000.0,0.047,25504000.0,0.8369376169067699,,,,,,,,733764285.0,,,0.0,0.0,0.0,0.0,,0.0,24.079161388770387,73.90857020547945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.00744116869382,0.8369376169067699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REIT—Diversified,Real Estate
