Symbol,Year,Quarter,Quarters,FillingDate,Date,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,MarketCap,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector
A,2009.0,Q4,2009Q4,2009-12-21,2009-10-31,25000000.0,1167000000.0,71000000.0,0.071,634000000.0,0.5432733505,7612000000.0,2506000000.0,3961000000.0,1123000000.0,5106000000.0,552000000.0,2760000000.0,6159600000.0,6584600000.0,7.2011494252873565,3.527159394479074,0.3815028901734104,1.1588188347964885,0.0041531154215119,7.2011494252873565,0.0099760574620909,5.278149100257069,61.596,2.457940941739824,0.0,0.9655797101449276,0.0,0.1533105622700998,2.7497773820124665,0.0032842879663688,33.65901639344262,0.5432733504712939,2.288566243194192,-0.5233379931655794,-0.096299065066808,-0.0093123093818739,0.1762523191094619,2.3157894736842106,16.75,-0.6897163120567376,0.8081009296148738,-0.1985562865497075,Diagnostics & Research,Healthcare
AACG,2009.0,Q4,2009Q4,2009-12-31,2009-12-31,6442487.0,76425881.0,9694947.0,0.29,37930329.0,0.4963021493,476265712.0,383723704.0,333629063.0,87260903.0,92542008.0,2528921.0,-89331087.0,133796220.65156482,-121457938.34843518,17.1305225,3.823351025831122,0.0,0.0,0.016455799875731,17.1305225,0.0167893902118697,1.750666382917651,5.191947638061389,0.3486785394200323,0.0,15.222125167215584,0.0,0.1604689967687617,3.057979516897733,0.0135270854854233,0.0,0.4963021492679947,1.3972602739726028,1.6015135597182908,0.3406240380499969,0.0,1.4157143370287777,1.3937517265826498,1.5629825918094906,1.6015135597182908,0.3406240380499969,0.0,Education & Training Services,Consumer Defensive
AAIC,2009.0,Q4,2009Q4,2010-02-24,2009-12-31,4701000.0,4435000.0,0.0,0.6,0.0,0.0,313649000.0,150013000.0,0.0,0.0,163636000.0,0.0,-1364476000.0,117773590.0,124507590.0,19.399068925384714,0.0,0.0537447911518927,0.1123702612440255,0.0,19.399068925384714,0.0313372841020444,26.555488162344982,6.263220059561796,0.785089225600448,0.0,0.0,0.0,0.0141400100111908,0.0,0.0149880917841281,-36.8157517974367,0.0,-0.9944237918215614,-0.9409159581291684,-0.980309745377245,-0.8965726437633905,0.0,-0.8892240262035488,0.0,0.3789758281055422,-0.9717991312475628,-0.8568317586534784,REIT—Mortgage,Real Estate
AAL,2009.0,Q4,2009Q4,2010-02-17,2009-12-31,-344000000.0,5062000000.0,633000000.0,-2.77,3616000000.0,0.7143421573,25438000000.0,-3489000000.0,6642000000.0,7728000000.0,28927000000.0,557000000.0,-5136000000.0,601977420.0,15576977420.0,-28.052148534076245,0.859472049689441,0.5947008412611055,-4.33591286901691,0.0295371332952801,-28.052148534076245,0.0985955861278303,0.118920865270644,-0.4374835901162791,-0.172535803955288,0.0,2.5960502692998206,0.0,0.1989936315748093,0.6686076604554866,-0.0135230757134994,-1.4540517391304348,0.7143421572500988,0.1780415430267062,0.5675675675675675,-0.4576977329674973,-1.921430897334512,-0.0192568483862218,0.0417827298050139,-0.2185185185185185,-15.063138699294615,-0.3481578172040566,-3.001299724035141,Airlines,Industrials
AAME,2009.0,Q4,2009Q4,2010-03-26,2009-12-31,633000.0,25853000.0,922000.0,0.028,25853000.0,1.0,262086000.0,77470000.0,259958000.0,143400000.0,184616000.0,0.0,3404000.0,28531200.0,49640200.0,3.4755495737999103,1.812817294281729,0.1573452988713628,0.5323092810120047,0.005332412305826,3.4755495737999103,0.0081709048663998,1.1035933934166249,11.268246445497631,0.3682870788692397,0.0,0.0,0.0,0.0986431934555832,0.182370990237099,0.0024152377463885,11.421617293835068,1.0,1.28,0.1419776065977492,-0.4359313710423478,-0.1139223883342854,0.0123345602631372,1.300284629981025,4.391812865497076,-0.7872995461009912,-0.4052613819899014,-0.1808170835100224,Insurance—Life,Financial Services
AAN,2009.0,Q4,2009Q4,2010-02-26,2009-12-31,25037000.0,446268000.0,40730000.0,0.31,351624000.0,0.7879211595,1321456000.0,887260000.0,858182000.0,340954000.0,434196000.0,682402000.0,694689000.0,2257194270.0,2202553270.0,10.900133908278972,2.517002293564528,0.0416540543158455,0.0620381849739647,0.02715399591238,10.900133908278972,0.028218335099069,5.057934402645944,22.538585593321883,2.544005443725627,0.0389823061868434,0.1386924422847529,0.0004323952142586,0.3377093145742272,0.5155534177631,0.0189465256504946,152.3073056680162,0.7879211594826427,0.0333333333333333,0.6678486136790311,0.6908260422870619,1.168838381568161,0.0148669593301642,0.0154938146420604,0.1317032509030286,0.3123552112850353,0.3105182001114763,0.4588490052296008,Rental & Leasing Services,Industrials
AAON,2009.0,Q4,2009Q4,2010-03-15,2009-12-31,6155000.0,54228000.0,9629000.0,0.11,14779000.0,0.2725344840303902,156211000.0,117999000.0,96240000.0,30886000.0,38212000.0,28788000.0,116207000.0,334973770.65,309410770.65,2.034250693353504,3.115974875348054,0.0004865214357503,0.000644073254858,0.0517250003010997,2.034250693353504,0.0521614589954152,6.177136731024563,13.605758352965069,2.838784825718862,0.0,1.3703279144087814,0.0,0.3471458476035619,1.910898141552807,0.0394018346979406,43.244741886134776,0.2725344840303902,-0.1538461538461538,2.20221672448892,0.3072101711510369,0.7993358257277461,-0.1663470216606498,-0.2048830900400465,-0.224405960531615,0.4564684127002323,0.0674961982062092,0.3834335033441391,Building Products & Equipment,Industrials
AAP,2009.0,Q4,2009Q4,2010-03-02,2010-01-02,34479000.0,1143567000.0,57173000.0,0.38,548129000.0,0.4793151603710145,3072963000.0,1282365000.0,1887618000.0,1466027000.0,1790598000.0,1631867000.0,1287268000.0,3672021760.0,3776274760.0,14.136663286004056,1.2875738304956184,0.0664736282213616,0.1592924011494387,0.025382700713378,14.136663286004056,0.0268870407411306,3.211024592350076,26.62505989152817,2.863476280154246,0.0008990980016821,0.3648814517359564,8.442215767261684e-06,0.3721382262005758,0.1313604728971567,0.0112201155692405,336.0195607613469,0.4793151603710145,-0.4153846153846154,0.2706537644920747,0.5922496322306909,1.0981812710885397,-0.1179965210898868,-0.443698672130883,-0.4547422631252682,0.136322734371378,0.3112617255010911,0.4494394835261956,Specialty Retail,Consumer Cyclical
AAPL,2009.0,Q4,2009Q4,2009-10-27,2009-09-26,1665000000.0,9870000000.0,2193000000.0,0.065,3614000000.0,0.3661600811,53851000000.0,27832000000.0,36265000000.0,19282000000.0,26019000000.0,455000000.0,19538000000.0,163773736627.2,158510736627.2,1.1068647887825824,1.880769629706462,0.0,0.0,0.058620345204124,1.1068647887825824,0.0598232250646737,16.593083751489363,24.590651145225223,5.884368231790744,0.0,13.749450549450549,0.0,0.1832835044845963,1.391193859558137,0.0309186458932981,62.08253852433662,0.366160081053698,0.3485477178423237,12.801019739263822,2.690218611363515,3.817543078139393,0.1955011577902745,0.354759967453214,0.3116028708133971,1.9339586708076448,0.9488575945594956,1.6624342038822328,Consumer Electronics,Technology
AAT,2009.0,Q4,2009Q4,2009-12-31,2009-12-31,350000.0,29627000.0,11532000.0,0.007,15808000.0,0.5335673541026766,938991000.0,133173000.0,104572000.0,9555000.0,768028000.0,0.0,0.0,733764285.0,1454026285.0,3.856723893286793,10.94421768707483,0.7928201654754944,5.590104600782441,,3.856723893286793,0.0026281603628363,24.76674266716171,524.1173464285714,5.509857741434074,0.0,0.0,0.0,0.0315519531071117,6.8995290423861855,0.0003727405267995,86.52880719339623,0.5335673541026766,-0.851063829787234,0.0,0.0,0.0,-0.3801756587202007,-0.8589846897663175,-0.1754022166607079,0.0,0.0,0.0,REIT—Diversified,Real Estate
