Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q3,2022,Q3,2022-10-31,2022-10-31,627232490.0,421973439.0,101436939.0,5318599.0,205259051.0,0.0,-184901177.0
2022Q1,2022,Q1,2022-04-30,2022-04-30,672843992.0,470703910.0,34519214.0,1493185.0,202140082.0,0.0,-152445734.0
2021Q1,2021,Q1,2021-04-30,2021-04-30,757201571.0,552565622.0,0.0,0.0,204635949.0,0.0,-83015819.0
2020Q3,2020,Q3,2020-10-31,2020-10-31,734105947.0,526815496.0,0.0,0.0,207290451.0,0.0,-111269729.0
2020Q1,2020,Q1,2020-04-30,2020-04-30,645822669.0,494585345.0,0.0,0.0,151237324.0,0.0,-164171681.0
2019Q3,2019,Q3,2019-10-31,2019-10-31,773339350.0,582501956.0,0.0,0.0,190837394.0,0.0,-79177746.0
2019Q1,2019,Q1,2019-04-30,2019-04-30,763630017.0,587001322.0,0.0,0.0,176628695.0,0.0,-89235207.0
2018Q3,2018,Q3,2018-10-31,2018-10-31,755072761.0,578360175.0,0.0,0.0,176712586.0,0.0,-103204287.0
2018Q1,2018,Q1,2018-04-30,2018-04-30,649976683.0,516966676.0,0.0,0.0,133010007.0,0.0,-6854070.0
