Symbol,Year,Quarter,Quarters,FillingDate,Date,MarketCap,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
A,2016,Q4,2016Q4,2016-12-20,2016-10-31,14116680000.0,13739680000.0,13.09567901234568,0.2450653678543963,0.0248094210812293,12.706282628262828,28.00928571428572,3.3270516144237567,0.3015873015873015,0.9812382739212008,0.0026918510584641,3.0899470899470898,77.56417582417582,0.5292529252925292,0.0,Diagnostics & Research,Healthcare,0.0161497052037939,0.0296959698326655,3.8465608465608474,0.1647164716471647,0.1134113411341134,0.8380862597218949,0.1423993847731351,0.003123309104995,0.6668367511112949,0.0001166046090175,0.0011442774541253,0.7796624972993347,0.0248697283521455,-0.0053626052260398,0.0579803421533938,0.0161290322580645,0.0641762452107279,0.2534246575342466,0.084870848708487
AA,2016,Q4,2016Q4,2017-03-15,2016-12-31,5129901672.48,5721901672.48,30.94880372692348,0.086315034944149,-0.0005881367068251,2.022034557540402,-9.226441856978417,0.907304858945879,0.0,1.842241379310345,0.0,0.598014888337469,55.16023303741935,0.1576665352778872,-19.67937840221391,Aluminum,Basic Materials,-0.0083029687593333,-0.0245843650512911,1.1276143211627083,-0.0015766653527788,-0.0547891210090658,1.59957552175451,0.1515441132548832,-0.0018998344631079,0.1750774450011135,-0.0079562481583509,-0.0237247661974229,-0.5142714449297667,-0.0376436468899192,-0.0522129080421272,0.4277990174565158,-22.166666666666668,0.0893087161872048,-1.0476190476190477,0.0958904109589041
AACG,2016,Q4,2016Q4,2016-12-31,2016-12-31,135357222.0982735,-108883485.90172651,19.269157205240173,0.0060373540993574,0.1720843513137932,0.4949789708361755,0.4487251690308192,0.306749052999994,0.0,0.0,0.0,2.4341313753775125,0.0,0.5080194876079219,3.1225806451612903,Education & Training Services,Consumer Defensive,0.1312640988688874,0.1709002938605645,2.582815705819873,0.343028186906564,0.2757695606339943,0.2990130482067752,0.4759919788359207,0.1981896901769487,0.6870265280544743,0.2054524291576179,0.2684040473411845,0.4968968155495745,0.4860835606087966,0.822008546975793,-0.0116062824948066,3.119653459080765,3.198568377968532,11.067621096817996,3.7011150095888015
AADI,2016,Q4,2016Q4,2017-03-07,2016-12-31,162420210.0,162586198.0,-0.1251836209299323,42.3728813559322,0.287704551551462,0.0,-2176.281085861293,-718.9438948277008,0.0,0.0,0.0,0.0174490164269529,-42462.8,0.0,-1.7543548863300855,Biotechnology,Healthcare,-4.650548354935195,0.0825885842020228,0.0174490164269529,0.0,0.0,-0.752495407564792,0.0,0.171216374832993,-0.0189862165409588,-3.78618699216883,0.0499045252800081,-0.0189862165409588,0.0,0.0,0.0677422683641271,-1.7543548863300855,1.1502256688051344,-2.7066820276497694,0.0
AAIC,2016,Q4,2016Q4,2017-02-21,2016-12-31,340771080.0,348484080.0,16.67461076802644,0.0177846286683694,0.0,4.082166319269748,-2.056008543295685,0.8887763682266782,-0.3501061878559706,0.0,0.04257110081055,0.0,14.046623248145094,0.0,-2.703703703703704,REIT—Mortgage,Real Estate,-0.0100049401746301,-0.1080706073820602,0.0,0.0,-0.4963703011571911,9.801724497673543,0.0201562022371312,0.0,0.0,-0.0146678594203441,-0.1513997643371119,0.0,0.0,-0.9789281424335468,1.5094432738718735,-3.202519534364535,1.141230185194685,0.0,0.0
AAL,2016,Q4,2016Q4,2017-02-22,2016-12-31,24025319990.0,48047319990.0,7.355641884210343,0.4747825408589148,0.0157263568641362,2.454318111145163,20.78314878027681,6.347508583883751,0.1799307958477508,6.66453382084095,0.0021643832432468,0.5733131487889274,-28.84192075630252,0.255184390642558,-0.6,Airlines,Industrials,0.0056363849124312,0.0763540290620871,0.744232987312572,0.0783532536520584,0.029522933905404,12.54663143989432,0.1909154737293755,-0.0162561687063394,-0.0086726765740396,-0.0087840580710547,-0.0914892868112901,-0.0159679347269242,-0.0567232047206053,-0.0400447459133613,1.907369312816206,-0.6078697421981004,-0.0759864074004153,-0.4640111809923131,-0.2311480455524777
AAMC,2016,Q4,2016Q4,2017-03-01,2016-12-31,82687192.5,42103192.5,-124.40773702650505,0.0,0.0180095124359221,18.728695922989807,-12.430425811785929,-0.4300375626043405,0.0,0.0,0.0,5.278001611603545,28.94196447322366,1.0,-0.605955223880597,Asset Management,Financial Services,-0.0252935450508,0.0086488904144498,5.504086566133303,-0.4527746319365798,-0.3766704416761042,0.0,0.0671503315690211,0.0123435053044771,-6.092218652713634,-0.0090517531459153,0.0029828832830048,-6.115472905232336,-0.2704931736849139,-0.1667527623346694,0.0,-0.5527544351073763,-0.1346530772246178,-1.1494623655913978,-0.1346530772246178
AAME,2016,Q4,2016Q4,2017-03-24,2016-12-31,92113334.7,112599334.7,4.696112689968654,0.453327600338605,0.0096808480078136,2.301165022858428,17.083333586795252,0.8730625244061949,0.2959940652818991,0.0,0.0043316204032726,0.2092307692307692,26.087038997451145,1.0,24.04173622704507,Insurance—Life,Financial Services,0.0181126802198245,0.012776524557845,0.0738684503901895,0.0368233031052486,0.0336755852007294,2.0197334748734668,0.5378579202665843,0.0086366189502129,0.0098120995829212,0.0160589808042329,0.0114089372938456,0.0075520725254606,0.0293551663700259,0.0301653253472651,0.0688381182452577,8.046979865771812,-0.0569651565481659,3.649842271293376,-0.0569651565481659
AAN,2016,Q4,2016Q4,2017-02-24,2016-12-31,2281462820.0,2470730820.0,20.77453097394767,0.1343078965155505,0.0137857684601289,2.869930612337318,26.367976746336275,1.5398662930160545,0.0908880772964726,0.0845053087861386,0.0008617278277627,1.214838199708066,-348.3681203237135,0.8937636643126521,-0.25,Rental & Leasing Services,Industrials,0.0082695654301504,0.0145997767275603,3.842564169709666,0.0474455125705386,0.0272103794684975,0.7654829447663941,0.3039121685063018,-0.0032125026193151,-0.69454785869357,-0.0032786494644756,-0.0056212656745874,-1.973515054433824,-0.018911047140872,-0.0111052117937166,0.0144727162021814,-0.2658498506652185,0.0337745226806349,-0.2608422991749466,0.0084136065389959
AAOI,2016,Q4,2016Q4,2017-03-09,2016-12-31,413270640.0,406179640.0,12.896829448131133,0.1338212572676673,0.0538696979508268,4.867734275618375,7.26310439367311,1.8175009675262992,0.0,1.0163073894667771,0.0,1.6679839261000784,21.17165163934426,0.3797173144876325,-0.2061855670103092,Semiconductors,Technology,0.044133433441508,0.0625593709319917,2.6270488386440567,0.1866195524146054,0.167550058892815,0.4175051894592407,0.2634044639145192,-0.0122711078868032,0.2773771421107374,-0.0101397870572204,-0.0320134623071385,0.3486804380444899,0.0902367587393698,-0.0853264542172409,-0.3250269906855833,-0.1979589535408209,0.2104880448265537,1.343786982248521,0.3919088122274513
