Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-10-31,2022-10-31,1816924925.0,1784539771.0,4577957.0,0.0,0.0,0.0,586454943.0
2022Q2,2022,Q2,2022-04-30,2022-04-30,1935613046.0,1924557047.0,7754757.0,4769851.0,11055999.0,0.0,723462962.0
2021Q4,2021,Q4,2021-10-31,2021-10-31,2255725636.0,2211924508.0,10319698.0,6859244.0,43801128.0,0.0,1040988983.0
2021Q2,2021,Q2,2021-04-30,2021-04-30,2082921883.0,2060335233.0,0.0,0.0,22586650.0,0.0,840373655.0
2020Q4,2020,Q4,2020-10-31,2020-10-31,1765450483.0,1759627639.0,0.0,0.0,5822844.0,0.0,539923117.0
2020Q2,2020,Q2,2020-04-30,2020-04-30,1700393096.0,1651442808.0,0.0,0.0,48950288.0,0.0,292578198.0
2019Q4,2019,Q4,2019-10-31,2019-10-31,1810462531.0,1782363747.0,0.0,0.0,28098784.0,0.0,442609544.0
2019Q2,2019,Q2,2019-04-30,2019-04-30,1826736518.0,1809686383.0,0.0,0.0,17050135.0,0.0,419943977.0
2018Q4,2018,Q4,2018-10-31,2018-10-31,1792917553.0,1775554659.0,0.0,0.0,17362894.0,0.0,386304328.0
2018Q2,2018,Q2,2018-04-30,2018-04-30,1832473335.0,1792826389.0,0.0,0.0,39646946.0,0.0,-69493520.0
