Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,2396208826.0,1647563654.0,11072588.0,35199473.0,748645172.0,0.0,366234502.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,2628286567.0,1903592299.0,12642109.0,7838959.0,724694268.0,0.0,622541318.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,3129892036.0,2452387114.0,21290730.0,1305486.0,677504922.0,0.0,1172150701.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,2816473577.0,2138729091.0,12662900.0,1611701.0,677744486.0,0.0,858110868.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,2407191205.0,1767342360.0,31112394.0,1786224.0,639848845.0,0.0,486724137.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,2111285314.0,1593272670.0,20382228.0,3156788.0,518012644.0,0.0,312214468.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,2091205527.0,1618580564.0,14989022.0,10742635.0,472624963.0,0.0,688890954.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,2006828865.0,1531284135.0,16718897.0,13375300.0,475544730.0,0.0,603539561.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,1742732539.0,1280555601.0,12668912.0,570417.0,462176938.0,0.0,352811027.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,1882984486.0,1420937627.0,9569756.0,514378.0,462046859.0,0.0,-29496732.0
