Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-07-31,2022-07-31,678837048.0,400205937.0,7128626.0,5099404.0,278631111.0,0.0,-17987221.0
2022Q2,2022,Q2,2022-01-31,2022-01-31,720242149.0,443152897.0,9576271.0,3877729.0,277089252.0,0.0,25034084.0
2021Q4,2021,Q4,2021-07-31,2021-07-31,748405521.0,473463507.0,7362191.0,1667065.0,274942014.0,0.0,55344694.0
2021Q2,2021,Q2,2021-01-31,2021-01-31,748431117.0,472334189.0,7438938.0,2781496.0,276096928.0,0.0,54204027.0
2020Q4,2020,Q4,2020-07-31,2020-07-31,743618528.0,468752104.0,13158552.0,1565428.0,274866424.0,0.0,50621942.0
2020Q2,2020,Q2,2020-01-31,2020-01-31,780137688.0,475296756.0,7832102.0,7690150.0,304840932.0,0.0,56270058.0
2019Q4,2019,Q4,2019-07-31,2019-07-31,763054213.0,464365635.0,8156705.0,1724586.0,298688578.0,0.0,45338937.0
2019Q2,2019,Q2,2019-01-31,2019-01-31,730447963.0,442530481.0,8201853.0,1762062.0,287917482.0,0.0,23494144.0
2018Q4,2018,Q4,2018-07-31,2018-07-31,739063422.0,444946641.0,8377874.0,1732323.0,294116781.0,0.0,673979.0
2018Q2,2018,Q2,2018-01-31,2018-01-31,738308776.0,450023739.0,8263988.0,1836122.0,288285037.0,0.0,845091.0
