Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-07-31,2022-07-31,2202485515.0,1309300318.0,26853074.0,16101457.0,893185197.0,0.0,-67308228.0
2022Q2,2022,Q2,2022-01-31,2022-01-31,1014768224.0,616035058.0,17865821.0,11470243.0,398733166.0,0.0,34118883.0
2021Q4,2021,Q4,2021-07-31,2021-07-31,1072474702.0,662891713.0,12998639.0,2299315.0,409582989.0,0.0,81447824.0
2021Q2,2021,Q2,2021-01-31,2021-01-31,1082112842.0,662469909.0,13206637.0,6086176.0,419642933.0,0.0,81172848.0
2020Q4,2020,Q4,2020-07-31,2020-07-31,1069834881.0,653835883.0,13606508.0,2479978.0,415998998.0,0.0,72538822.0
2020Q2,2020,Q2,2020-01-31,2020-01-31,1075716429.0,657027293.0,13562266.0,4384496.0,418689136.0,0.0,75730232.0
2019Q4,2019,Q4,2019-07-31,2019-07-31,1066370105.0,637821983.0,14323511.0,2734617.0,428548122.0,0.0,56524922.0
2019Q2,2019,Q2,2019-01-31,2019-01-31,1031784232.0,606575210.0,14777925.0,2912769.0,425209022.0,0.0,25278149.0
2018Q4,2018,Q4,2018-07-31,2018-07-31,1091430828.0,616387291.0,17033297.0,24563374.0,475043537.0,0.0,2019353.0
2018Q2,2018,Q2,2018-01-31,2018-01-31,1066898211.0,624039241.0,15166729.0,2940559.0,442858970.0,0.0,1841246.0
