Year,Date,FillingDate,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Price,MarketCap,AvgVolume,Symbol,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
2011,2011-12-31,2012-03-22,565471328.0,4.997573567336452,0.4665175816932481,0.0,113.395401677921,681.6277097170972,3.201553670880225,0.0,0.0,0.0,0.0,-3.0427135201616444,1.0,0.0,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.0024469599607523274,0.004696924179049292,0.0,0.0,0.1663597298956415,0.9194936796616828,0.014708847882160668,0.0,0.0,0.04507755246139545,0.0778265281545126,0.0,0.0,0.807231949270308,-0.1830539325154582,0.0,0.8288208170255861,0.0,0.0
2012,2012-12-31,2013-03-15,724174328.0,13.85304225688496,0.3982913020360104,0.0,13.626185251665888,13.99579057961864,1.1549809567676734,0.2770046723071094,0.0,0.0197919989393451,0.0,-1.2884552812259502,1.0,47.70280748093553,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.04752451242214778,0.0825234523335619,0.0,0.0,0.9735916791659495,0.7364397471462246,0.048813597567781995,0.0,0.0,0.04507755246139545,0.0778265281545126,0.0,0.0,0.807231949270308,-0.1830539325154582,47.702337023370234,7.321874360548394,0.0,7.321874360548394
2013,2013-12-31,2014-03-14,1258999328.0,11.075763839867433,0.4159813308954433,0.0,12.492338324029072,12.394239254736275,1.444595626209335,0.3642118149381186,0.0,0.0293855723979945,0.0,-2.866417365544434,1.0,0.1292169968360769,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.06445941394408893,0.11655379539791472,0.0,0.0,1.0079148923363979,0.8081733647006417,0.06395323100611076,0.0,0.0,0.016934901521941145,0.03403034306435282,0.0,0.0,0.0343232131704484,0.0717336175544171,0.6917034979164036,0.634094765054464,0.0,0.634094765054464
2014,2014-12-31,2015-02-24,1298322561.56,15.528736559888312,0.3036393243698278,0.0,9.763185532897436,10.639289377542624,1.083153155128351,0.6183303938859495,0.0,0.0581176403746587,0.0,-6.079859448367612,1.0,0.34787384520521,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.06523585003348083,0.10180690802664576,0.0,0.0,0.917653913381239,0.5605975544795638,0.0710898183751096,0.0,0.0,0.000776436089391902,-0.01474688737126896,0.0,0.0,-0.09026097895515883,-0.24757581022107789,0.26972515414358866,0.39461606753238937,0.0,0.39461606753238937
2015,2015-12-31,2016-02-24,1526339542.84,15.197128217692736,0.430334101769821,0.0,10.201739254652598,13.78024387805185,1.067306912704495,1.2280235338535113,0.0,0.0891147896017585,0.0,-4.773590742755005,1.0,-0.3218390804597701,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.04190560822396243,0.0774519610936946,0.0,0.0,0.7403163068036243,0.8482481075028542,0.05660500496725959,0.0,0.0,-0.0233302418095184,-0.024354946932951163,0.0,0.0,-0.17733760657761477,0.28765055302329035,-0.25258083480305704,-0.07354178804945945,0.0,-0.07354178804945945
2016,2016-12-31,2017-02-22,1770329978.4,16.2517421504665,0.406264398411967,0.0,7.056881127051163,7.9885478727364285,1.1494152335824377,0.5860357499981753,0.0,0.0733594840181426,0.0,-28.8820946932313,1.0,0.983050847457627,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.08176925298949826,0.1438828748219934,0.0,0.0,0.8833747058254618,0.7596207567222425,0.09256463021893942,0.0,0.0,0.03986364476553583,0.06643091372829882,0.0,0.0,0.1430583990218376,-0.08862735078061168,1.1552825320916185,0.8062446137004169,0.0,0.8062446137004169
2017,2017-12-31,2018-02-21,1887821662.6,16.15597545857984,0.40891318526855,0.0,9.121270492571124,10.643484509313764,1.2255527405796445,0.8484530817407199,0.0,0.0797157247702353,0.0,14.4184670413167,1.0,-0.205128205128205,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.06487997591031008,0.11514581897565626,0.0,0.0,0.856981610166238,0.7747512596927216,0.07570754744401646,0.0,0.0,-0.016889277079188178,-0.02873705584633715,0.0,0.0,-0.026393095659223875,0.015130502970479132,-0.1853773894764501,-0.16028885521776975,0.0,-0.16028885521776975
2018,2018-12-31,2019-02-20,1788052859.53,16.253725932641,0.3513833247414935,0.0,8.391254020976046,9.942427212331012,1.1129755771057617,0.8058428627843082,0.0,0.0810509190135049,0.0,9.927746256323775,1.0,-0.0217876344086022,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.06878307184088067,0.11194203923619406,0.0,0.0,0.8439844558850643,0.6274649596219721,0.08149803158252443,0.0,0.0,0.003903095930570588,-0.0032037797394622036,0.0,0.0,-0.01299715428117365,-0.1472863000707495,0.06637457552706323,0.08279648328022421,0.0,0.08279648328022421
2019,2019-12-31,2020-02-19,2498831978.35,16.941255852471887,0.4798334539712073,0.0914866561983795,8.27745800519344,9.176351722699131,1.267320450559592,0.6343517721871098,0.0,0.0691289731863636,1.0490222547923014,-3.752259618268918,1.0,0.2860852718503963,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.06777188788262337,0.13810722265850797,1.0490222547923014,1.210497753399078,0.9020423644745288,1.0378246345697344,0.07513160196428563,0.0914866561983795,1.0490222547923014,-0.0010111839582573057,0.026165183422313915,1.0490222547923014,1.210497753399078,0.05805790858946447,0.41035967494776227,0.29883125939991767,0.21523493454736276,0.0,0.21523493454736276
2020,2020-12-31,2021-02-17,2502492368.5,17.2791389877421,0.4747995910361486,0.0941984837674853,7.030876262906348,7.830015319356795,1.200870021053719,0.7324095492622453,0.0,0.0935387121723294,0.3982256203115983,9.613475028607668,1.0,0.1324786324786325,Asset Management,Financial Services,18.86,1639441259,413896,TSLX,0.07616032375022075,0.15336751871800502,0.39822562031159836,1.1137220698556103,0.8979390175042349,1.0137456245721446,0.08481681079178806,0.0027118275691057903,-0.650796634480703,0.008388435867597382,0.015260296059497053,-0.650796634480703,-0.09677568354346766,-0.0041033469702939085,-0.02407900999758983,0.15218361656844542,0.15744879500496003,0.0649142173994784,0.15744879500496003
