Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q2,2023,Q2,2023-01-31,2023-01-31,617202087.0,403867378.0,6965347.0,1399743.0,213334709.0,0.0,-26243138.0
2022Q4,2022,Q4,2022-07-31,2022-07-31,690835007.0,417250376.0,7469372.0,1544389.0,273584631.0,0.0,-19998453.0
2022Q2,2022,Q2,2022-01-31,2022-01-31,803810769.0,471164285.0,16684381.0,1462502.0,332646484.0,0.0,31484964.0
2021Q4,2021,Q4,2021-07-31,2021-07-31,827799696.0,510655630.0,8565460.0,1381593.0,317144066.0,0.0,70976309.0
2021Q2,2021,Q2,2021-01-31,2021-01-31,827799134.0,508498813.0,9364952.0,4117265.0,319300321.0,0.0,68819492.0
2020Q4,2020,Q4,2020-07-31,2020-07-31,817145125.0,500353402.0,8624346.0,1434016.0,316791723.0,0.0,57861022.0
2020Q2,2020,Q2,2020-01-31,2020-01-31,853905835.0,504665604.0,9556884.0,5297857.0,349240231.0,0.0,57679755.0
2019Q4,2019,Q4,2019-07-31,2019-07-31,848512957.0,486585625.0,16904473.0,33194085.0,361927332.0,0.0,39599776.0
2019Q2,2019,Q2,2019-01-31,2019-01-31,797975441.0,458969594.0,11225504.0,3918882.0,339005847.0,0.0,11983745.0
2018Q4,2018,Q4,2018-07-31,2018-07-31,823350142.0,472407223.0,22865473.0,21580211.0,350942919.0,0.0,-307812.0
2018Q2,2018,Q2,2018-01-31,2018-01-31,823707439.0,477566451.0,11259429.0,2986045.0,346140988.0,0.0,32851.0
