Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q2,2023,Q2,2023-01-31,2023-01-31,1164739638.0,719324795.0,12817004.0,5543864.0,445414843.0,0.0,-46977919.0
2022Q4,2022,Q4,2022-07-31,2022-07-31,1252510410.0,740379581.0,10375211.0,3612147.0,512130829.0,0.0,-28856926.0
2022Q2,2022,Q2,2022-01-31,2022-01-31,756217628.0,455874293.0,4806294.0,1912596.0,300343335.0,0.0,32574365.0
2021Q4,2021,Q4,2021-07-31,2021-07-31,795136932.0,490103218.0,4901867.0,6193436.0,305033714.0,0.0,66957056.0
2021Q2,2021,Q2,2021-01-31,2021-01-31,801709180.0,489860405.0,5363460.0,13092238.0,311848775.0,0.0,66695201.0
2020Q4,2020,Q4,2020-07-31,2020-07-31,789598746.0,476309176.0,5537670.0,4829067.0,313289570.0,0.0,53143972.0
2020Q2,2020,Q2,2020-01-31,2020-01-31,802495662.0,491697471.0,5573315.0,1828783.0,310798191.0,0.0,67627040.0
2019Q4,2019,Q4,2019-07-31,2019-07-31,779528925.0,481024441.0,5329979.0,1764274.0,298504484.0,0.0,56954010.0
2019Q2,2019,Q2,2019-01-31,2019-01-31,759961081.0,458035788.0,5512314.0,1776981.0,301925293.0,0.0,33946319.0
2018Q4,2018,Q4,2018-07-31,2018-07-31,762783380.0,460726950.0,5381143.0,1741779.0,302056430.0,0.0,2514002.0
2018Q2,2018,Q2,2018-01-31,2018-01-31,770758465.0,463413879.0,7208444.0,1959672.0,307344586.0,0.0,2704013.0
