Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q2,2023,Q2,2023-01-31,2023-01-31,278128913.0,175755876.0,5826781.0,5555617.0,102373037.0,0.0,-16481302.0
2022Q4,2022,Q4,2022-07-31,2022-07-31,311457000.0,185332336.0,3840585.0,1192097.0,126124664.0,0.0,-8794101.0
2022Q2,2022,Q2,2022-01-31,2022-01-31,338343511.0,207039528.0,2907987.0,6487579.0,131303983.0,0.0,12900487.0
2021Q4,2021,Q4,2021-07-31,2021-07-31,351627539.0,221383928.0,3017998.0,3498478.0,130243611.0,0.0,27383346.0
2021Q2,2021,Q2,2021-01-31,2021-01-31,356945089.0,219069768.0,3291881.0,752435.0,137875321.0,0.0,25056581.0
2020Q4,2020,Q4,2020-07-31,2020-07-31,355723186.0,214155356.0,3251929.0,4376267.0,141567830.0,0.0,20123491.0
2020Q2,2020,Q2,2020-01-31,2020-01-31,359488530.0,219355282.0,3370364.0,2825348.0,140133248.0,0.0,24832768.0
2019Q4,2019,Q4,2019-07-31,2019-07-31,352584076.0,214358937.0,3425230.0,2635703.0,138225139.0,0.0,19836423.0
2019Q2,2019,Q2,2019-01-31,2019-01-31,351587827.0,202690506.0,7545476.0,9710629.0,148897321.0,0.0,7987370.0
2018Q4,2018,Q4,2018-07-31,2018-07-31,345855597.0,203956387.0,3403803.0,944698.0,141899210.0,0.0,646458.0
2018Q2,2018,Q2,2018-01-31,2018-01-31,345212755.0,205885900.0,3883904.0,1006988.0,139326855.0,0.0,661106.0
