Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q2,2023,Q2,2022-12-31,2022-12-31,164910789.0,141019431.0,4925710.0,5041424.0,23891358.0,0.0,-36155255.0
2022Q4,2022,Q4,2022-06-30,2022-06-30,171744986.0,143816909.0,5659712.0,1492215.0,27928077.0,0.0,-33349720.0
2021Q2,2021,Q2,2020-12-31,2020-12-31,426176322.0,293028323.0,0.0,0.0,133147999.0,0.0,-22491906.0
2020Q4,2020,Q4,2020-06-30,2020-06-30,468988176.0,272257434.0,0.0,0.0,196730742.0,0.0,-43262453.0
2020Q2,2020,Q2,2019-12-31,2019-12-31,417173684.0,302952949.0,0.0,0.0,114220735.0,0.0,-12602438.0
2019Q4,2019,Q4,2019-06-30,2019-06-30,424862523.0,304535038.0,0.0,0.0,120327485.0,0.0,-11021279.0
2019Q2,2019,Q2,2018-12-31,2018-12-31,408335071.0,294727817.0,0.0,0.0,113607254.0,0.0,-25902660.0
2018Q4,2018,Q4,2018-06-30,2018-06-30,447384251.0,333626121.0,0.0,0.0,113758130.0,0.0,349767.0
2018Q2,2018,Q2,2017-12-31,2017-12-31,429401627.0,331799735.0,0.0,0.0,97601892.0,0.0,-624224.0
