Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q2,2023,Q2,2023-01-31,2023-01-31,61198548.0,59212892.0,1861701.0,1786009.0,1985656.0,0.0,0.0
2022Q4,2022,Q4,2022-07-31,2022-07-31,46034406.0,45869924.0,420.0,0.0,0.0,0.0,-7763068.0
2022Q2,2022,Q2,2022-01-31,2022-01-31,48787255.0,47575930.0,92444.0,1040523.0,1211325.0,0.0,-6489644.0
2021Q4,2021,Q4,2021-07-31,2021-07-31,26121995.0,25770376.0,220531.0,169472.0,351619.0,0.0,-5032859.0
2021Q2,2021,Q2,2021-01-31,2021-01-31,20028903.0,19520253.0,311920.0,336898.0,508650.0,0.0,-11282982.0
2020Q4,2020,Q4,2020-07-31,2020-07-31,16844598.0,16157660.0,626554.0,562399.0,686938.0,0.0,-14645575.0
2020Q2,2020,Q2,2020-01-31,2020-01-31,64033898.0,63471609.0,3671759.0,417841.0,562289.0,0.0,-8123884.0
2019Q4,2019,Q4,2019-07-31,2019-07-31,58008133.0,57058993.0,2559009.0,796817.0,949140.0,0.0,-14536500.0
2019Q2,2019,Q2,2019-01-31,2019-01-31,84622731.0,82382524.0,3125288.0,2027347.0,2240207.0,0.0,-9175337.0
2018Q4,2018,Q4,2018-07-31,2018-07-31,93124817.0,92343559.0,596158.0,596340.0,781258.0,0.0,111.0
2018Q2,2018,Q2,2018-01-31,2018-01-31,94937930.0,94726004.0,1370348.0,73879.0,211926.0,0.0,-221010.0
