Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,725579394.0,597334269.0,17394331.0,2836580.0,128245125.0,0.0,-545180673.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,665026533.0,638378167.0,3526278.0,1605420.0,26648366.0,0.0,-612969734.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,726750955.0,689250197.0,1460448.0,7949252.0,37500758.0,0.0,-584296502.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,743761200.0,701913361.0,0.0,0.0,41847839.0,0.0,-596857659.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,781115803.0,712971357.0,0.0,0.0,68144446.0,0.0,-615317319.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,829822840.0,739062240.0,0.0,0.0,90760600.0,0.0,-669358872.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,811574466.0,759109837.0,0.0,0.0,52464629.0,0.0,-634811233.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,790080787.0,707672302.0,0.0,0.0,82408485.0,0.0,-664194799.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,749418078.0,655478360.0,0.0,0.0,93939718.0,0.0,-737416941.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,812355461.0,777996146.0,0.0,0.0,34359315.0,0.0,-197552.0
2017Q4,2017,Q4,2017-12-31,2017-12-31,873873204.0,828654789.0,0.0,0.0,45218415.0,0.0,-37880.0
2017Q2,2017,Q2,2017-06-30,2017-06-30,882334988.0,835881562.0,0.0,0.0,46453426.0,0.0,-917390.0
2016Q4,2016,Q4,2016-12-31,2016-12-31,943374127.0,853078844.0,0.0,0.0,90295283.0,0.0,-784276.0
2016Q2,2016,Q2,2016-06-30,2016-06-30,995037242.0,847228105.0,0.0,0.0,147809137.0,0.0,162785.0
2015Q4,2015,Q4,2015-12-31,2015-12-31,711118687.0,691468291.0,0.0,0.0,19650396.0,0.0,336987.0
2015Q2,2015,Q2,2015-06-30,2015-06-30,934740034.0,900057091.0,0.0,0.0,34682943.0,0.0,-273560.0
2014Q4,2014,Q4,2014-12-31,2014-12-31,965985593.0,828026796.0,0.0,0.0,137958797.0,0.0,-94755.0
2014Q2,2014,Q2,2014-06-30,2014-06-30,1350424308.0,1247530026.0,0.0,0.0,102894282.0,0.0,-1397764.0
2013Q4,2013,Q4,2013-12-31,2013-12-31,1189272067.0,1152361418.0,0.0,0.0,36910649.0,0.0,-1156973.0
2013Q2,2013,Q2,2013-06-30,2013-06-30,1212841220.0,1137378080.0,0.0,0.0,75463140.0,0.0,-3958145.0
2012Q4,2012,Q4,2012-12-31,2012-12-31,1492526877.0,1329599059.0,0.0,0.0,162927818.0,0.0,-4232625.0
2012Q2,2012,Q2,2012-06-30,2012-06-30,1258134988.0,1123913158.0,0.0,0.0,134221830.0,0.0,-10426739.0
2011Q4,2011,Q4,2011-12-31,2011-12-31,1232122500.0,1107127434.0,0.0,0.0,124995066.0,0.0,-23902977.0
2011Q2,2011,Q2,2011-06-30,2011-06-30,1278544470.0,1136072597.0,0.0,0.0,142471873.0,0.0,10304728.0
2010Q4,2010,Q4,2010-12-31,2010-12-31,1194620379.0,1020353724.0,0.0,0.0,174266655.0,0.0,-25143970.0
2010Q2,2010,Q2,2010-06-30,2010-06-30,800927023.0,664317031.0,0.0,0.0,136609992.0,0.0,-5627455.0
