Year,Date,FillingDate,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Price,MarketCap,AvgVolume,Symbol,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
2017,2017-12-31,2017-12-31,89643000.0,0.2033519553072625,0.0,-0.9152472527472528,69.10113960113961,-14.744376899696048,13.326648351648352,0.0,0.0,0.0,5.702743902439025,-15.433980273623924,0.8803418803418803,0.0,Biotechnology,Healthcare,0.76,28842988,29268,AGE,-0.6832104662028865,-0.9038461538461539,5.7873475609756095,-4.745726495726496,-4.686609686609686,0.18021978021978022,0.14577925449070708,-0.5947567757205863,-2.9002848860455823,-0.019816429120888213,-0.10353937052607665,-2.5689049380247897,-3.309431097396713,-0.6873158148229788,0.14742893738462423,0.0,-0.2747316464131254,0.0,0.0
2018,2018-12-31,2019-04-01,97685860.0,0.2132955261499685,0.0,-1.510004028467839,74.77998567335244,-13.91533724340176,14.01810930576071,0.0,0.0,0.0,2.8024590163934424,-10.557530339805826,0.7392550143266475,-0.142552462200556,Biotechnology,Healthcare,0.76,28842988,29268,AGE,-0.7030268953237747,-1.0073855243722305,3.21844262295082,-8.055157593123209,-5.373925501432665,0.32764871760440445,0.13082185362196608,-0.5947567757205863,-2.9002848860455823,-0.019816429120888213,-0.10353937052607665,-2.5689049380247897,-3.309431097396713,-0.6873158148229788,0.14742893738462423,-0.1401215805471124,-0.005698005698005698,-0.6876782230226625,-0.1650485436893204
2019,2019-12-31,2020-03-30,67437220.0,0.0595100748571275,0.262832571889277,-2.762039728878344,39.25533564814815,-5.47748869509044,30.58305680793508,0.0,0.0,0.0,0.8234758871701547,-6.280272197018794,0.8587962962962963,-0.5714285714285715,Biotechnology,Healthcare,0.76,28842988,29268,AGE,-1.6640687987100242,-5.583408476104599,1.229602669093115,-7.267939814814815,-7.166666666666667,2.1753832281334535,0.23219564633163128,-1.252035700410505,-1.9789831292232876,-0.9610419033862495,-4.5760229517323685,-1.9888399538577048,0.7872177783083938,-1.792741165234002,1.847734510529049,-0.6507597973873633,0.23782234957020057,-0.1168519341929746,0.437984496124031
2020,2020-12-31,2021-03-31,63025880.0,-0.1358145955560275,1.604076433121019,-8.921300237342978,30.651434689507493,-5.216552478134111,-11.191727912431586,0.0,0.0,0.0,0.1592309128243419,-7.305969120837055,0.9154175588865096,0.1212121212121213,Biotechnology,Healthcare,0.76,28842988,29268,AGE,-2.7964331210191085,2.145426114151681,0.4261713645697219,-5.712526766595289,-5.875802997858672,-1.2306489444878812,0.4759235668789809,-6.159260508464634,-0.6642449743458129,-1.1323643223090842,7.72883459025628,-0.8034313045233932,1.5554130482195259,1.2908636688079946,-3.4060321726213347,0.1136950904392764,0.08101851851851852,0.1503304403216816,0.1522911051212938
2021,2021-12-31,2022-03-29,53913740.0,-0.3123053370638231,4.1857958148383005,-5.858994551488687,286.7759722222222,-4.81920177383592,-3.4901741041244083,0.0,0.0,0.0,0.0679156908665105,-5.257255251432209,0.8680555555555556,0.2068965517241378,Biotechnology,Healthcare,0.76,28842988,29268,AGE,-2.716867469879518,0.7242224475997295,0.24913571986171518,-55.826388888888886,-59.50694444444444,-1.1157876943881,0.045656309448319596,3.062305685854291,-0.0913152219578314,0.07956565113959035,-1.4212036665519516,-0.1770356447080067,-50.1138621222936,-53.63114144658577,0.11486125009978121,0.2192966472303207,-0.9229122055674518,0.2466497985193515,-0.9269005847953217
2022,2022-12-31,2023-03-31,38420845.5,-0.453603900382132,5.592101203332305,-7.758509113736632,615.936632352941,-1.9619491755667977,-1.2167002963049034,0.0,0.0,0.0,0.0643976979559436,-3.5261568445866303,0.6176470588235294,-0.2173913043478261,Biotechnology,Healthcare,0.76,28842988,29268,AGE,-3.293427954335082,0.6201487334417848,0.2434014685453463,-205.14705882352942,-313.94117647058823,-1.0529862886358354,0.010490589324282628,-1.899514562247945,-0.0035179929105668972,-0.5765604844555638,-0.10407371415794475,-0.005734251316368871,-149.32066993464053,-254.43423202614377,0.06280140575226456,-0.2456529349982495,-0.7638888888888888,0.1323547704938425,-0.832
