Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-11-30,2022-11-30,126190105.0,81952788.0,3073253.0,250535.0,44237317.0,0.0,-5929642.0
2022Q2,2022,Q2,2022-05-31,2022-05-31,148873334.0,88363173.0,1936269.0,144320.0,60510161.0,0.0,-588861.0
2021Q4,2021,Q4,2021-11-30,2021-11-30,165313946.0,104465999.0,3642501.0,1122425.0,60847947.0,0.0,15513965.0
2021Q2,2021,Q2,2021-05-31,2021-05-31,165519776.0,105018976.0,2471269.0,784211.0,60500800.0,0.0,16066942.0
2020Q4,2020,Q4,2020-11-30,2020-11-30,165638039.0,104792447.0,5349187.0,1116546.0,60845592.0,0.0,15840413.0
2020Q2,2020,Q2,2020-05-31,2020-05-31,162831108.0,101530117.0,2113786.0,476808.0,61300991.0,0.0,12578083.0
2019Q4,2019,Q4,2019-11-30,2019-11-30,161991999.0,102185984.0,2159639.0,241428.0,59806015.0,0.0,13233950.0
2019Q2,2019,Q2,2019-05-31,2019-05-31,160245962.0,100479656.0,3305916.0,296291.0,59766306.0,0.0,6401970.0
2018Q4,2018,Q4,2018-11-30,2018-11-30,153879476.0,93695352.0,1736076.0,814260.0,60184124.0,0.0,-382334.0
2018Q2,2018,Q2,2018-05-31,2018-05-31,157550944.0,97053522.0,7319861.0,4828912.0,60497422.0,0.0,116757.0
2017Q4,2017,Q4,2017-11-30,2017-11-30,157271341.0,102930300.0,2082775.0,17642.0,54341041.0,0.0,161492.0
2017Q2,2017,Q2,2017-05-31,2017-05-31,159423475.0,105072916.0,2181833.0,16846.0,54350559.0,0.0,69123.0
2016Q4,2016,Q4,2016-11-30,2016-11-30,160653423.0,101632967.0,3132912.0,18008.0,59020456.0,0.0,91000.0
2016Q2,2016,Q2,2016-05-31,2016-05-31,170966011.0,108976698.0,3950581.0,2784449.0,61989313.0,0.0,-41293.0
2015Q4,2015,Q4,2015-11-30,2015-11-30,164553625.0,151707645.0,1703713.0,10357.0,12845980.0,0.0,139257.0
2015Q2,2015,Q2,2015-05-31,2015-05-31,166480929.0,150843017.0,6000532.0,1136051.0,15637912.0,0.0,146872.0
2014Q4,2014,Q4,2014-11-30,2014-11-30,166651176.0,152104940.0,1862266.0,16597.0,14546236.0,0.0,152020.0
2014Q2,2014,Q2,2014-05-31,2014-05-31,164212764.0,149362714.0,2424143.0,16004.0,14850050.0,0.0,151544.0
2013Q4,2013,Q4,2013-11-30,2013-11-30,156192180.0,141309360.0,6646052.0,17807.0,14882820.0,0.0,247709.0
2013Q2,2013,Q2,2013-05-31,2013-05-31,165985506.0,151130533.0,2289642.0,15970.0,14854973.0,0.0,425582.0
2012Q4,2012,Q4,2012-11-30,2012-11-30,172359805.0,106366858.0,2449692.0,1240340.0,65992947.0,0.0,-16254833.0
2012Q2,2012,Q2,2012-05-31,2012-05-31,165410622.0,100330286.0,1765402.0,326094.0,65080336.0,0.0,-16949323.0
2011Q4,2011,Q4,2011-11-30,2011-11-30,157220921.0,89861706.0,9709732.0,132479.0,67359215.0,0.0,-15796391.0
2011Q2,2011,Q2,2011-05-31,2011-05-31,156127902.0,86292133.0,2608599.0,134867.0,69835769.0,0.0,-13051218.0
2010Q4,2010,Q4,2010-11-30,2010-11-30,161906511.0,89395119.0,4176727.0,141826.0,72511392.0,0.0,-10114010.0
2010Q2,2010,Q2,2010-05-31,2010-05-31,164253081.0,93252012.0,3203711.0,143242.0,71001069.0,0.0,-10089994.0
