Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,1594220117.0,1565999005.0,29323834.0,23114140.0,28221112.0,0.0,96440195.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,1590239556.0,1573922750.0,3192187.0,837462.0,16316806.0,0.0,62854337.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,2113216222.0,2083628774.0,1357138.0,27858560.0,29587448.0,0.0,612242499.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,1802092128.0,1800552077.0,0.0,0.0,1540051.0,0.0,574566770.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,1625676370.0,1599134199.0,0.0,0.0,26542171.0,0.0,406920848.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,1324708812.0,1314724124.0,0.0,0.0,9984688.0,0.0,149438730.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,1477196883.0,1440286882.0,0.0,0.0,36910001.0,0.0,299479316.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,1365284482.0,1363619086.0,0.0,0.0,1665396.0,0.0,248217406.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,1208378424.0,1183075534.0,0.0,0.0,25302890.0,0.0,91466238.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,1333951221.0,1330602689.0,0.0,0.0,3348532.0,0.0,-86593348.0
