Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2023-01-31,2023-01-31,245297000.0,169375000.0,2710000.0,4817000.0,75922000.0,0.0,-9001000.0
2022Q2,2022,Q2,2022-07-31,2022-07-31,241534000.0,168301000.0,1821000.0,3118000.0,73233000.0,0.0,-10216000.0
2021Q3,2021,Q3,2021-08-31,2021-08-31,269156000.0,192030000.0,2052000.0,5631000.0,77126000.0,0.0,13135000.0
2021Q1,2021,Q1,2021-02-28,2021-02-28,269664778.0,195606394.0,2089935.0,3899658.0,74058384.0,0.0,16845623.0
2020Q3,2020,Q3,2020-08-31,2020-08-31,249707583.0,177040700.0,2707946.0,2705559.0,72666883.0,0.0,-1854664.0
2020Q1,2020,Q1,2020-02-29,2020-02-29,252401367.0,179907357.0,2318720.0,2440909.0,72494010.0,0.0,1025552.0
2019Q3,2019,Q3,2019-08-31,2019-08-31,252428369.0,178033602.0,3340859.0,4398081.0,74394767.0,0.0,-980426.0
2019Q1,2019,Q1,2019-02-28,2019-02-28,255201453.0,177319156.0,9350278.0,7738966.0,77882297.0,0.0,-1694872.0
2018Q3,2018,Q3,2018-08-31,2018-08-31,260213956.0,181654921.0,7363301.0,7981419.0,78559035.0,0.0,1023795.0
2017Q3,2017,Q3,2017-08-31,2017-08-31,265789587.0,179298315.0,7798223.0,16189732.0,86491272.0,0.0,248245.0
