Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,46525000.0,41109000.0,27267000.0,5232000.0,5416000.0,127000.0,40832000.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,44538000.0,39104000.0,24623000.0,5434000.0,5434000.0,193000.0,37345000.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,42943000.0,36832000.0,23888000.0,6111000.0,6111000.0,150000.0,33014000.0
