Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-10-31,2022-10-31,1596974875.0,1224070279.0,7443548.0,33377.0,372904596.0,0.0,-81699550.0
2022Q2,2022,Q2,2022-04-30,2022-04-30,1805748707.0,1419759109.0,13074449.0,10066395.0,385989598.0,0.0,116232469.0
2021Q4,2021,Q4,2021-10-31,2021-10-31,2097801612.0,1725074970.0,11387291.0,0.0,372726642.0,0.0,422005643.0
2021Q2,2021,Q2,2021-04-30,2021-04-30,2018818557.0,1640117697.0,0.0,0.0,378700860.0,0.0,337048370.0
2020Q4,2020,Q4,2020-10-31,2020-10-31,1610860519.0,1233155789.0,0.0,0.0,377704730.0,0.0,-69913538.0
2020Q2,2020,Q2,2020-04-30,2020-04-30,1505771116.0,1111916795.0,0.0,0.0,393854321.0,0.0,-191152532.0
2019Q4,2019,Q4,2019-10-31,2019-10-31,1773218312.0,1334204765.0,0.0,0.0,439013547.0,0.0,31135438.0
2019Q2,2019,Q2,2019-04-30,2019-04-30,1836008850.0,1349941021.0,0.0,0.0,486067829.0,0.0,46874169.0
2018Q4,2018,Q4,2018-10-31,2018-10-31,1708091366.0,1276190135.0,0.0,0.0,431901231.0,0.0,-26876717.0
2018Q2,2018,Q2,2018-04-30,2018-04-30,1809786733.0,1381159210.0,0.0,0.0,428627523.0,0.0,-11877968.0
