Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,101622822.0,67781831.0,11025383.0,2491335.0,33840991.0,0.0,-43203654.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,100446051.0,68191463.0,3333565.0,58501.0,32254588.0,0.0,-51179651.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,199535653.0,144093533.0,0.0,0.0,55442120.0,0.0,-9298732.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,194316485.0,138699032.0,0.0,0.0,55617453.0,0.0,-21818838.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,214059781.0,152153986.0,0.0,0.0,61905795.0,0.0,-8912051.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,212335395.0,151041046.0,0.0,0.0,61294349.0,0.0,-16425741.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,202963356.0,141375852.0,0.0,0.0,61587504.0,0.0,-26230113.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,213578711.0,149405931.0,0.0,0.0,64172780.0,0.0,-3916238.0
