Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,654735065.0,486565153.0,15025795.0,3236300.0,168169912.0,0.0,-165735764.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,707014551.0,475934281.0,13693216.0,7888887.0,231080270.0,0.0,-177204945.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,810147557.0,538681004.0,10346723.0,22212242.0,271466553.0,0.0,-114415090.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,839303015.0,546068567.0,0.0,0.0,293234448.0,0.0,-111959843.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,795871282.0,537958603.0,0.0,0.0,257912679.0,0.0,-120069807.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,751673372.0,506823636.0,0.0,0.0,244849736.0,0.0,-163323562.0
2019Q3,2019,Q3,2019-08-31,2019-08-31,901093366.0,605147021.0,0.0,0.0,295946345.0,0.0,-96011816.0
2019Q1,2019,Q1,2019-02-28,2019-02-28,971187706.0,641220022.0,0.0,0.0,329967684.0,0.0,-95911121.0
2018Q3,2018,Q3,2018-08-31,2018-08-31,1001283802.0,664726883.0,0.0,0.0,336556919.0,0.0,-1640755.0
2018Q1,2018,Q1,2018-02-28,2018-02-28,1126342221.0,742204317.0,0.0,0.0,384137904.0,0.0,-649167.0
2017Q3,2017,Q3,2017-08-31,2017-08-31,1157426442.0,761727107.0,0.0,0.0,395699335.0,0.0,2296160.0
