Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q4,2023,Q4,2023-02-28,2023-02-28,108428419.0,75239842.0,5088815.0,2504538.0,33188577.0,0.0,-32574245.0
2023Q2,2023,Q2,2022-08-31,2022-08-31,108821670.0,77696156.0,2737203.0,438710.0,31125514.0,0.0,-32700751.0
2022Q4,2022,Q4,2022-02-28,2022-02-28,121563627.0,90382595.0,2512733.0,522911.0,31181032.0,0.0,-20014312.0
2021Q4,2021,Q4,2021-02-28,2021-02-28,133264374.0,97368910.0,0.0,0.0,35895464.0,0.0,-15013051.0
2021Q2,2021,Q2,2020-08-31,2020-08-31,125022654.0,93924348.0,0.0,0.0,31098306.0,0.0,-19478987.0
2020Q4,2020,Q4,2020-02-29,2020-02-29,140320113.0,97006686.0,0.0,0.0,43313427.0,0.0,-16396649.0
2020Q2,2020,Q2,2019-08-31,2019-08-31,174172914.0,125793355.0,0.0,0.0,48379559.0,0.0,-13161737.0
2019Q4,2019,Q4,2019-02-28,2019-02-28,175357027.0,125499778.0,0.0,0.0,49857249.0,0.0,-13455314.0
2019Q2,2019,Q2,2018-08-31,2018-08-31,176058620.0,127544337.0,0.0,0.0,48514283.0,0.0,-1276323.0
2018Q4,2018,Q4,2018-02-28,2018-02-28,177609694.0,129515813.0,0.0,0.0,48093881.0,0.0,-925705.0
2018Q2,2018,Q2,2017-08-31,2017-08-31,181864498.0,133063260.0,0.0,0.0,48801238.0,0.0,-1100731.0
