Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q1,2023,Q1,2023-02-28,2023-02-28,182357450.0,118540233.0,13180857.0,16959039.0,63817217.0,0.0,-28438563.0
2022Q3,2022,Q3,2022-08-31,2022-08-31,183375896.0,118151845.0,4177932.0,10886632.0,65224051.0,0.0,-28826951.0
2022Q1,2022,Q1,2022-02-28,2022-02-28,196800214.0,134592632.0,2710572.0,3705083.0,62207582.0,0.0,-12479799.0
2021Q3,2021,Q3,2021-08-31,2021-08-31,218503292.0,140945622.0,5572682.0,19057123.0,77557670.0,0.0,-5931822.0
2021Q1,2021,Q1,2021-02-28,2021-02-28,204623654.0,139886893.0,2479570.0,6288516.0,64736761.0,0.0,-6854051.0
2020Q3,2020,Q3,2020-08-31,2020-08-31,187228944.0,128743867.0,5641347.0,7494313.0,58485077.0,0.0,-17997077.0
2020Q1,2020,Q1,2020-02-29,2020-02-29,209162659.0,134717240.0,7621567.0,13579261.0,74445419.0,0.0,-12063327.0
2019Q3,2019,Q3,2019-08-31,2019-08-31,201018335.0,137586764.0,2293802.0,3127396.0,63431571.0,0.0,-9177597.0
2019Q1,2019,Q1,2019-02-28,2019-02-28,204660495.0,138643294.0,4714411.0,5037972.0,66017201.0,0.0,-8180358.0
2018Q3,2018,Q3,2018-08-31,2018-08-31,218803197.0,144411345.0,5346427.0,13619522.0,74391852.0,0.0,-299002.0
2018Q1,2018,Q1,2018-02-28,2018-02-28,219698176.0,145446591.0,4119839.0,18797510.0,74251585.0,0.0,263693.0
