Symbol,Year,Quarter,Quarters,FillingDate,Date,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,MarketCap,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector
A,2011.0,Q2,2011Q2,2011-06-07,2011-04-30,200000000.0,1677000000.0,266000000.0,0.56,900000000.0,0.5366726297,8649000000.0,3953000000.0,5096000000.0,1592000000.0,4688000000.0,853000000.0,3837000000.0,12387900000.000002,11556900000.000002,11.39193083573487,3.201005025125628,0.2478899294716152,0.5423728813559322,0.033560010597898,11.39193083573487,0.050594485201113,7.386940966010735,15.484875,3.133797116114344,0.0,0.910902696365768,0.0,0.1938952480055497,2.44535175879397,0.0231240605850387,37.883486238532114,0.5366726296958855,0.037037037037037,1.1551184062147604,0.4522199868293067,0.2023883798149224,0.1029411764705882,0.0362694300518134,0.2606635071090047,0.2093751561693125,0.2048939892960067,0.3102886227413681,Diagnostics & Research,Healthcare
AACG,2011.0,Q2,2011Q2,2011-06-30,2011-06-30,13044730.0,77615695.0,14157036.0,0.56,44988477.0,0.5796311816,448967268.0,314663090.0,341381566.0,130563756.0,134304178.0,269637.0,-94653268.0,294983686.8117394,10149113.811739383,14.078885458612977,2.6146732941720825,0.0,0.0,0.0352417793382412,14.078885458612977,0.0414561809584975,3.800567485889798,5.653311467767814,0.9374588128901276,,121.00423161509734,,0.1728760658783704,2.8619866833487846,0.0290549688802703,0.0,0.5796311815541947,3.333333333333333,1.4759712813833816,1.0747927968527613,0.0,1.010426912229181,3.333341501837287,2.753367672351814,-0.4031888264707067,-0.3531301532190645,-0.524885084632157,Education & Training Services,Consumer Defensive
AADI,2011.0,Q2,2011Q2,2011-08-15,2011-06-30,-11914.0,0.0,-10129.0,-0.0066017639132977,0.0,0.0,15480.0,-52905.0,15480.0,68385.0,68385.0,0.0,0.0,162420210.0,162530980.0,-0.0293156251922097,0.2263654310155736,7.751937984496124,-2.2682166146867027,-0.1509650495565988,-0.0293156251922097,0.2251961062281448,0.0,-3408.1796625818365,-3070.035157357528,0.0,0.0,0.0,0.0,0.1349711193975287,-0.7696382428940568,-9192.9029884537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Biotechnology,Healthcare
AAIC,2011.0,Q2,2011Q2,2011-07-29,2011-06-30,91000.0,4182000.0,0.0,0.01,0.0,0.0,918379000.0,210117000.0,0.0,0.0,708262000.0,0.0,-1345512000.0,242424962.277,202721962.277,27.206655444775347,0.0,0.0163331260841112,0.0713887976698696,0.0,27.206655444775347,0.0004330920391972,57.96866625466284,666.0026436181319,1.1537617721412357,63.78021978021978,0.0,0.0239414289084975,0.0045536755522502,0.0,9.908763157694157e-05,11.315050748051345,0.0,-0.996124031007752,1.003336454498645,-0.9606707818764748,-0.8165743108550503,0.0,-0.99540055597675,0.0,1.0035499943187245,-0.9170641523130452,-0.4025374577262459,REIT—Mortgage,Real Estate
AAL,2011.0,Q2,2011Q2,2011-07-20,2011-06-30,-286000000.0,6114000000.0,-71000000.0,-2.28,3065000000.0,0.5013084724,25787000000.0,-4509000000.0,7997000000.0,9766000000.0,30296000000.0,641000000.0,-6329000000.0,1114841475.0,12678841475.0,-36.03668404963136,0.8188613557239403,0.460774809012293,-2.6351740962519408,-0.0153814155174531,-36.03668404963136,0.063428698159237,0.1823424067713444,-0.974511778846154,-0.2472480538922155,0.0,4.7566302652106085,0.0,0.2370962112692441,0.6267663321728446,-0.0110908597355256,-2.47193231707317,0.5013084723585214,0.3504273504273504,-1.5928689883913765,-0.3827327796165615,-4.354293982841697,0.0664578983994432,0.3440366972477064,0.6939655172413793,0.8520120392512575,-0.2586280444355339,-3.035171731702931,Airlines,Industrials
AAME,2011.0,Q2,2011Q2,2011-08-12,2011-06-30,192000.0,29073000.0,332000.0,0.0085691332678746,29073000.0,1.0,73770000.0,84188000.0,24652000.0,149500000.0,190698000.0,0.0,5351000.0,45587899.99999999,62173899.99999999,3.7857721018077166,0.1648963210702341,0.5590077267181781,0.489832280134936,0.0015307830912251,3.7857721018077166,0.0022806100631919,1.5680493929075083,59.35924479166666,0.5415011640613864,0.0,0.0,0.0,0.3941032940219601,0.2150033444816053,0.0026026840178934,30.886111111111106,1.0,-0.5715433366062662,1.6233720776395475,-0.4389928008610788,-0.1043730288977745,0.0362858670468722,-0.5906183368869936,-0.4713375796178344,-0.7595714685885123,0.1177136039114448,0.0227138020182736,Insurance—Life,Financial Services
AAN,2011.0,Q2,2011Q2,2011-08-04,2011-06-30,10799000.0,482700000.0,18299000.0,0.13,400774000.0,0.8302755335,1555593000.0,1001133000.0,1075247000.0,471829000.0,554460000.0,803734000.0,862186000.0,2251926360.0,2149600360.0,12.563474135983736,2.2788912932439507,0.0476043540951907,0.0739691929044392,0.010426748375359,12.563474135983736,0.010786778579869,4.66527110006215,52.13275210667655,2.249377814935678,0.0966756181127882,0.1019317336332667,0.0004636030815856,0.3102996735007164,0.5754478847209477,0.0069420471807214,63.25102828413336,0.8302755334576342,-0.7636363636363637,-0.4892230640250878,0.4654047092691279,0.7229302098917108,-0.0746301051037183,-0.7567190069611841,-0.7479233534913835,-0.5349004459540511,0.176956469957429,0.4038821756803062,Rental & Leasing Services,Industrials
AAON,2011.0,Q2,2011Q2,2011-08-04,2011-06-30,3839000.0,69076000.0,6040000.0,0.07,11737000.0,0.1699142972957322,186360000.0,120029000.0,97722000.0,58262000.0,66331000.0,45311000.0,119930000.0,539777453.625,545074453.625,2.15845527907029,1.6772853661048368,0.0409315303713243,0.0635513084337951,0.0307759318419043,2.15845527907029,0.031983937215173,7.814254641626614,35.150915187874446,4.497058657699389,0.0023443605105496,1.2654543046942244,1.6673538213866518e-05,0.370658939686628,0.8132058631698191,0.0205999141446662,-91.84574674578867,0.1699142972957322,0.0,0.2457860907830535,0.3096079685306068,0.5858298112755717,0.0085066162570888,0.0517808219178082,-0.0090237899917965,-0.4673515707936455,-0.0054647695892682,0.4311102046038398,Building Products & Equipment,Industrials
AAP,2011.0,Q2,2011Q2,2011-06-30,2011-06-30,113107000.0,1479839000.0,188927000.0,1.46,735848000.0,0.4972486871882685,3603468000.0,764278000.0,2342166000.0,2086035000.0,2839190000.0,2091913000.0,1826392000.0,4444011710.0,4941602710.0,10.059068953263402,1.1227836541572889,0.1571849673703221,0.7411059849949887,0.0888647586507959,10.059068953263402,0.1479919610403544,3.003037296624836,9.822583283970046,5.814653450707727,0.039378641463393,0.3556510237280422,0.0010022475840865,0.4106707760413024,0.0915650983804202,0.0313883736445002,33.06851586451171,0.4972486871882685,0.0814814814814813,1.4990001054712636,0.8574053434473644,0.1389402965099822,-0.232052565171608,0.0321582727247839,0.0158621765056969,0.8761406182967223,0.4974035372347195,-0.0798257815464396,Specialty Retail,Consumer Cyclical
AAPL,2011.0,Q2,2011Q2,2011-04-21,2011-03-26,5987000000.0,24667000000.0,7874000000.0,0.23,10218000000.0,0.4142376454,94904000000.0,61477000000.0,46997000000.0,24327000000.0,33427000000.0,930000000.0,49025000000.0,324540321840.0,308562321840.0,2.3782676082404417,1.931886381386936,0.0,0.0,0.0970655033486846,2.3782676082404417,0.0973860142817639,13.15686227915839,13.551875807583096,5.2790526837679135,0.0,15.536559139784949,0.0,0.2599152828121048,1.6577876433592305,0.0630848014836044,58.33908355923063,0.4142376454372238,0.0,12.30089926732785,4.154482479613613,5.449833264740055,-0.0077684987376189,-0.0028314457028647,0.0060048549891401,4.458302635419361,2.1284224825545954,2.24435170493594,Consumer Electronics,Technology
