Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,606129624.0,600196913.0,2368513.0,233198.0,5932711.0,0.0,175896846.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,483248683.0,478642948.0,1469437.0,115.0,4605735.0,0.0,86036038.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,648812766.0,625774811.0,3178988.0,12481544.0,23037955.0,0.0,235268762.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,614831066.0,606133935.0,0.0,0.0,8697131.0,0.0,232017881.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,554552762.0,545936499.0,0.0,0.0,8616263.0,0.0,206828068.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,478954007.0,471361498.0,0.0,0.0,7592509.0,0.0,151856319.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,453354684.0,446772591.0,0.0,0.0,6582093.0,0.0,154624441.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,406432858.0,401407983.0,0.0,0.0,5024875.0,0.0,123032007.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,355485481.0,352674978.0,0.0,0.0,2810503.0,0.0,99699925.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,348222411.0,342729431.0,0.0,0.0,5492980.0,0.0,-10780214.0
