Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,1252456830.0,1041159645.0,4011590.0,1842231.0,211297185.0,0.0,657574137.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,1217909835.0,1197750016.0,1309476.0,741463.0,20159819.0,0.0,621653091.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,1496802508.0,1472905839.0,1646492.0,2873704.0,23896669.0,0.0,880935015.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,1454117468.0,1417531323.0,2824630.0,15551874.0,36586145.0,0.0,837196343.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,1306920382.0,1278088238.0,-3399280.0,8007518.0,28832144.0,0.0,675941735.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,1157703712.0,1139146292.0,0.0,0.0,18557420.0,0.0,541245248.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,1294921135.0,1271814789.0,0.0,0.0,23106346.0,0.0,670106930.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,1267097262.0,1247573014.0,0.0,0.0,19524248.0,0.0,636479363.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,1108268289.0,1086906377.0,0.0,0.0,21361912.0,0.0,442386804.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,1266208584.0,1241662787.0,0.0,0.0,24545797.0,0.0,-3507675.0
