Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-10-31,2022-10-31,1239643872.0,759715675.0,8729265.0,6654102.0,479928197.0,0.0,-69631302.0
2022Q2,2022,Q2,2022-04-30,2022-04-30,1413849843.0,872649863.0,107816770.0,6826062.0,541199980.0,0.0,60827255.0
2021Q4,2021,Q4,2021-10-31,2021-10-31,1654330868.0,1111526050.0,72196867.0,7823399.0,542804818.0,0.0,309294895.0
2021Q2,2021,Q2,2021-04-30,2021-04-30,1595220389.0,1087042124.0,0.0,0.0,508178265.0,0.0,297993.0
2020Q4,2020,Q4,2020-10-31,2020-10-31,1284031230.0,889576553.0,0.0,0.0,394454677.0,0.0,-2451572.0
2020Q2,2020,Q2,2020-04-30,2020-04-30,1084893849.0,699353874.0,0.0,0.0,385539975.0,0.0,-13666609.0
2019Q4,2019,Q4,2019-10-31,2019-10-31,1146482586.0,754310029.0,0.0,0.0,392172557.0,0.0,-9375303.0
2019Q2,2019,Q2,2019-04-30,2019-04-30,1157128447.0,772805358.0,0.0,0.0,384323089.0,0.0,-21732600.0
2018Q4,2018,Q4,2018-10-31,2018-10-31,1133117771.0,741305850.0,0.0,0.0,391811921.0,0.0,-6092183.0
2018Q2,2018,Q2,2018-04-30,2018-04-30,1176129786.0,773419998.0,0.0,0.0,402709788.0,0.0,-31367095.0
