Bar Time,Date,Open,High,Low,Close,Adj Close,Volume,rsi,ema_9,ema_15,ema_120,Target
0,2015-01-02,27.84749984741211,27.860000610351562,26.837499618530273,27.332500457763672,24.53176498413086,212818400,,,,,0.0
1,2015-01-05,27.072500228881836,27.162500381469727,26.352500915527344,26.5625,23.840667724609375,257142000,,,,,1.0
2,2015-01-06,26.635000228881836,26.857500076293945,26.157499313354492,26.565000534057617,23.842910766601562,263188400,,,,,1.0
3,2015-01-07,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,24.177234649658203,160423600,,,,,1.0
4,2015-01-08,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,25.106185913085938,237458000,,27.07400016784668,,,2.0
5,2015-01-09,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,25.133108139038086,214798000,,27.38350028991699,,,2.0
6,2015-01-12,28.149999618530273,28.157499313354492,27.200000762939453,27.3125,24.513811111450195,198603200,,27.35983352661133,,,0.0
7,2015-01-13,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,24.731470108032227,268367600,,27.424889119466147,,,1.0
8,2015-01-14,27.260000228881836,27.622499465942383,27.125,27.450000762939453,24.637229919433594,195826400,,27.43325966729058,,,1.0
9,2015-01-15,27.5,27.514999389648438,26.665000915527344,26.704999923706055,23.968563079833984,240056000,,27.190506419429074,27.23950023651123,,1.0
10,2015-01-16,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,23.78232192993164,314053200,,26.959504101600178,27.104591005498712,,1.0
11,2015-01-20,26.959999084472656,27.24250030517578,26.625,27.18000030517578,24.3948974609375,199599600,,27.03300283612538,27.11830178725818,,1.0
12,2015-01-21,27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,24.581127166748047,194303600,,27.15116881173007,27.167247055563866,,1.0
13,2015-01-22,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,25.220623016357422,215185600,,27.46744600164329,27.336838569364932,,1.0
14,2015-01-23,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,25.35076332092285,185859200,57.671288449604816,27.72663094750666,27.501958982068288,,1.0
15,2015-01-26,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,25.377689361572266,222460000,57.89997251260076,27.909420504514532,27.642511825061376,,1.0
16,2015-01-27,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,24.489133834838867,382274800,48.573517499773864,27.70128028548039,27.577509647306965,,1.0
17,2015-01-28,29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,25.87357521057129,585908400,59.515611849588765,28.076686653536406,27.80478050955087,,1.0
18,2015-01-29,29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,26.679107666015625,337745600,64.27818567232644,28.62612456284751,28.1539113953543,,1.0
19,2015-01-30,29.600000381469727,30.0,29.212499618530273,29.290000915527344,26.288679122924805,334982000,60.55961761215295,28.847416680407456,28.360473126294853,,1.0
20,2015-02-02,29.512500762939453,29.792499542236328,29.020000457763672,29.657499313354492,26.61852264404297,250956400,62.53171065039369,29.117444224723133,28.596296069396605,,1.0
21,2015-02-03,29.625,29.772499084472656,29.40250015258789,29.662500381469727,26.623016357421875,207662800,62.559146854329505,29.299129610305332,28.790151398864445,,1.0
22,2015-02-04,29.625,30.127500534057617,29.577499389648438,29.889999389648438,26.827199935913086,280598800,63.85573191395025,29.4960862034197,28.99012376082517,,1.0
23,2015-02-05,30.0049991607666,30.0575008392334,29.8125,29.985000610351562,27.0186767578125,168984800,64.40999717620856,29.659057672396987,29.17101046073906,,1.0
24,2015-02-06,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,26.791154861450195,174826400,61.701718892395164,29.68353847369597,29.27309948174904,,1.0
25,2015-02-09,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,26.9691219329834,155559200,63.011785451540426,29.765692417522576,29.392535995099355,,1.0
26,2015-02-10,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,27.48723602294922,248034000,66.59452911686233,30.01212799860392,29.594802025220673,,1.0
27,2015-02-11,30.6924991607666,31.229999542236328,30.625,31.219999313354492,28.13150405883789,294247200,70.43006911215726,30.414751770187443,29.890292441245006,,1.0
28,2015-02-12,31.514999389648438,31.8700008392334,31.392499923706055,31.614999771118164,28.487428665161133,297898000,72.32083618910961,30.81483443716435,30.203875592131034,,1.0
29,2015-02-13,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,28.627094268798828,217088800,73.04908852466376,31.133223110697458,30.488625567700606,28.57250010172526,1.0
30,2015-02-17,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,28.796049118041992,252609600,73.94222650556502,31.407982226386196,30.755693729530254,28.790887221469674,0.0
31,2015-02-18,31.907499313354492,32.19499969482422,31.862499237060547,32.18000030517578,28.99654197692871,179566800,75.00094809137902,31.665321585982724,31.014658561465804,29.009539678482973,0.0
32,2015-02-19,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,28.93570899963379,149449600,74.01840904103533,31.814380803008664,31.214265957028484,29.209730617746043,0.0
33,2015-02-20,32.154998779296875,32.375,32.01250076293945,32.375,29.17224884033203,195793600,75.36972508886394,32.00125386867244,31.425308510296034,29.413941545633396,0.0
34,2015-02-23,32.505001068115234,33.25,32.415000915527344,33.25,29.960681915283203,283896400,79.24480135138069,32.41750257911496,31.75707059933312,29.661429187850597,2.0
35,2015-02-24,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,29.77370262145996,276912400,76.18376073938934,32.62583490015542,31.990784952588246,29.87956275910129,2.0
36,2015-02-25,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,29.012298583984375,298846800,65.14756360108305,32.48305604061468,32.02836920148733,30.029106988935606,2.0
37,2015-02-26,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,29.379493713378906,365150000,67.58618015362525,32.52370387448856,32.133211081623514,30.195293605277588,2.0
38,2015-02-27,32.5,32.64250183105469,32.060001373291016,32.1150016784668,28.937969207763672,248059200,61.97117616895388,32.38746980914797,32.129900281049565,30.31914573903173,2.0
39,2015-03-02,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,29.079883575439453,192386800,63.03423135457302,32.3491462342562,32.1558273362174,30.44516853551179,2.0
40,2015-03-03,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,29.140708923339844,151265200,63.5050970515842,32.34609754036676,32.189313302830215,30.567415736613473,2.0
41,2015-03-04,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,28.955984115600586,126665200,60.96522818884047,32.27573113408891,32.1794378516853,30.668550096930876,2.0
42,2015-03-05,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,28.476165771484375,226068400,54.83082991542373,32.05132106123505,32.07454022692931,30.728804988453227,0.0
43,2015-03-06,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530273,28.518957138061523,291368400,55.263247314080886,31.917547247000126,31.99735102540221,30.7882369000711,0.0
44,2015-03-09,31.989999771118164,32.39250183105469,31.264999389648438,31.78499984741211,28.640607833862305,354114000,56.53680931080689,31.873364780470787,31.9587417203131,30.85254418699633,0.0
45,2015-03-10,31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,28.048154830932617,275426400,49.191778216525876,31.62474336499973,31.80760695917574,30.870283306161575,0.0
46,2015-03-11,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,27.536792755126953,275756000,43.891498225192436,31.269828731980613,31.58076923313331,30.85026499388937,1.0
47,2015-03-12,30.577499389648438,31.225000381469727,30.407499313354492,31.112499237060547,28.03463363647461,193450800,49.586610502718706,31.21738556700726,31.495629233847353,30.867183332158476,0.0
48,2015-03-13,31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,27.84090232849121,207309200,47.56341435064374,31.110756739495724,31.38687829759741,30.869139187146487,0.0
49,2015-03-16,30.969999313354492,31.237499237060547,30.717500686645508,31.237499237060547,28.14727210998535,143497200,50.97030200595002,31.153004238683998,31.35971846840889,30.892904351657073,0.0
50,2015-03-17,31.475000381469727,31.829999923706055,31.412500381469727,31.760000228881836,28.61808204650879,204092400,55.73045742272067,31.355336235416612,31.43249697031306,30.948846021155443,0.0
51,2015-03-18,31.75,32.290000915527344,31.592500686645508,32.11750030517578,28.940217971801758,261083600,58.68597232460861,31.609390925336335,31.557043031197193,31.024243071737402,0.0
52,2015-03-19,32.1875,32.3125,31.850000381469727,31.875,28.721708297729492,183238000,55.95697457020293,31.697927283557558,31.61485338916134,31.07913061549628,0.0
53,2015-03-20,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,28.36128044128418,274780400,51.68739156918538,31.623618316194946,31.589425569581046,31.104670600397792,0.0
54,2015-03-23,31.780000686645508,31.962499618530273,31.6299991607666,31.802499771118164,28.65637969970703,150838800,54.73283234444418,31.68324546783602,31.628166333496885,31.149691837218462,0.0
55,2015-03-24,31.8075008392334,32.0099983215332,31.639999389648438,31.672500610351562,28.539241790771484,131369200,53.296666945019474,31.679663848674533,31.636227111106827,31.183421435485116,0.0
56,2015-03-25,31.635000228881836,31.704999923706055,30.844999313354492,30.844999313354492,27.793603897094727,206620800,45.1714750468241,31.401442336901187,31.492367511515493,31.161587750186367,0.0
57,2015-03-26,30.690000534057617,31.219999313354492,30.649999618530273,31.059999465942383,27.98732566833496,190291600,47.41460029866916,31.287628046581585,31.41375513959311,31.155033667331917,0.0
58,2015-03-27,31.142499923706055,31.174999237060547,30.727500915527344,30.8125,27.76431655883789,158184800,45.12587946663351,31.12925203105439,31.304436023303452,31.13293472105244,0.0
59,2015-03-30,31.012500762939453,31.600000381469727,31.0,31.592500686645508,28.46715545654297,188398800,52.850287088551006,31.28366824958476,31.356811416638372,31.162584138187476,0.0
60,2015-03-31,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,28.030139923095703,168362400,48.29772125215437,31.22494552515449,31.311482082030295,31.159030327742734,0.0
61,2015-04-01,31.204999923706055,31.280000686645508,30.774999618530273,31.0625,27.989587783813477,162485600,47.885558172259124,31.170797016769658,31.266212612570243,31.152802564662558,0.0
62,2015-04-02,31.25749969482422,31.389999389648438,31.047500610351562,31.329999923706055,28.230621337890625,128880400,50.58513183674501,31.223864652415124,31.277810305504026,31.164234652342785,0.0
63,2015-04-06,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530273,28.687910079956055,148776000,55.31447436408011,31.428409641120172,31.379571998781525,31.207671101774235,0.0
64,2015-04-07,31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,28.38606071472168,140049200,51.7908569815447,31.453106605432655,31.401922641558997,31.226692355469936,0.0
65,2015-04-08,31.462499618530273,31.600000381469727,31.24250030517578,31.399999618530273,28.293701171875,149316800,50.726100627194434,31.435404276465196,31.40157300100832,31.237873469215764,0.0
66,2015-04-09,31.462499618530273,31.645000457763672,31.165000915527344,31.639999389648438,28.509950637817383,129936000,53.154567388569376,31.503602647526275,31.44492325348834,31.263817076985614,0.0
67,2015-04-10,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530273,28.6315975189209,160752000,54.51261368405823,31.594068304527607,31.50493713804142,31.296796595794948,0.0
68,2015-04-13,32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530273,28.575281143188477,145460400,53.73593334111939,31.63354540919516,31.542675770857574,31.323616145648842,0.0
69,2015-04-14,31.75,31.822500228881836,31.477500915527344,31.575000762939453,28.45138168334961,102098400,51.98126163220288,31.614030527109925,31.548553042145187,31.339834508054686,1.0
70,2015-04-15,31.602500915527344,31.782499313354492,31.502500534057617,31.69499969482422,28.55951499938965,115881600,53.41106667597179,31.641020249681358,31.575179706268646,31.362748391072074,1.0
