Bar Time,Date,Open,High,Low,Close,Adj Close,Volume,rsi,ema_9,ema_15,ema_120,Target
0,2015-01-02,15.628999710083008,15.737500190734863,15.347999572753906,15.425999641418457,15.425999641418457,55664000,,,,,2.0
1,2015-01-05,15.350500106811523,15.418999671936035,15.042499542236328,15.10949993133545,15.10949993133545,55484000,,,,,2.0
2,2015-01-06,15.112000465393066,15.149999618530273,14.619000434875488,14.76449966430664,14.76449966430664,70380000,,,,,0.0
3,2015-01-07,14.875,15.064000129699707,14.766500473022461,14.920999526977539,14.920999526977539,52806000,,,,,0.0
4,2015-01-08,15.015999794006348,15.156999588012695,14.805500030517578,15.02299976348877,15.02299976348877,61768000,,15.04879970550537,,,2.0
5,2015-01-09,15.074000358581543,15.143500328063965,14.833999633789062,14.846500396728516,14.846500396728516,51848000,,14.981366602579753,,,1.0
6,2015-01-12,14.878000259399414,14.92549991607666,14.46399974822998,14.570500373840332,14.570500373840332,68428000,,14.844411192999946,,,1.0
7,2015-01-13,14.87399959564209,15.074999809265137,14.661499977111816,14.737000465393066,14.737000465393066,82728000,,14.808607617130987,,,1.0
8,2015-01-14,14.596500396728516,14.795499801635742,14.324999809265137,14.66349983215332,14.66349983215332,110774000,,14.760238355471765,,,1.0
9,2015-01-15,14.699999809265137,14.800000190734863,14.340999603271484,14.34749984741211,14.34749984741211,88384000,,14.622658852785213,14.84089994430542,,1.0
10,2015-01-16,14.314000129699707,14.53950023651123,14.262499809265137,14.536999702453613,14.536999702453613,69564000,,14.59410580267468,14.785645354877818,,1.0
11,2015-01-20,14.629500389099121,14.668000221252441,14.319499969482422,14.472000122070312,14.472000122070312,61502000,,14.55340390913989,14.728618948912818,,1.0
12,2015-01-21,14.482000350952148,15.300000190734863,14.36299991607666,14.862500190734863,14.862500190734863,201302000,,14.656436003004881,14.752960992880462,,1.0
13,2015-01-22,15.0,15.612500190734863,15.0,15.515999794006348,15.515999794006348,107252000,,14.942957266672037,14.891695320357895,,1.0
14,2015-01-23,15.404000282287598,15.846500396728516,15.38599967956543,15.619500160217285,15.619500160217285,89928000,52.9049773185556,15.168471564520454,15.024023473059602,,1.0
15,2015-01-26,15.590999603271484,15.649999618530273,15.37600040435791,15.482999801635742,15.482999801635742,63394000,50.66858565295812,15.27331431022555,15.1074737146189,,1.0
16,2015-01-27,15.3149995803833,15.51200008392334,15.131500244140625,15.337499618530273,15.337499618530273,58406000,48.32367799326876,15.294709412993791,15.14929660623915,,1.0
17,2015-01-28,15.490500450134277,15.575499534606934,15.1899995803833,15.195500373840332,15.195500373840332,61276000,46.082235109185916,15.261639733275972,15.157697291257547,,1.0
18,2015-01-29,15.236499786376953,15.640000343322754,14.966500282287598,15.58899974822998,15.58899974822998,173132000,52.638226131806,15.370759738260642,15.236115919797989,,1.0
19,2015-01-30,17.31599998474121,17.975000381469727,17.03700065612793,17.726499557495117,17.726499557495117,477122000,72.32410651376617,16.156006344672132,15.688912944833831,,1.0
20,2015-02-02,17.502500534057617,18.25,17.500499725341797,18.223499298095703,18.223499298095703,204638000,74.93304165233823,16.84517066247999,16.14974682724508,,1.0
21,2015-02-03,18.01449966430664,18.391000747680664,18.010499954223633,18.177499771118164,18.177499771118164,124252000,74.23552385018559,17.28928036535938,16.518429180676552,,1.0
22,2015-02-04,17.91900062561035,18.375,17.911500930786133,18.237499237060547,18.237499237060547,83398000,74.56806095464798,17.605353322593103,16.83098737274637,,1.0
23,2015-02-05,18.299999237060547,18.940000534057617,18.295000076293945,18.694499969482422,18.694499969482422,144952000,77.0027773426313,17.968402204889543,17.1698078448802,,0.0
24,2015-02-06,18.743499755859375,18.79949951171875,18.550500869750977,18.714000701904297,18.714000701904297,77848000,77.10350682134614,18.216935037227795,17.450570182520945,,0.0
