Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q2,2023,Q2,2022-12-31,2022-12-31,36557033.0,33760151.0,6521652.0,2796882.0,2796882.0,1759250.0,-39988229.0
2022Q4,2022,Q4,2022-08-25,2022-06-30,34954924.0,34654956.0,5752994.0,299968.0,299968.0,1172476.0,-35983424.0
2022Q2,2022,Q2,2021-11-24,2021-11-24,29253152.0,-12198887.0,14192152.0,40828882.0,44311153.0,32866.0,-62325124.0
2021Q4,2021,Q4,2021-06-30,2021-06-30,40875828.0,-3221654.0,32521714.0,38697292.0,42495816.0,229392.0,-38574620.0
2021Q2,2021,Q2,2020-12-31,2020-12-31,85858922.0,28689137.0,73172658.0,49853914.0,53725959.0,132992.0,-2615953.0
2020Q4,2020,Q4,2020-06-30,2020-06-30,63349434.0,23806462.0,50275934.0,32735590.0,36522598.0,0.0,7034899.0
2020Q2,2020,Q2,2019-12-31,2019-12-31,56872208.0,24644986.0,50876771.0,29967924.0,32227222.0,755191.0,11333225.0
2019Q4,2019,Q4,2019-06-30,2019-06-30,51351317.0,24525214.0,45698915.0,22828865.0,26826103.0,112641.0,12085566.0
2018Q4,2018,Q4,2018-06-30,2018-06-30,33729693.0,14033535.0,29044735.0,16914656.0,19696158.0,2728.0,8277801.0
2018Q2,2018,Q2,2017-12-31,2017-12-31,46540899.0,12489090.0,41568982.0,34051809.0,34051809.0,112404.0,6566838.0
2017Q4,2017,Q4,2017-06-30,2017-06-30,27015948.0,10131873.0,22126781.0,16884075.0,16884075.0,282474.0,4888298.0
