Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q4,2023,Q4,2023-03-31,2023-03-31,930147834.0,910948934.0,18963952.0,3488584.0,19198900.0,0.0,-244371898.0
2023Q2,2023,Q2,2022-09-30,2022-09-30,928911554.0,872213880.0,18166986.0,3514117.0,56697674.0,0.0,-283268432.0
2022Q4,2022,Q4,2022-03-31,2022-03-31,1074192761.0,1036685870.0,18926739.0,9765958.0,37506891.0,0.0,-118796442.0
2022Q2,2022,Q2,2021-09-30,2021-09-30,1169798610.0,1119559569.0,0.0,0.0,50239041.0,0.0,-43209632.0
2021Q4,2021,Q4,2021-03-31,2021-03-31,1155773381.0,1102272659.0,0.0,0.0,53500722.0,0.0,-60496542.0
2021Q2,2021,Q2,2020-09-30,2020-09-30,1099044789.0,1047933220.0,0.0,0.0,51111569.0,0.0,-138188669.0
2020Q4,2020,Q4,2020-03-31,2020-03-31,976490871.0,926184406.0,0.0,0.0,50306465.0,0.0,-259937483.0
2020Q2,2020,Q2,2019-09-30,2019-09-30,1163447980.0,1135169486.0,0.0,0.0,28278494.0,0.0,-53255554.0
2019Q4,2019,Q4,2019-03-31,2019-03-31,1166471449.0,1116969839.0,0.0,0.0,49501610.0,0.0,-71455201.0
2019Q2,2019,Q2,2018-09-30,2018-09-30,1233568068.0,1143775887.0,0.0,0.0,89792181.0,0.0,-52456310.0
2018Q4,2018,Q4,2018-03-31,2018-03-31,1288300932.0,1169160724.0,0.0,0.0,119140208.0,0.0,-10135840.0
2018Q2,2018,Q2,2017-09-30,2017-09-30,1307735220.0,1212324876.0,0.0,0.0,95410344.0,0.0,-2769377.0
