Symbol,Year,Date,FillingDate,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Price,MarketCap,AvgVolume,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
A,2020,2020-10-31,2020-12-18,32463810000.0,15.770226537216828,0.2450399916900384,0.0998915482521598,5.908561528376101,43.874561891516,6.473591216909502,0.3087621696801113,3.475,0.0070373846796135,1.6898432174505793,39.333927680798006,0.5313729162764562,-0.3175074183976262,Diagnostics & Research,Healthcare,118.36,34960703360,2023500,0.0746857795782694,0.1475477118817976,2.3278800272665303,0.158456639820191,0.1346694137478928,0.9755797250153908,0.5545860600394723,-0.0533773179614576,0.5783047559121177,-0.0386235729397161,-0.0780209486068291,0.7947069503434534,-0.0238017370924566,-0.0727681225682024,-0.0151532151699502,-0.3286647992530345,0.0340887081154367,-0.1009564293304994,0.0114081996434937
AA,2020,2020-12-31,2021-02-25,5142440970.200001,17.683835657202025,0.1658369214208826,-0.0058675375167693,0.4613871387249623,-306.03149787142854,1.3034502495284457,0.0,5.700286123032904,0.0,0.7834118073161898,104.49856024878048,0.1418264053413741,0.9836304347826086,Aluminum,Basic Materials,34.14,6090609867,4536116,-0.0009418729817007,-0.0042592029205962,1.6370880115900035,0.045552444540168,-0.0015076459185871,3.003650745360511,0.6247308934337998,-0.2383160245303213,0.1829436059896193,0.0573231543407036,0.2047069901220299,0.2597957759286693,-0.0228842467279236,0.0802521547140209,0.8517644151302317,0.9835873388042204,-0.1099396146841752,-0.407563025210084,-0.305379746835443
AAC,2020,2021-12-31,2022-03-04,147385.0,0.0,0.2815511724533168,-0.0167044955308772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shell Companies,Financial Services,10.56,760289365,395647,72.8970055876594,3420.865979381443,1.0217735009369144,0.0,0.0,45.92738682205289,0.0,0.0,0.2127285772834455,-72.85890567009501,-3420.82500654239,-0.6568070886139777,0.0,0.0,-45.85198189541188,0.0,,0.0,0.0
AACG,2020,2020-12-31,2020-12-31,178220884.64552397,6.332740153548587,0.0830041804309888,-0.3297473480282207,1.4994699626647492,-2.417517272554324,1.2256018424584882,-0.195039510363937,60.66688978285889,0.0806776077996168,0.4182448224450583,-7.417249080788183,0.3924738406507437,0.3897338403041825,Education & Training Services,Consumer Defensive,1.41,44536119,12793,-0.1747412662294799,-0.5069671502961094,0.4399666487151871,-0.6435193164758174,-0.6202520162680885,1.6525542521606438,0.2817262365076334,-0.0316172449707425,-0.2127442544312583,0.0259811862417705,-0.0606131302623006,-0.2533032463204531,0.4697036567446334,0.750444026421498,0.5966536966630864,0.249441381441427,0.6586608366946944,0.0411801466806375,0.7750757097936964
AADI,2020,2020-12-31,2021-03-11,312123892.4,-0.5965940010822384,0.5448074369189907,1.2435234657768897,21.8802066,-88.07443714778609,-24.6398722972973,0.0,0.0,0.0,0.6189367223368155,-24.118013731202264,1.0,0.8477683114348054,Biotechnology,Healthcare,6.35,155174950,119009,-0.1847543160690571,0.2797619047619047,0.6216315124093419,-0.1820714285714285,-0.2484285714285714,-0.824967824967825,0.7436918990703851,1.8559455539654643,-10.9360957386223,0.3979293781070341,0.9166934918007892,-11.2471194342749,-0.1820714285714285,-0.2484285714285714,-0.9180678952203472,0.8505404736655151,4.095809523809524,0.8863973557547249,0.0
AAIC,2020,2020-12-31,2021-02-26,265148540.0,6.967999320940497,0.1374591818302541,-0.1084945413683874,-2.424575597539065,-1.972894736842105,0.5424799610183945,-0.1670949258668557,0.0,0.084695307228765,51.44542447629548,5.155380875202593,1.0,-7.193548387096774,REIT—Mortgage,Real Estate,4.57,129607028,336629,-0.0558533605963102,-0.2749665001827263,51.44542447629548,0.0,0.0,3.923007268445202,-0.0454482843377826,-0.3848855607520158,21.736680369994577,-0.0592887626873506,-0.316959117402694,21.736680369994577,-3.85965156309768,-0.4778662586500678,-7.300486839998546,-5.927667006258186,-2.916089995479361,-1.403632694248234,-2.916089995479361
AAL,2020,2020-12-31,2021-02-17,48406913760.0,-14.19130046622359,0.6615436717842859,-0.1898547694212502,0.4401519155563246,-0.8588535464265615,-1.1112441764962866,-0.004839617332583,15.447955390334572,0.0056349739169375,0.4952622367071036,-0.8976489542406776,-0.4381380861740785,-5.844327176781002,Airlines,Industrials,18.57,12123665464,25640855,-0.143287962843504,1.2938692296490462,0.6696239966201943,-0.6010843859952703,-0.512487742977447,-5.973642056210863,0.2795929557476455,-0.2080387915523176,0.190745825806552,-0.1713903047053258,15.582004822869386,0.2214780734046408,-0.6236547408283414,-0.549325708368113,277.45008675734846,-6.269869513641756,-0.6211982170949135,-11.08809293320426,-1.7311579555298873
AAMC,2020,2020-12-31,2021-03-03,-2481332.920000002,-102.1120242060753,0.0067667816184136,0.1753171712390952,0.0,-2.6132246657608693,-0.230922853438029,0.0,0.0,0.0,7.050671550671551,2.077033859611231,0.0,-4.5,Asset Management,Financial Services,56.405,99183680,23170,-0.1475659635897024,0.0883670112499849,7.372863247863248,0.0,0.0,-0.0040521557468573,0.0,0.0808911860904595,0.5446715506715512,-0.0984936979647024,0.0758001611865014,0.6370061050061047,1.037749016622256,0.1657784545108488,0.017508192065847,-4.633371603520858,-1.0,-0.6784251390841841,-8.453038674033149
AAME,2020,2020-12-31,2021-03-23,57639930.04,6.913863253832009,0.0832652577698692,0.0751281401777884,0.221250947232631,3.5517240562083985,0.2979520890665931,0.0327882323937874,0.0,0.0092316384592079,0.0,4.946318384069581,1.0,30.62962962962964,Insurance—Life,Financial Services,1.9,38697680,4303,0.0300330464699015,0.0838894250654901,0.0,0.0876026373446362,0.0622939574502938,0.2415483248311043,0.4821181331089102,0.0643868215853932,0.0,0.0310552218497747,0.0871497254185485,0.0,0.0789084770148333,0.0642416915694487,-0.0434154402245572,32.52590673575129,-0.0142850655215739,8.932095182820662,-0.0142850655215739
AAN,2020,2020-12-31,2021-02-23,845973920.0,20.99728429317826,0.2067217503031126,0.1000845338949183,0.3702235781612859,-2.4154905382231715,0.902973914877166,0.0,0.9342287750901777,0.0,0.3710057315958391,2.2400984891815354,0.624549042347222,-10.457831325301203,Rental & Leasing Services,Industrials,13.78,425921886,321749,-0.1964687463288453,-0.3738263100551787,2.9970307798039646,0.1096120337606539,-0.1532705561470016,0.9027266017643132,1.2818427183131789,0.0164010989769584,0.0289143969107246,-0.2109502961262767,-0.4073661014803841,-0.502477211608249,0.0036257980176323,-0.1690169064782191,-0.4133094506169178,-10.46339727392434,-0.0277717224710657,0.005488288478824,-0.0256057466799038
AAOI,2020,2020-12-31,2021-02-25,297581021.29999995,12.708451187951686,0.3222117074489658,-0.1191439896474068,0.7931235271051857,-3.183552680832136,0.6696331342144942,0.0,1.6674547315597343,0.0,0.8421685345329042,-2.9271537988422573,0.215413663622066,0.1933534743202417,Semiconductors,Technology,8.34,243492138,1322227,-0.1215711151090358,-0.2103414648189398,2.0278531818358085,-0.1966303388840821,-0.2491315855649275,0.7301927734255518,0.4879795343226464,0.0340365482639087,-0.2708849381834222,0.0199144522877402,0.0308946470023565,-0.0826388547248613,0.0587607085194134,0.0969065970915123,0.0251700190920017,0.1150206664748898,0.2292164382413345,0.0536032986645332,0.0939373606631891
