Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,158706000.0,154212000.0,4955000.0,2446000.0,4494000.0,0.0,-79220000.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,158649000.0,153454000.0,3864000.0,2881000.0,5195000.0,0.0,-79978000.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,221778000.0,215387000.0,0.0,0.0,6391000.0,0.0,-18045000.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,206955000.0,201503000.0,0.0,0.0,5452000.0,0.0,-33230000.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,222675000.0,215090000.0,0.0,0.0,7585000.0,0.0,-19643000.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,222617000.0,215062000.0,0.0,0.0,7555000.0,0.0,-19671000.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,202534000.0,198203000.0,0.0,0.0,4331000.0,0.0,-36530000.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,216251000.0,208163000.0,0.0,0.0,8088000.0,0.0,-181000.0
