Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q4,2023,Q4,2023-03-31,2023-03-31,1336045876.0,793151036.0,45916418.0,32639.0,542894840.0,0.0,-417027286.0
2023Q2,2023,Q2,2022-09-30,2022-09-30,1303404822.0,783238681.0,64733941.0,32641.0,520166141.0,0.0,-364587844.0
2022Q4,2022,Q4,2022-03-31,2022-03-31,1408141749.0,947156299.0,60658563.0,32639.0,460985450.0,0.0,-111028286.0
2022Q2,2022,Q2,2021-09-30,2021-09-30,1246799650.0,819630265.0,0.0,0.0,427169385.0,0.0,-85914950.0
2021Q4,2021,Q4,2021-03-31,2021-03-31,934862194.0,596253749.0,0.0,0.0,338608445.0,0.0,-187635476.0
2021Q2,2021,Q2,2020-09-30,2020-09-30,569317505.0,340727157.0,0.0,0.0,228590348.0,0.0,-431615307.0
2020Q4,2020,Q4,2020-03-31,2020-03-31,531939495.0,268788369.0,0.0,0.0,263151126.0,0.0,-454721435.0
2020Q2,2020,Q2,2019-09-30,2019-09-30,628126310.0,392489060.0,0.0,0.0,235637250.0,0.0,-247091775.0
2019Q4,2019,Q4,2019-03-31,2019-03-31,573352416.0,353832090.0,0.0,0.0,219520326.0,0.0,-119684241.0
2019Q2,2019,Q2,2018-09-30,2018-09-30,577607763.0,360913511.0,0.0,0.0,216694252.0,0.0,-12626131.0
2018Q4,2018,Q4,2018-03-31,2018-03-31,514188749.0,289930113.0,0.0,0.0,224258636.0,0.0,-10162655.0
2018Q2,2018,Q2,2017-09-30,2017-09-30,408400061.0,244812782.0,0.0,0.0,163587279.0,0.0,-25768723.0
2016Q4,2016,Q4,2016-03-31,2016-03-31,272533590.0,131949882.0,0.0,0.0,140583708.0,0.0,-11391094.0
2016Q2,2016,Q2,2015-09-30,2015-09-30,382231403.0,202069796.0,0.0,0.0,180161607.0,0.0,-17330044.0
