Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-10-31,2022-10-31,197213705.0,140883499.0,4469649.0,0.0,32000000.0,0.0,-53619494.0
2022Q2,2022,Q2,2022-04-30,2022-04-30,227884478.0,159183893.0,6307816.0,630972.0,68700585.0,0.0,-42283451.0
2021Q2,2021,Q2,2021-04-30,2021-04-30,298308433.0,245946076.0,0.0,0.0,52362357.0,0.0,-23346178.0
2020Q4,2020,Q4,2020-10-31,2020-10-31,295141931.0,236628265.0,0.0,0.0,58513666.0,0.0,-32663989.0
2020Q2,2020,Q2,2020-04-30,2020-04-30,280907371.0,217491098.0,0.0,0.0,63416273.0,0.0,-54280956.0
2019Q4,2019,Q4,2019-10-31,2019-10-31,354262682.0,259648940.0,0.0,0.0,94613742.0,0.0,-12123114.0
2019Q2,2019,Q2,2019-04-30,2019-04-30,364462143.0,266095559.0,0.0,0.0,98366584.0,0.0,-6458524.0
2018Q4,2018,Q4,2018-10-31,2018-10-31,344908873.0,263711333.0,0.0,0.0,81197540.0,0.0,-8842750.0
2018Q2,2018,Q2,2018-04-30,2018-04-30,365772696.0,268845311.0,0.0,0.0,96927385.0,0.0,-2945836.0
