Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,2026094723.0,1701873225.0,126258035.0,216950441.0,324221498.0,0.0,-300196864.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,1814584971.0,1766863052.0,44295289.0,9841224.0,47721919.0,0.0,-328350142.0
2021Q2,2021,Q2,2021-07-31,2021-07-31,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
