Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-10-31,2022-10-31,783343204.0,429124058.0,15606981.0,4311194.0,354219146.0,0.0,-79484101.0
2022Q2,2022,Q2,2022-04-30,2022-04-30,884842384.0,513956102.0,20572058.0,20683863.0,370886282.0,0.0,0.0
2021Q4,2021,Q4,2021-10-31,2021-10-31,1043412260.0,695322576.0,0.0,0.0,348089684.0,0.0,0.0
2021Q2,2021,Q2,2021-04-30,2021-04-30,1037802368.0,705376311.0,0.0,0.0,332426057.0,0.0,0.0
2020Q4,2020,Q4,2020-10-31,2020-10-31,907767532.0,554322355.0,0.0,0.0,353445177.0,0.0,0.0
2020Q2,2020,Q2,2020-04-30,2020-04-30,852419216.0,472164694.0,0.0,0.0,380254522.0,0.0,0.0
2019Q4,2019,Q4,2019-10-31,2019-10-31,969141197.0,564148260.0,0.0,0.0,404992937.0,0.0,-10818675.0
2019Q2,2019,Q2,2019-04-30,2019-04-30,979751376.0,581073289.0,0.0,0.0,398678087.0,0.0,-24417420.0
2018Q4,2018,Q4,2018-10-31,2018-10-31,970736113.0,559440021.0,0.0,0.0,411296092.0,0.0,0.0
2018Q2,2018,Q2,2018-04-30,2018-04-30,575689590.0,337626280.0,0.0,0.0,238063310.0,0.0,-9522001.0
