Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-10-31,2022-10-31,3290531510.0,2156657599.0,12717216.0,6896738.0,1133873911.0,0.0,286480030.0
2022Q2,2022,Q2,2022-04-30,2022-04-30,3660810307.0,2453007863.0,282090452.0,20900222.0,1207802444.0,0.0,596097211.0
2021Q4,2021,Q4,2021-10-31,2021-10-31,4150146788.0,2928463243.0,0.0,0.0,1221683545.0,0.0,1082187192.0
2021Q2,2021,Q2,2021-04-30,2021-04-30,3789331284.0,2705711408.0,0.0,0.0,1083619876.0,0.0,-29859574.0
2020Q4,2020,Q4,2020-10-31,2020-10-31,3015964663.0,2061018803.0,0.0,0.0,954945860.0,0.0,-13312696.0
2020Q2,2020,Q2,2020-04-30,2020-04-30,2743411536.0,1795304067.0,0.0,0.0,948107469.0,0.0,-40849333.0
2019Q4,2019,Q4,2019-10-31,2019-10-31,2929409352.0,2000708879.0,0.0,0.0,928700473.0,0.0,-6558747.0
2019Q2,2019,Q2,2019-04-30,2019-04-30,2943741227.0,2025305411.0,0.0,0.0,918435816.0,0.0,-61984951.0
2018Q4,2018,Q4,2018-10-31,2018-10-31,2858631805.0,1893736066.0,0.0,0.0,964895739.0,0.0,-10227507.0
2018Q2,2018,Q2,2018-04-30,2018-04-30,2911567989.0,1953284325.0,0.0,0.0,958283664.0,0.0,-55490312.0
