Quarters,Year,Quarter,FillingDate,Date,MarketCap,EnterpriseValue,bookValuePerShare,debtToAssets,roic,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,quickRatio,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,Industry,Sector,Symbol,ReturnOnAssets,ReturnOnEquity,CurrentRatio,OperatingMargin,NetProfitMargin,DebtToEquity,AssetsTurnover,roicIncrease,quickRatioIncrease,ReturnOnAssetsIncrease,ReturnOnEquityIncrease,CurrentRatioIncrease,OperatingMarginIncrease,NetProfitMarginIncrease,DebtToEquityIncrease,NetIncomeGrowth,RevenueGrowth,OperatingIncomeGrowth,GrossProfitGrowth
2016Q1,2016,Q1,2015-04-30,2015-04-30,511704960.25,791426893.0,14.468919006511586,0.0,0.0,3.605561969335053,-67.29418204234614,0.0,0.0,0.0,0.0,0.0,-305.8607054692169,0.6883336504111442,0.0,Apparel Retail,Consumer Cyclical,JILL,-0.003286266483193539,-0.016007881839769606,1.237658727996076,0.12357579216606422,-0.013394775966911169,3.8711453929972883,0.24533941376186755,0.0,0.0,0.01151144056369583,0.05607390066860905,0.0,-0.16286204423653555,0.04921769420211671,0.0,0.0,0.010126848409917363,0.0,0.0
2016Q2,2016,Q2,2015-07-31,2015-07-31,511704960.25,791426893.0,14.468919006511586,0.0,0.0,3.852619788059027,26.886557390184954,0.0,1.7990752416981926,0.0,0.0167283897264116,0.0,187.02666675804093,0.5712016262611053,3.6818181818181817,Apparel Retail,Consumer Cyclical,JILL,0.008225174080502292,0.04006601882883945,1.237658727996076,-0.03928625207047132,0.035822918235205545,3.8711453929972883,0.22960647779998203,0.0,0.0,0.01151144056369583,0.05607390066860905,0.0,-0.16286204423653555,0.04921769420211671,0.0,3.5028932140978437,-0.06412722571007815,-1.2975253734747405,-0.22338236648957405
2016Q4,2016,Q4,2016-01-31,2016-01-31,519125893.0,791426893.0,14.468919006511586,0.0,0.0,3.571483856542349,89.56623412698413,0.0,0.0,0.0,0.0,0.0,22.62972506538797,0.6291373415065392,0.0,Apparel Retail,Consumer Cyclical,JILL,0.0025048922325867635,0.012201694258719706,1.237658727996076,0.04266165817011001,0.009968834492580132,3.8711453929972883,0.2512723262133774,0.0,0.0,-0.005720281847915528,-0.027864324570119746,0.0,0.08194791024058132,-0.025854083742625412,0.0,-0.6954602774274905,0.09436078903779552,0.0,0.2053593789130979
2017Q1,2017,Q1,2016-04-30,2016-04-30,519125893.0,791426893.0,14.468919006511586,0.0,0.0,3.5155649138252123,21.3702409435205,0.0,0.0,0.0,0.0,0.0,-96.61751219058254,0.6874073070802154,2.9444444444444446,Apparel Retail,Consumer Cyclical,JILL,0.010498419964457844,0.051139330043619584,1.237658727996076,0.09774828158331358,0.041126875021162766,3.8711453929972883,0.2552690900793129,0.0,0.0,0.00799352773187108,0.03893763578489988,0.0,0.05508662341320358,0.031158040528582634,0.0,3.1911663216011044,0.015906104449168575,1.3276890824060636,0.10999814099970474
2017Q2,2017,Q2,2016-07-31,2016-07-31,519125893.0,791426893.0,14.468919006511586,0.0,0.0,3.1455502953918866,15.926061265185911,0.0,0.0,0.0,0.0,0.0,19.622978378378377,0.6838246432574908,0.3380281690140845,Apparel Retail,Consumer Cyclical,JILL,0.014087209664147369,0.06862084645569834,1.237658727996076,0.11320628957493865,0.04937740479292271,3.8711453929972883,0.2852966801966574,0.0,0.0,0.0035887896996895253,0.017481516412078756,0.0,0.01545800799162507,0.008250529771759947,0.0,0.3418409352873374,0.11763112450479125,0.2943743937924345,0.11180619864835577
2017Q3,2017,Q3,2016-10-31,2016-10-31,519125893.0,791426893.0,14.468919006511586,0.4792935823589204,0.0287073137527159,3.2559530165141526,16.621602619108607,4.371439218889469,0.0,0.6494604066244101,0.0,0.1775900594037822,-52.88029876744423,0.6780336053286837,-0.0421052631578946,Apparel Retail,Consumer Cyclical,JILL,0.013497721568003761,0.06574936423194166,1.237658727996076,0.09700888741148653,0.048971707047836474,3.8711453929972883,0.2756228520851629,0.0287073137527159,0.1775900594037822,-0.0005894880961436078,-0.0028714822237566745,0.0,-0.016197402163452126,-0.00040569774508623924,0.0,-0.041845625230089584,-0.03390795891780531,-0.17213509607664723,-0.04208940676088786
2017Q4,2017,Q4,2017-04-28,2017-01-28,553411441.0,807182441.0,13.825222399043248,0.4707854380818997,0.0098533338835844,3.3154887818496617,67.65421039119805,4.574971611623197,0.0,0.9220149757656698,0.0,0.2126994665628792,29.346242496553188,0.6318889028678925,-0.7472527472527473,Apparel Retail,Consumer Cyclical,JILL,0.003602603740013565,0.01690571652957467,1.1879965200668514,0.06488254641528424,0.012251598099654318,3.69263836646964,0.2940517400840314,-0.018853979869131503,0.035109407159096995,-0.009895117827990196,-0.048843647702366995,-0.0496622079292246,-0.03212634099620229,-0.03672010894818216,-0.17850702652764827,-0.7380891393442623,0.046901949962054455,-0.2997995732850585,-0.02434669996762407
2018Q1,2018,Q1,2017-06-12,2017-04-29,561239448.0,812949448.0,15.431060719024869,0.4598202678247034,0.0274673878029384,3.3783962052899605,17.479738632116607,4.277087700045724,0.0,0.6865444464074583,0.0,0.3142216240466577,218.89214040561623,0.695905517498766,2.9130434782608696,Apparel Retail,Consumer Cyclical,JILL,0.013821710778937001,0.06117207742722146,1.3532189322566173,0.11181272046518907,0.04831874601206313,3.4257963725041916,0.28605276253415823,0.017614053919354,0.10152215748377852,0.010219107038923435,0.04426636089764679,0.16522241218976585,0.046930174049904835,0.03606714791240881,-0.2668419939654485,2.9251833740831295,-0.004738882198937196,0.7151431209602955,0.09609094270571615
2018Q2,2018,Q2,2017-09-12,2017-07-29,510231851.0,728805851.0,17.262768254739942,0.4342346994333969,0.0382999640376069,2.813178721081534,10.6333746873958,3.556787595937345,0.0,0.9352444656792482,0.0,0.3982197457116885,16.044522216282505,0.6762234523520719,0.5555555555555555,Apparel Retail,Consumer Cyclical,JILL,0.02106934477077691,0.08362320760109583,1.2878274522766713,0.14135037381734777,0.06614030831660896,2.9689515032798197,0.318555285075471,0.010832576234668503,0.08399812166503079,0.00724763399183991,0.022451130173874373,-0.06539147997994599,0.029537653352158702,0.017821562304545825,-0.45684486922437184,0.4944562102902703,0.09177371392798238,0.38018842530282637,0.06089543976195419
2018Q3,2018,Q3,2017-12-12,2017-10-28,232863248.7,453934248.7,17.938972866352525,0.4113622541219205,0.0228702139745632,1.4376493205741625,9.71234771021021,1.5552729918183337,0.0,0.6261738051190783,0.0,0.3239105595139669,-108.05719197215775,0.669831764161136,-0.5,Apparel Retail,Consumer Cyclical,JILL,0.009987586333302784,0.04003339455668726,1.2695105297871747,0.08183979009106343,0.037005710757833,3.008315244615128,0.2698931091652851,-0.015429750063043701,-0.07430918619772159,-0.011081758437474127,-0.04358981304440857,-0.018316922489496568,-0.059510583726284344,-0.029134597558775954,0.03936374133530807,-0.5003334444814939,-0.10694594534988863,-0.4829348207668604,-0.11538712412758463
