Quarters,Year,Quarter,FillingDate,Date,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,MarketCap,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector,Symbol
2023Q1,2023,Q1,2023-05-03,2023-04-02,-50850000.0,440878000.0,-33793000.0,-0.29,64111000.0,0.1454166459,1492411000.0,502405000.0,986278000.0,683704000.0,989122000.0,381847000.0,-2116859000.0,2377071360.0,2577986360.0,2.8786498441510817,1.4425511624913705,0.2126713083728276,0.6317472955086036,-0.040277546699033065,2.8786498441510817,-0.1012131646778993,5.391676064580224,-11.686683185840709,4.73138475930773,0.0,0.986696242212195,0.0,0.29541326082426356,0.5401738179095047,-0.034072383545819485,-16.070631312789864,0.1454166458748225,-8.249999999999998,0.6477504937233854,-0.09619126361619887,-0.15411581475333905,-0.38736526259460285,-7.679364245369762,-3.170113023375289,-19.64100523302435,-0.05059333193220489,50.52453604636067,Solar,Technology,SPWR
2022Q4,2022,Q4,2023-03-10,2023-01-01,7613000.0,497312000.0,15572000.0,0.04,104648000.0,0.2104272569,1780007000.0,574851000.0,1268514000.0,1050346000.0,1204353000.0,316815000.0,-2066175000.0,3141384930.0,3312692930.0,3.2993611928990823,1.2077106020301882,0.30805159754989725,0.9538715249690789,0.020459387671034814,3.2993611928990823,0.01324343177623419,6.3167285929155135,103.15857513463811,5.464694207716435,0.0,1.2394110127361393,0.0,0.279387665329406,0.6995551941931516,0.004276949472670613,-126.0082202166065,0.21042725693327327,-0.9459459459459459,1.0081556418476108,-0.39446747136121096,2.2230629747422967,-0.007577266304399367,-0.9453901167086302,-0.8948619269461886,-0.3936457437506901,-0.27933315173260237,48.488470026994314,Solar,Technology,SPWR
2022Q3,2022,Q3,2022-11-08,2022-10-02,139407000.0,475711000.0,148110000.0,0.74,105447000.0,0.2216618914,1717494000.0,557625000.0,1190318000.0,910317000.0,1150870000.0,228253000.0,-2073788000.0,4088290640.0,4241442640.0,3.202569521818537,1.307586258413278,0.320037217015023,0.9857197937682134,0.12518049416124846,3.202569521818537,0.25000134498991256,8.594063706746322,7.331573450400626,7.331612893969962,0.0,1.6221648784462854,0.0,0.27697971579522257,0.8292594777423689,0.08116884251124021,-184.45635444865547,0.22166189135840877,4.083333333333333,3.059170533904579,-0.20120670849488834,-0.36421539218076254,0.2938440962465797,4.3422118865527075,9.025467353020861,7.54403917763433,-0.18170998034283678,3.7390455374394658,Solar,Technology,SPWR
2022Q2,2022,Q2,2022-08-03,2022-07-03,-41711000.0,417772000.0,-18455000.0,-0.24,81499000.0,0.1950800915,1536472000.0,413317000.0,1071587000.0,903091000.0,1117381000.0,222524000.0,-2213195000.0,2722333150.0,3090545150.0,2.3760541761760496,1.1865769894728218,0.3739521449138025,1.3901363844216426,-0.01957268073806176,2.3760541761760496,-0.10091769755417754,6.516313084649043,-16.31663799717101,6.5865501539980205,0.0,1.5111763225539716,0.0,0.27190342550986935,0.7523704698640558,-0.027147256832535837,-38.90270013432793,0.1950800915331808,-15.666666666666666,0.6433695977465547,-0.007523105501070678,-0.5560736106742477,0.12709344618235627,-15.651097804391217,-0.8523537087222725,-1.281268076812247,-0.21571741390920804,3.135900148488725,Solar,Technology,SPWR
2022Q1,2022,Q1,2022-05-06,2022-04-03,-2505000.0,350277000.0,-9963000.0,-0.0144,72309000.0,0.2064337653,1570775000.0,358615000.0,1159893000.0,1056207000.0,1211114000.0,245612000.0,-2150083000.0,4167959040.0,4595551040.0,2.068423541897379,1.0981682567905724,0.36277760977861245,1.5890077102184794,-0.0018258949288151353,2.068423541897379,-0.006985206976841459,11.899037162017489,-415.96397604790417,11.622377870418136,0.0,1.131736234385942,0.0,0.22299629163947732,0.5790938708037345,-0.001594754181852907,-35.05225966511644,0.2064337652771949,-1.1199999999999999,0.9850764282055112,-0.2968053936979529,-0.6528828548375981,0.416379377889211,-1.1193198056587597,-1.2617433795712485,0.9807273517972078,-0.17776901438214554,2.0234801068310566,Solar,Technology,SPWR
2021Q4,2021,Q4,2022-02-25,2022-01-02,20994000.0,384532000.0,38064000.0,0.12,51052000.0,0.1327639832,1554806000.0,388389000.0,1073466000.0,505629000.0,1164782000.0,242993000.0,-2122212000.0,3728559450.0,4189074450.0,2.244776585230524,2.1230309179259894,0.37795390550332325,1.5130320374675905,0.024935664467261656,2.244776585230524,0.05405405405405406,9.696356740141262,44.40029829951415,9.600064497192248,0.0,1.3723852127427538,0.0,0.24731831495376272,1.3873136232296803,0.013502649205109834,-390.3433260050251,0.1327639832315646,1.2448979591836735,1.0563606200661182,-0.6997868426946524,-0.6916436866337999,-0.14414082145850796,1.2490184682173484,5.375879396984924,1.099920881148068,-0.31338193905296446,2.518087496325254,Solar,Technology,SPWR
2021Q3,2021,Q3,2021-11-04,2021-10-03,-84307000.0,323636000.0,5970000.0,-0.49,59650000.0,0.1843120048,1428734000.0,366168000.0,1139413000.0,394468000.0,1061729000.0,241425000.0,-2142408000.0,3991914650.0,4303804650.0,2.117985944413917,2.888480180901873,0.4062785654992462,1.5852395621681852,0.005845819221877948,2.117985944413917,-0.2302413099997815,12.334581597844492,-11.837435355308575,10.901866492975902,0.0,1.0934493113803458,0.0,0.2265194220897662,1.9964002149730777,-0.05900818486856196,-192.36288791441788,0.18431200484494925,-2.2564102564102564,-0.662284445974056,-0.6452664788689633,-0.7704611331130644,-0.022627844865723976,-2.120999375058173,-0.9301190434385644,0.3882136576758705,-0.38355941613556777,6.337810568334492,Solar,Technology,SPWR
2021Q2,2021,Q2,2021-08-04,2021-07-04,75207000.0,308927000.0,85431000.0,0.39,61031000.0,0.1975579991,1546632000.0,443245000.0,1061347000.0,408230000.0,1102619000.0,235843000.0,-2058032000.0,4973758400.0,5436849400.0,2.5674525023169603,2.5998750704259854,0.3902369794495394,1.3616690543604553,0.07556846267886914,2.5674525023169603,0.16967365678123836,16.100109087260098,16.533562035448828,11.221239720696227,0.0,1.051106032402912,0.0,0.19974176145327396,1.7464444063395634,0.04862630541719039,290.8630643274854,0.19755799913895516,2.3448275862068964,1.85943254066849,-0.4123193706019737,-0.7276021930720117,0.22370373340818864,2.519394723019112,421.9257425742574,1.1305012885284682,-0.43847976531066524,9.38193484667642,Solar,Technology,SPWR
2021Q1,2021,Q1,2021-05-06,2021-04-04,-49498000.0,306398000.0,202000.0,-0.29,49874000.0,0.1627752139,1594771000.0,359657000.0,1101647000.0,500692000.0,1233908000.0,230694000.0,-2133239000.0,5564000000.0,6073129000.0,2.10080023364486,2.200248855583872,0.4528763063787842,2.008118846567702,0.00016059292108459223,2.10080023364486,-0.13762557103017597,18.159387463364645,-28.102145541233988,15.470295309141765,0.0,1.1119665010793518,0.0,0.19212664388805664,1.5542409305521159,-0.03103768503440306,-129.44953701549485,0.16277521393742778,-1.1394230769230769,0.5355447658780516,-0.36199207786846677,-0.7876153752099813,-0.3363494830408112,-1.120002424389357,-0.9995405843675871,0.6504506984243488,-0.3596677361040785,-0.38268501199848876,Solar,Technology,SPWR
2020Q4,2020,Q4,2021-02-22,2021-01-03,412475000.0,341810000.0,439689000.0,2.08,75151000.0,0.2198619116,1646482000.0,404167000.0,790315000.0,529731000.0,1239996000.0,210582000.0,-2085246000.0,4309457770.0,4768516770.0,2.373724796936576,1.4919175959118873,0.42018315414319746,1.7117280728015893,0.36586192929167816,2.373724796936576,1.0205558593353738,12.607758023463328,2.611950887932602,10.662567131903396,0.0,1.2662953148892118,0.0,0.2076002045573532,0.8610691086608109,0.25051898532750433,342.42811044894717,0.21986191158830928,2.7818181818181817,3.067774253975614,-0.267210274190639,-0.7761606193181143,1.0234518039849219,2.7607129832239243,1.859133589970348,1.4521628652617873,-0.5741190161298076,1.318832058066207,Solar,Technology,SPWR
