Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q4,2023,Q4,2023-02-28,2023-02-28,450139730.0,273479977.0,5939157.0,477235.0,176659753.0,0.0,-44448629.0
2023Q2,2023,Q2,2022-08-31,2022-08-31,475450408.0,284018849.0,5250072.0,2437518.0,191431559.0,0.0,-35365134.0
2022Q4,2022,Q4,2022-02-28,2022-02-28,510766217.0,324215136.0,8466480.0,168306.0,186551081.0,0.0,4831153.0
2021Q4,2021,Q4,2021-02-28,2021-02-28,529829609.0,335857900.0,0.0,0.0,193971709.0,0.0,16449010.0
2021Q2,2021,Q2,2020-08-31,2020-08-31,540449555.0,333779777.0,0.0,0.0,206669778.0,0.0,14474760.0
2020Q4,2020,Q4,2020-02-29,2020-02-29,551838475.0,346327800.0,0.0,0.0,205510675.0,0.0,27022783.0
2020Q2,2020,Q2,2019-08-31,2019-08-31,577494203.0,339737744.0,0.0,0.0,237756459.0,0.0,20447063.0
2019Q4,2019,Q4,2019-02-28,2019-02-28,556340980.0,320110561.0,0.0,0.0,236230419.0,0.0,819880.0
2019Q2,2019,Q2,2018-08-31,2018-08-31,562200202.0,323172868.0,0.0,0.0,239027334.0,0.0,2691256.0
2018Q4,2018,Q4,2018-02-28,2018-02-28,566326859.0,325456054.0,0.0,0.0,240870805.0,0.0,3537969.0
2018Q2,2018,Q2,2017-08-31,2017-08-31,570612730.0,338173152.0,0.0,0.0,232439578.0,0.0,1332760.0
