Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2023-01-31,2023-01-31,834233000.0,684123000.0,2312000.0,6020000.0,150110000.0,0.0,12287000.0
2022Q2,2022,Q2,2022-07-31,2022-07-31,847148000.0,699701000.0,2141000.0,6656000.0,147447000.0,0.0,13709000.0
2021Q1,2021,Q1,2021-02-28,2021-02-28,1052115180.0,1002837775.0,0.0,0.0,49277405.0,0.0,316340295.0
2020Q3,2020,Q3,2020-08-31,2020-08-31,895933270.0,856337519.0,0.0,0.0,39595751.0,0.0,169874819.0
