Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,374192000.0,373435000.0,7000.0,0.0,0.0,0.0,-131986000.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,431316000.0,430524000.0,359000.0,0.0,792000.0,0.0,-75194000.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,507241000.0,506037000.0,0.0,0.0,1204000.0,0.0,319000.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,558946000.0,557838000.0,0.0,0.0,1108000.0,0.0,52120000.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,549999000.0,548898000.0,0.0,0.0,1101000.0,0.0,43180000.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,523650000.0,522745000.0,0.0,0.0,905000.0,0.0,17027000.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,538976000.0,537987000.0,0.0,0.0,989000.0,0.0,32269000.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,533164000.0,532305000.0,0.0,0.0,859000.0,0.0,26587000.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,469341000.0,467760000.0,0.0,0.0,1581000.0,0.0,-37958000.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,597689000.0,596537000.0,0.0,0.0,1152000.0,0.0,1120000.0
