Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,1340906939.0,1308756392.0,7749604.0,0.0,6773724.0,0.0,783092426.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,1367123690.0,1325214665.0,1205900.0,23706042.0,41909025.0,0.0,799550699.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,1632386631.0,1591144366.0,876646.0,0.0,41242265.0,0.0,1065480400.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,1595493942.0,1542559590.0,0.0,0.0,52934352.0,0.0,977687756.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,1490383873.0,1431454131.0,0.0,0.0,58929742.0,0.0,866582297.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,1344788820.0,1282842707.0,0.0,0.0,61946113.0,0.0,639066358.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,1467777087.0,1422671894.0,0.0,0.0,45105193.0,0.0,779796885.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,1429070065.0,1373789854.0,0.0,0.0,55280211.0,0.0,654467062.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,1335614806.0,1307668586.0,0.0,0.0,27946220.0,0.0,588345794.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,1467097938.0,1428580241.0,0.0,0.0,38517697.0,0.0,-43821337.0
