Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-06-30,2022-06-30,30438461.0,30344229.0,36798.0,0.0,94232.0,0.0,5589875.0
2022Q2,2022,Q2,2021-12-31,2021-12-31,39646846.0,39488310.0,39332.0,0.0,158536.0,0.0,14604397.0
2021Q4,2021,Q4,2021-06-30,2021-06-30,41304495.0,41147341.0,0.0,0.0,157154.0,0.0,13557321.0
2021Q2,2021,Q2,2020-12-31,2020-12-31,38299845.0,38129511.0,0.0,0.0,170334.0,0.0,4122352.0
2020Q4,2020,Q4,2020-06-30,2020-06-30,29273779.0,29195837.0,0.0,0.0,77942.0,0.0,-4811322.0
2020Q2,2020,Q2,2019-12-31,2019-12-31,48280464.0,48112762.0,0.0,0.0,167702.0,0.0,8078718.0
2019Q4,2019,Q4,2019-06-30,2019-06-30,46697300.0,46541543.0,0.0,0.0,155757.0,0.0,6507499.0
2019Q2,2019,Q2,2018-12-31,2018-12-31,40113065.0,39897828.0,0.0,0.0,215237.0,0.0,-638400.0
2018Q4,2018,Q4,2018-06-30,2018-06-30,49203883.0,49047534.0,0.0,0.0,156349.0,0.0,-380840.0
2018Q2,2018,Q2,2017-12-31,2017-12-31,51400786.0,51169999.0,0.0,0.0,230787.0,0.0,-586394.0
