Year,Date,FillingDate,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector,Price,MarketCap,AvgVolume,Symbol
2022,2022-12-31,2023-03-29,23438000.0,64404000.0,31730000.0,8.65,64404000.0,1.0,1622853000.0,133416000.0,53598000.0,6173000.0,1489437000.0,0.0,63482000.0,68765770.82,49.26959385526004,8.682650251093472,0.009710676198029027,0.11811926605504587,0.1677025607609631,49.26959385526004,0.17567608082988548,1.54137585895286,4.235462531785988,0.7440694580859867,0.27271951531700656,0.0,0.06438954736827943,0.03968566469051726,95.80884497003078,0.014442466446437232,4.4839771814445095,1.0,3.576719576719577,2.485226340817093,1.326935594793595,0.9971489086581921,0.16141597388779688,1.3416924767709062,1.0873626735083217,2.476773735598042,1.3259062971156552,0.7394036890628605,Banks—Regional,Financial Services,31,166345380,28508,VABK
2021,2021-12-31,2022-03-25,10009000.0,55453000.0,15201000.0,1.89,55453000.0,1.0,1972525000.0,161925000.0,678679000.0,3955000.0,1810600000.0,0.0,46374000.0,-144822270.2,30.503915069414422,171.60025284450063,0.00531045233900711,0.06469044310637641,0.07112333303768967,30.503915069414422,0.06181256754670372,3.626128970479505,20.089892077130585,1.2418078110236221,0.6402237985812769,0.0,0.031867956090718796,0.02811269819140442,171.60025284450063,0.005074206917529562,17.08118669724771,1.0,-0.35714285714285715,-0.14312026710237655,0.1635662131843656,0.3493062348601017,0.8214754959926422,0.25457508147405367,0.13491115424817082,-0.4063150859423034,-0.01273859091375297,0.14996681047258295,Banks—Regional,Financial Services,31,166345380,28508,VABK
2020,2020-12-31,2021-03-19,7978000.0,30444000.0,13394000.0,2.94,30444000.0,1.0,848410000.0,82598000.0,192070000.0,5048000.0,765812000.0,0.0,41959000.0,95402860.55,30.502862574629496,38.04873217115689,0.035360262137409976,0.3632049202159859,0.09449529548032715,30.502862574629496,0.0965882951161045,2.4148883376034687,9.215199367009276,0.8900803960144313,0.407119578841815,0.0,0.04417913955278242,0.03588359401704365,38.04873217115689,0.009403472377741893,8.120042031146454,1.0,0.18072289156626495,1.635162528165659,0.5032110616637706,0.5124862043883774,0.10806187443130118,0.1927044401255793,0.07246376811594203,0.18632715022778254,0.09995073672281543,0.23643720061573836,Banks—Regional,Financial Services,31,166345380,28508,VABK
2019,2019-12-31,2020-03-12,6689000.0,27475000.0,12489000.0,2.49,27475000.0,1.0,703279000.0,76107000.0,138757000.0,5961000.0,5961000.0,0.0,37235000.0,86386850.886866,28.325565919550883,23.277470223116925,0.0,0.0,0.13359919084094807,28.325565919550883,0.08788941884452153,3.686800760213503,15.143496918353417,1.3309531434278845,0.47002541486021826,0.0,0.031038102849980643,0.03906699901461582,23.277470223116925,0.009511161288763066,11.062012764755488,1.0,-0.2101208578531592,2.8978486100842837,0.5423657259711843,0.3882979700833025,-0.02636521492611361,-0.210271546635183,0.0,0.131364878321649,0.1389799305149361,0.2529494202373058,Banks—Regional,Financial Services,31,166345380,28508,VABK
2018,2018-12-31,2019-03-15,8470000.0,28219000.0,0.0,3.152381,28219000.0,1.0,644800000.0,70742000.0,575517000.0,0.0,574058000.0,0.0,38647000.0,80293782.68619601,26.525909088522937,0.0,0.0,0.0,0.0,26.525909088522937,0.11973085295863843,3.2614473470426315,10.865971981841323,1.3009920936105286,0.2911452184179457,0.0,0.026794217664512038,0.04376395781637717,0.0,0.013135856079404467,8.435045613252315,1.0,0.28247228494131527,0.3659921299213325,-0.02845974083476859,0.357503537059697,0.04615555720323274,0.2923405553860238,0.0,1.840656108798174,0.4147566553528113,0.3152887358388704,Banks—Regional,Financial Services,31,166345380,28508,VABK
2017,2017-12-31,2018-03-27,6554000.0,26974000.0,0.0,2.45805,26974000.0,1.0,643886000.0,65105000.0,568063000.0,0.0,578781000.0,0.0,37923000.0,86631448.194423,24.6699650895648,0.0,0.0,0.0,0.0,24.6699650895648,0.10066815144766147,3.633923340788278,14.955973175835062,1.5055901727121264,0.21132133048519988,0.0,0.014129560677912944,0.041892508922386884,0.0,0.01017882047443181,11.76445609630617,1.0,0.12448140183106493,0.34390057984290584,0.0958890379899481,0.356537984515865,0.15017908920347944,0.14022268615170494,0.0,2.8883952855989232,0.5416834752617843,0.20912897391501764,Banks—Regional,Financial Services,31,166345380,28508,VABK
2016,2016-12-31,2017-03-27,5748000.0,23452000.0,0.0,2.185941,23452000.0,1.0,605030000.0,59054000.0,539270000.0,0.0,545976000.0,0.0,32759000.0,60855218.198258996,22.607110440408746,0.0,0.0,0.0,0.0,22.607110440408746,0.09733464286923832,3.023290900488615,12.335111029620561,1.2006336268205202,0.18997912317327767,0.0,0.015401492756496214,0.03876171429515892,0.0,0.009500355354279953,15.063143870460802,1.0,0.9126986140873269,1.7928852189902418,0.16134214630991456,0.3730698979143963,0.1232876712328767,0.8417173982697853,0.0,-0.05357906235748546,-0.17566856584593382,0.15695308625002038,Banks—Regional,Financial Services,31,166345380,28508,VABK
2015,2015-12-31,2016-03-30,3121000.0,20878000.0,0.0,1.142857,20878000.0,1.0,567491000.0,56297000.0,0.0,0.0,511194000.0,0.0,28170000.0,49738414.075380005,20.167365815388916,0.0,0.0,0.0,0.0,20.167365815388916,0.05543812281293852,3.0624779229514325,20.486515243633452,1.1357339480856885,0.2854854213393143,0.0,0.013935284646715793,0.03679001076669057,0.0,0.005499646690432095,12.360025918302727,1.0,0.7999987400007247,0.41905191520271645,-0.03253027746861751,0.22488908940092195,0.059689371637397216,0.6443624868282403,0.0,-0.3949876988482005,-0.19810066234523027,0.1089516210046833,Banks—Regional,Financial Services,31,166345380,28508,VABK
2014,2014-12-31,2015-03-30,1898000.0,19702000.0,0.0,0.634921,19702000.0,1.0,537053000.0,60632000.0,0.0,0.0,476421000.0,0.0,25978000.0,51411473.303229,20.403088191399757,0.0,0.0,0.0,0.0,20.403088191399757,0.03130360205831904,3.260860486408943,33.84903756756006,1.0595968020719917,0.3909378292939937,0.0,0.011549451842277998,0.03668539231695941,0.0,0.0035341018484209195,9.29746357499696,1.0,-0.7265622880324893,-0.18935480516753503,-0.1423918628150028,0.23920596990710188,-0.3900876079621088,-0.7247679814385151,0.0,-0.18935480516753503,-0.1423918628150028,0.23920596990710188,Banks—Regional,Financial Services,31,166345380,28508,VABK
2013,2013-12-31,2014-03-27,6896000.0,32303000.0,0.0,2.321995,32303000.0,1.0,512994000.0,57956000.0,0.0,0.0,455038000.0,0.0,24747000.0,38002724.878652,19.540213608560524,0.0,0.0,0.0,0.0,19.540213608560524,0.11898681758575472,1.574891647173699,7.377280289827725,0.8777991041247153,0.05843967517401392,0.0,0.007921574466215463,0.06296954740211387,0.0,0.013442652350709756,6.231470465292993,1.0,0.2549018018310147,1.950996863982293,0.40882914103802287,0.18679824984508714,0.16773307305787513,0.2581645685093961,0.0,1.950996863982293,0.40882914103802287,0.18679824984508714,Banks—Regional,Financial Services,31,166345380,28508,VABK
2012,2012-12-31,2012-12-31,5481000.0,27663000.0,0.0,1.85034,27663000.0,1.0,507606000.0,53939000.0,0.0,0.0,453667000.0,0.0,18254000.0,22628098.234853998,18.185974422507062,0.0,0.0,0.0,0.0,18.185974422507062,0.10161478707428762,1.3836206570095073,6.983232664633096,0.7095997003069022,0.0,0.0,0.0,0.0544969917613267,0.0,0.010797744707509367,9.483423745008423,1.0,1.3485048484540796,1.3454926660188218,0.20647277919051407,0.10454691277803635,0.20483449477351917,1.3423076923076922,-1.0,1.3454926660188218,0.20647277919051407,0.10454691277803635,Banks—Regional,Financial Services,31,166345380,28508,VABK
2011,2011-12-31,2011-12-31,2340000.0,22960000.0,3270000.0,0.78788,22960000.0,1.0,464100000.0,48900000.0,0.0,3300000.0,415100000.0,0.0,12800000.0,41832286.28,16.464646464646464,0.0,0.0056022408963585435,0.053169734151329244,0.045436893203883486,16.464646464646464,0.04785276073619632,1.7087232700348434,16.76593430769231,0.8022962429447853,0.0,0.0,0.0,0.04947209653092006,0.0,0.005042016806722689,8.698954829268294,1.0,0.0,-0.20047059492145763,0.29015178162892674,0.40992730137445726,0.0,0.0,0.0,0.0,0.0,0.0,Banks—Regional,Financial Services,31,166345380,28508,VABK
TTM,,,,,,,,,,,,,,,,159718380.0,26.51131048712285,8.049430294906166,0.02202138638657109,0.2445590729225551,0.16395825789476062,26.51131048712285,0.1816768387258328,3.2955341152230764,6.808519605019543,1.169312245618994,0.26982102448055956,0.0,0.04064516129032258,0.032116483653526796,90.61645442359249,0.015464599714695474,8.632797758056983,1.0,,,,,,,,,,,Banks—Regional,Financial Services,31,166345380,28508,VABK
