Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q1,2023,Q1,2023-02-28,2023-02-28,110573786.0,109847471.0,669914.0,0.0,0.0,0.0,-82306470.0
2022Q3,2022,Q3,2022-08-31,2022-08-31,118837482.0,117796146.0,715737.0,294042.0,1041336.0,0.0,-85962381.0
2022Q1,2022,Q1,2022-02-28,2022-02-28,145245077.0,144186838.0,746205.0,0.0,0.0,0.0,-61945150.0
2021Q1,2021,Q1,2021-02-28,2021-02-28,162316530.0,161563804.0,0.0,0.0,752726.0,0.0,-55409005.0
2020Q3,2020,Q3,2020-08-31,2020-08-31,143566362.0,142649321.0,0.0,0.0,917041.0,0.0,-81218732.0
2020Q1,2020,Q1,2020-02-29,2020-02-29,145622494.0,144923111.0,0.0,0.0,699383.0,0.0,-84004345.0
2019Q3,2019,Q3,2019-08-31,2019-08-31,159358892.0,148399898.0,0.0,0.0,10958994.0,0.0,-84610371.0
2019Q1,2019,Q1,2019-02-28,2019-02-28,169812363.0,169189313.0,0.0,0.0,623050.0,0.0,-68395475.0
2018Q3,2018,Q3,2018-08-31,2018-08-31,172390377.0,169413596.0,0.0,0.0,2976781.0,0.0,58358.0
2018Q1,2018,Q1,2018-02-28,2018-02-28,188625568.0,187769886.0,0.0,0.0,855682.0,0.0,-154336.0
2017Q3,2017,Q3,2017-08-31,2017-08-31,189630459.0,188372418.0,0.0,0.0,1258041.0,0.0,-62396.0
