Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q4,2023,Q4,2023-02-28,2023-02-28,240373839.0,143013431.0,4025875.0,425308.0,97360408.0,0.0,-13745423.0
2023Q2,2023,Q2,2022-08-31,2022-08-31,244156108.0,147628539.0,3124065.0,548985.0,96527569.0,0.0,-9090969.0
2022Q4,2022,Q4,2022-02-28,2022-02-28,270832703.0,167972302.0,7194475.0,4653663.0,102860401.0,0.0,11304534.0
2022Q2,2022,Q2,2021-08-31,2021-08-31,283208986.0,178610557.0,5494809.0,6380222.0,104598429.0,0.0,22040370.0
2021Q4,2021,Q4,2021-02-28,2021-02-28,273189616.0,174400626.0,2403886.0,570424.0,98788990.0,0.0,17933482.0
2021Q2,2021,Q2,2020-08-31,2020-08-31,273783007.0,174941560.0,2559805.0,654964.0,98841447.0,0.0,18517560.0
2020Q4,2020,Q4,2020-02-29,2020-02-29,279606830.0,180023927.0,0.0,0.0,99582903.0,0.0,23599927.0
2020Q2,2020,Q2,2019-08-31,2019-08-31,275921246.0,176240743.0,0.0,0.0,99680503.0,0.0,19803395.0
2019Q4,2019,Q4,2019-02-28,2019-02-28,262863725.0,164080467.0,0.0,0.0,98783258.0,0.0,7642551.0
2019Q2,2019,Q2,2018-08-31,2018-08-31,263587868.0,164645653.0,0.0,0.0,98942215.0,0.0,-524057.0
2018Q4,2018,Q4,2018-02-28,2018-02-28,259268023.0,165024498.0,0.0,0.0,94243525.0,0.0,9746.0
2018Q2,2018,Q2,2017-08-31,2017-08-31,263622518.0,171530890.0,0.0,0.0,92091628.0,0.0,296902.0
2017Q4,2017,Q4,2017-02-28,2017-02-28,258957924.0,165140738.0,0.0,0.0,93817186.0,0.0,303081.0
2017Q2,2017,Q2,2016-08-31,2016-08-31,274576050.0,178639157.0,0.0,0.0,95936893.0,0.0,283492.0
2016Q4,2016,Q4,2016-02-29,2016-02-29,256488129.0,173767246.0,0.0,0.0,82720883.0,0.0,1020363.0
2016Q2,2016,Q2,2015-08-31,2015-08-31,253518459.0,169398059.0,0.0,0.0,84120400.0,0.0,1273797.0
2015Q4,2015,Q4,2015-02-28,2015-02-28,256515235.0,173648143.0,0.0,0.0,82867092.0,0.0,1493133.0
2015Q2,2015,Q2,2014-08-31,2014-08-31,253852803.0,170911584.0,0.0,0.0,82941219.0,0.0,1666069.0
2014Q4,2014,Q4,2014-02-28,2014-02-28,246680465.0,163634830.0,0.0,0.0,83045635.0,0.0,1622957.0
2014Q2,2014,Q2,2013-08-31,2013-08-31,236966173.0,154231462.0,0.0,0.0,82734711.0,0.0,1433447.0
2013Q4,2013,Q4,2013-02-28,2013-02-28,98755359.0,69236013.0,0.0,0.0,29519346.0,0.0,1328971.0
2013Q2,2013,Q2,2012-08-31,2012-08-31,99453323.0,68016337.0,0.0,0.0,31436986.0,0.0,-1928626.0
2012Q4,2012,Q4,2012-02-29,2012-02-29,94737718.0,66268024.0,0.0,0.0,28469694.0,0.0,-1930782.0
2012Q2,2012,Q2,2011-08-31,2011-08-31,90911421.0,62426658.0,0.0,0.0,28484763.0,0.0,-3412958.0
