Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,1646550835.0,1629641567.0,7254014.0,0.0,0.0,0.0,316729745.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,1716616307.0,1690651684.0,12739342.0,7591170.0,25964623.0,0.0,381386677.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,1935250172.0,1902838116.0,3762886.0,3867622.0,32412056.0,0.0,593573109.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,1963857082.0,1942754834.0,0.0,0.0,21102248.0,0.0,633485967.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,1779163270.0,1739122305.0,0.0,0.0,40040965.0,0.0,429853438.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,1547027439.0,1524694661.0,0.0,0.0,22332778.0,0.0,204065707.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,1913156861.0,1881675290.0,0.0,0.0,31481571.0,0.0,561046336.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,1836248780.0,1800611431.0,0.0,0.0,35637349.0,0.0,479982477.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,1651071132.0,1638236508.0,0.0,0.0,12834624.0,0.0,317607554.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,1825678031.0,1803968470.0,0.0,0.0,21709561.0,0.0,-37685311.0
