Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q3,2023,Q3,2023-03-15,2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023Q2,2023,Q2,2022-12-31,2022-12-31,17996680.0,15375958.0,11778152.0,1832131.0,2620722.0,0.0,-43506151.0
2022Q4,2022,Q4,2022-06-30,2022-06-30,9908489.0,7419719.0,5839274.0,2079987.0,2488770.0,0.0,-34752074.0
2021Q4,2021,Q4,2021-06-30,2021-06-30,2791683.0,1760120.0,1747314.0,637015.0,1031563.0,0.0,-13230837.0
2020Q4,2020,Q4,2020-06-30,2020-06-30,2042253.753393,1977278.31793,1179440.684371,64975.435462,64975.435462,0.0,-2009296.045625
2019Q4,2019,Q4,2019-06-30,2019-06-30,2508821.469591,2460983.415973,1751650.698938,47838.053618,47838.053618,0.0,-1525415.301006
