Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2022Q4,2022,Q4,2022-12-31,2022-12-31,1937836571.0,1862690924.0,9592533.0,4464927.0,75145647.0,0.0,645820025.0
2022Q2,2022,Q2,2022-06-30,2022-06-30,1869326283.0,1798299984.0,3853753.0,842927.0,71026299.0,0.0,585535010.0
2021Q4,2021,Q4,2021-12-31,2021-12-31,2387453167.0,2314285423.0,5135991.0,1185806.0,73167744.0,0.0,944980326.0
2021Q2,2021,Q2,2021-06-30,2021-06-30,2203321497.0,2200302722.0,0.0,0.0,3018775.0,0.0,979018729.0
2020Q4,2020,Q4,2020-12-31,2020-12-31,1983646925.0,1977843079.0,0.0,0.0,5803846.0,0.0,727613566.0
2020Q2,2020,Q2,2020-06-30,2020-06-30,1642995990.0,1639484034.0,0.0,0.0,3511956.0,0.0,411254494.0
2019Q4,2019,Q4,2019-12-31,2019-12-31,1986433351.0,1966006709.0,0.0,0.0,20426642.0,0.0,660410835.0
2019Q2,2019,Q2,2019-06-30,2019-06-30,1922770495.0,1919869847.0,0.0,0.0,2900648.0,0.0,682474281.0
2018Q4,2018,Q4,2018-12-31,2018-12-31,1851798017.0,1743519389.0,0.0,0.0,108278628.0,0.0,483496010.0
2018Q2,2018,Q2,2018-06-30,2018-06-30,1999953199.0,1996044521.0,0.0,0.0,3908678.0,0.0,-921212.0
