Quarters,Year,Quarter,FillingDate,Date,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings
2023Q1,2023,Q1,2023-02-28,2023-02-28,102122425.0,73498519.0,564620.0,14782.0,28623906.0,0.0,-12492060.0
2022Q3,2022,Q3,2022-08-31,2022-08-31,106073704.0,77636415.0,915265.0,12904.0,28437289.0,0.0,-8473091.0
2022Q1,2022,Q1,2022-02-28,2022-02-28,111632312.0,83192866.0,880681.0,10881.0,28439446.0,0.0,-2916640.0
2021Q1,2021,Q1,2021-02-28,2021-02-28,113401668.0,84884972.0,0.0,0.0,28516696.0,0.0,-1221944.0
2020Q3,2020,Q3,2020-08-31,2020-08-31,102507557.0,73442323.0,0.0,0.0,29065234.0,0.0,-12687081.0
2020Q1,2020,Q1,2020-02-29,2020-02-29,124221406.0,94051118.0,0.0,0.0,30170288.0,0.0,7936354.0
2019Q3,2019,Q3,2019-08-31,2019-08-31,123155822.0,92933531.0,0.0,0.0,30222291.0,0.0,6785740.0
2019Q1,2019,Q1,2019-02-28,2019-02-28,118152256.0,87764708.0,0.0,0.0,30387548.0,0.0,1616917.0
2018Q3,2018,Q3,2018-08-31,2018-08-31,118090044.0,87381251.0,0.0,0.0,30708793.0,0.0,743978.0
