Symbol,Year,Date,FillingDate,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector,Price,MarketCap,AvgVolume
A,2019,2019-10-31,2019-12-19,1071000000.0,5163000000.0,941000000.0,3.37,2805000000.0,0.5432887856,9452000000.0,4748000000.0,3189000000.0,2080000000.0,4704000000.0,679000000.0,-18000000.0,24810500000.0,15.121019108280256,1.533173076923077,0.2546550994498519,0.5069502948609941,0.1532688662136175,15.121019108280256,0.2255686604886267,4.60691458454387,22.20868347338936,5.00958298230834,0.19234360410831,3.472754050073638,0.0086607386853335,0.5462336013542107,1.1115384615384616,0.1133093525179856,27.497687861271675,0.5432887855897733,2.474226804123712,1.2535828025477709,-0.215669556220387,-0.0495848691851029,0.0439151470040937,2.3892405063291138,0.0140086206896551,1.4067747539085118,0.2756573302976745,0.1617846404193643,Diagnostics & Research,Healthcare,118.36,34960703360,2023500
AA,2019,2019-12-31,2020-02-21,-853000000.0,10433000000.0,714000000.0,-4.6,1896000000.0,0.1817310457,14640000000.0,4082000000.0,3530000000.0,2563000000.0,8784000000.0,1644000000.0,-555000000.0,4910878951.41,22.006637562016923,1.3772922356613344,0.1229508196721311,0.4409603135717785,0.232448487013552,22.006637562016923,-0.2089661930426261,0.3824287310850187,-4.67746653154748,0.9774323741817738,0.0,5.192822384428224,0.0,0.7126366120218579,0.6004682013265704,-0.0582650273224043,12.99634837592834,0.1817310457203105,-4.833333333333333,-2.27653333201502,-0.2196524539990043,-0.621284018179839,-0.4292594822396147,-4.757709251101321,-0.674863387978142,-1.0985696119032422,0.1018458524846603,-0.289520524884267,Aluminum,Basic Materials,34.14,6090609867,4536116
AACG,2019,2019-12-31,2019-12-31,-134013181.0,97770167.0,-108839996.0,-5.26,35855665.0,0.3667342104,667654163.0,300239664.0,183560151.0,264774444.0,317023228.0,8260583.0,-200051474.0,112681811.4622196,11.79359627902665,0.6932698950356402,0.0382638473865098,0.0850887476346229,-0.2981301030574781,11.79359627902665,-0.4463540200338087,2.468365963435652,-1.800812059391528,0.8037997020347705,0.0,7.495173403620543,0.0,0.1464383395150042,0.6309890768763167,-0.2007224524712504,-4.079224873698753,0.3667342104468329,-1.144109589041096,-6.371550135338239,-0.7419681423028439,-0.264663243929395,13.309440656070205,-1.1567541453656298,-0.6055002990768078,-11.091825282527266,-0.8138241806426023,-0.3099411877241979,Education & Training Services,Consumer Defensive,1.41,44536119,12793
AADI,2019,2019-12-31,2020-03-16,-23270514.0,0.0,-22437858.0,-1.1167188750402384,0.0,0.0,39936786.0,36535343.0,39570475.0,3334005.0,3401443.0,0.0,-142235522.0,156691870.11999995,1.7532791555085223,11.868750946684242,0.0025679332332852,0.0028070079977078,-0.6124220881885746,1.7532791555085223,-0.6369315870388845,0.0,-8.381697676295419,5.338568003042971,0.0,0.0,0.0,0.0,11.555032460959117,-0.5826836941760912,-8.096748526763182,0.0,-1.238273633728605,-69.21734209609393,0.0,21.408076188185124,0.0,-1.2382736337286055,-1.0078889649525498,-50.105846109955664,0.0,15.005659386461325,Biotechnology,Healthcare,6.35,155174950,119009
AAIC,2019,2019-12-31,2020-02-24,13742000.0,28757000.0,110992000.0,0.31,28757000.0,1.0,4000114000.0,327248000.0,138621000.0,4666000.0,3672866000.0,0.0,-1759626000.0,216468130.0,9.164300316446834,29.7087441063009,0.0185814704280928,0.227130494304014,0.2763910193836285,9.164300316446834,0.0419926172199677,6.916546579963139,14.473812399941783,0.6077932638243779,3.239703099985446,0.0,0.2238320499441098,0.0071890451122143,29.7087441063009,0.0034354020910404,4.271429829270912,1.0,1.0974842767295598,0.2954663961411737,-0.7803476636277513,-0.7139082300531066,0.0,1.149699881259736,0.0,1.2145448146685105,1.7315068227507913,-0.449041546011601,REIT—Mortgage,Real Estate,4.57,129607028,336629
AAL,2019,2019-12-31,2020-02-19,1686000000.0,45768000000.0,1033000000.0,3.79,10389000000.0,0.2269926586,59995000000.0,-118000000.0,8206000000.0,18311000000.0,60113000000.0,1851000000.0,2264000000.0,45879650840.0,-0.2661476036565974,0.4481459232155534,0.5574464538711559,-283.4237288135593,0.0181840221310674,-0.2661476036565974,-14.28813559322034,0.2778284137388568,7.541904412811388,-107.75975288135594,0.1055753262158956,19.113452188006484,0.0139984969892425,0.7628635719643304,0.3045164109005516,0.0281023418618218,-28.06986940397351,0.2269926586261143,0.2508250825082509,-0.0533282472518658,0.7365157395962919,-1.094482530989138,0.0336284946771465,0.1940509915014164,0.322663252240717,-0.2151379181959526,0.4189722070047251,-1.038836314578697,Airlines,Industrials,18.57,12123665464,25640855
AAMC,2019,2019-12-31,2020-02-28,-2613000.0,15762000.0,-16357000.0,-1.64,-1267000.0,-0.0803832001,53248000.0,-207928000.0,47151000.0,7000000.0,261176000.0,0.0,23662000.0,4153907.1999999993,-130.77627500704423,6.735857142857143,0.0841909555288461,-0.0215603478127043,0.0944259851486357,-130.77627500704423,0.0125668500634835,1.2457751046821468,-7.514698507462686,-0.0944360894155669,0.0,0.0,0.0,0.2960111177884615,6.506,-0.049072265625,-2.789587611876687,-0.0803832001015099,0.7616279069767442,-1.0622902846818654,-0.9470254166070649,-0.6701488238008426,0.0911047345767575,0.7597462302317028,-1.4753329297820823,0.4164511789050433,-0.1310360745991051,-0.1918073645452369,Asset Management,Financial Services,56.405,99183680,23170
AAME,2019,2019-12-31,2020-03-24,-386000.0,198179000.0,1723000.0,-0.0189,198179000.0,1.0,377626000.0,118394000.0,290634000.0,0.0,33738000.0,0.0,36020000.0,61175159.14,5.783170336381668,0.0,0.0893423651973116,0.2849637650556616,0.0107413185923952,5.783170336381668,-0.0032603003530584,0.2035036968599095,-104.48227756476685,0.3406436064327584,-2.077720207253886,0.0,0.0198858625183198,0.5248023176370271,0.0,-0.0010221753798732,-21.497952633262265,1.0,0.45544375,-1.0992361679286635,0.3570534455460183,0.2941041250936608,0.0680452485273749,0.4517045454545454,0.0,-1.1714079273035347,0.3968093906458125,0.3135346697538325,Insurance—Life,Financial Services,1.9,38697680,4303
AAN,2019,2019-12-31,2019-12-31,28099000.0,1784477000.0,189130000.0,0.83,1112016000.0,0.6231607356,1940331000.0,837781000.0,938876000.0,268288000.0,1102550000.0,781598000.0,0.0,2557154648.99,24.802190055221207,3.4995079914122136,0.348825535436995,0.8078925160632672,0.0836834349179598,24.802190055221207,0.0335397914252053,1.0810397942870655,68.65335595537208,2.302619239383562,0.0,0.8603668381955941,0.0,0.9196765912620064,0.3420913346851145,0.0144815497974314,18.19124568805696,0.6231607356104898,-0.4466666666666667,-0.2303327930087667,0.4031640931401198,0.4673076514069899,0.0234261827672972,-0.4452648411742641,0.1007065286976359,-0.5678695978970517,0.1916181628918264,0.2112176577286654,Rental & Leasing Services,Industrials,13.78,425921886,321749
AAOI,2019,2019-12-31,2020-02-28,-66049000.0,190872000.0,-48747000.0,-3.31,46201000.0,0.2420522654,466825000.0,273794000.0,192804000.0,91355000.0,193031000.0,85028000.0,-30057000.0,304618472.44000006,13.701782917265591,2.11049203656067,0.2875938520858994,0.4903540618128958,-0.1531805379113155,13.701782917265591,-0.2412361118212963,1.2437155394190873,-3.594156950748687,0.8670404480740995,0.0,1.701451286634991,0.0,0.4088727039040326,1.1130534727163264,-0.1414855673967761,-7.008664416167224,0.2420522653925143,-29.090909090909093,-12.041292250379309,0.0476186059384284,0.7044430859155464,-0.4736308431977943,-29.77772600186393,-3.5270245170876677,-2.820416402271193,-0.3697517675786874,0.0365640051314194,Semiconductors,Technology,8.34,243492138,1322227
AAON,2019,2019-12-31,2020-02-27,53711000.0,469333000.0,67011000.0,1.02,119425000.0,0.2544568569,371424000.0,290140000.0,187549000.0,56028000.0,81284000.0,73601000.0,286301000.0,2546469129.65,5.571058987960126,3.347415577925323,0.0978827431722236,0.1253050251602674,0.1644582913130842,5.571058987960126,0.1851209760805128,5.482815249833274,47.90948091917857,8.869049871269043,0.30989927575357,4.754120188584395,0.0064684331745601,1.263604398207978,1.695527236381809,0.1446083182562247,42.35201582728484,0.2544568568585631,0.2592592592592592,0.2800837937710105,0.3861907948376029,0.7542669395947564,0.1534969526624361,0.2616508503241567,0.2011292346298619,0.0225941185220728,0.2421154318621453,0.4319951780021123,Building Products & Equipment,Industrials,95.18,5163771986,318708
